Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Fernando Hernandez","PHI","DSL",22,0,0,,,,,,,,,,,,,,"sa3015582"
"Diego Villegas","SFG","DSL",21,74,0.307692307,1.133333333,0.111111111,0.472222222,0.416666666,0.066666666,0,0.52777778,0.25,0.22222222,0.0944206,107,126,233,"sa3015757"
"Jose Astudillo","SFG","DSL",21,53,0.45,1,0.297297297,0.351351351,0.351351351,0.307692307,0.076923076,0.46153846,0.30769231,0.23076923,0.07792208,60,94,154,"sa3016548"
"Edwin Sanchez","LAD","DSL",20,210,0.268041237,0.809523809,0.232323232,0.343434343,0.424242424,0.333333333,0.142857142,0.56565657,0.22222222,0.21212121,0.06115108,442,392,834,"sa3018438"
"Ronny Ugarte","COL","DSL",20,238,0.393939393,1.666666666,0.245283018,0.471698113,0.283018867,0.044444444,0.088888888,0.41818182,0.21818182,0.36363636,0.10962241,344,477,821,"sa3018460"
"Andy Encarnacion","ARI","DSL",20,88,0.285714285,1.09090909,0.163636363,0.436363636,0.4,0.409090909,0,0.53448276,0.22413793,0.24137931,0.09836066,119,186,305,"sa3018498"
"Alessandro Duran","SFG","DSL",19,106,0.27118644,0.916666666,0.178571428,0.392857142,0.428571428,0.208333333,0.041666666,0.4,0.21666667,0.38333333,0.12280702,164,235,399,"sa3018521"
"Josias Ramirez","CHC","DSL",19,151,0.203125,0.648648648,0.061538461,0.369230769,0.569230769,0.432432432,0.108108108,0.58208955,0.11940299,0.29850746,0.16788321,255,293,548,"sa3018543"
"Darlyn De Leon","CHC","DSL",20,21,0.384615384,0.714285714,0.142857142,0.357142857,0.5,0,0.142857142,0.28571429,0.42857143,0.28571429,0.21818182,17,38,55,"sa3018548"
"Jose Rivera","MIA","DSL",20,66,0.302325581,1.818181818,0.162162162,0.54054054,0.297297297,0.272727272,0,0.43902439,0.19512195,0.36585366,0.10045662,90,129,219,"sa3018605"
"Luis Frias","SFG","DSL",20,178,0.368852459,1.625,0.229357798,0.47706422,0.293577981,0.21875,0.03125,0.47457627,0.26271186,0.26271186,0.1552901,199,387,586,"sa3018608"
