Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Fernando Hernandez","PHI","DSL",22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3015582"
"Diego Villegas","SFG","DSL",21,19,52,74,12,10,2,0,0,10,5,18,0,13,4,0,0,1,0,0,0.23076923,"sa3015757"
"Jose Astudillo","SFG","DSL",21,13,46,53,19,16,2,0,1,14,8,4,0,5,3,0,0,0,2,4,0.413043478,"sa3016548"
"Edwin Sanchez","LAD","DSL",20,54,137,210,32,16,10,0,6,33,28,61,0,37,9,3,0,2,12,4,0.233576642,"sa3018438"
"Ronny Ugarte","COL","DSL",20,54,206,238,69,46,19,0,4,36,68,28,1,39,2,2,0,8,1,1,0.334951456,"sa3018460"
"Andy Encarnacion","ARI","DSL",20,31,71,88,16,9,6,1,0,11,14,14,0,16,0,1,2,0,9,1,0.225352112,"sa3018498"
"Alessandro Duran","SFG","DSL",19,29,82,106,17,12,4,0,1,16,15,18,0,26,2,4,0,0,0,0,0.207317073,"sa3018521"
"Josias Ramirez","CHC","DSL",19,42,107,151,17,9,3,1,4,26,12,40,1,40,3,1,0,1,5,2,0.158878504,"sa3018543"
"Darlyn De Leon","CHC","DSL",20,5,17,21,6,3,1,1,1,4,5,2,0,4,1,1,0,1,2,0,0.352941176,"sa3018548"
"Jose Rivera","MIA","DSL",20,22,56,66,13,11,2,0,0,12,5,8,0,14,0,1,1,0,8,4,0.232142857,"sa3018605"
"Luis Frias","SFG","DSL",20,46,160,178,46,35,7,3,1,28,21,12,0,41,2,4,0,1,13,3,0.2875,"sa3018608"
"Robert Perez","MIA","DSL",21,42,128,153,34,16,10,1,7,32,30,18,0,48,3,4,0,0,15,5,0.265625,"sa3018609"
"Agustin Acosta","LAD","DSL",20,38,101,131,33,18,9,3,3,29,25,18,0,29,11,1,0,0,14,2,0.326732673,"sa3018627"
"Alvaro Gamez","TBR","DSL",20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3018854"
"Heison Sanchez","DET","DSL",20,14,23,33,9,8,1,0,0,7,1,10,0,2,0,0,0,0,2,4,0.391304347,"sa3018930"
"Deivis Mosquera","MIA","DSL",20,45,132,163,33,27,4,1,1,20,21,21,0,38,9,1,0,1,9,3,0.25,"sa3019216"
"Hader Blanco","PIT","DSL",20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3019266"
"Nomar Velasquez","CLE","DSL",20,38,112,138,33,29,3,0,1,32,16,19,0,21,4,2,1,1,9,1,0.294642857,"sa3019483"
"Dennys Riera","SFG","DSL",20,38,120,144,24,16,5,3,0,14,9,8,0,30,12,4,0,4,3,1,0.2,"sa3019675"
"Eriberto Vasquez","CLE","DSL",21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3020970"
"Angel Cruz","LAD","DSL",20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3020988"
"Janero Miller","MIA","DSL",19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3021077"
"Anthony Baptist","NYM","DSL",19,5,14,19,2,2,0,0,0,2,4,5,1,4,0,0,0,0,1,1,0.142857142,"sa3021088"
