Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Chadwick Tromp","BAL","A",30,10,0,0.2,0,0.222222222,0.2,0.333333333,0.533333333,0.111111111,0.14285714,0.25,-0.012308802455663681,0.49439197149458614,-0.7038169566136292,0.23726810216903688,44.348595593488724,"16953"
"Livan Soto","BAL","A",25,10,0.2,0.2,1,0.142857142,0.4,0.142857142,0.542857142,0,2.64285714,0.2,-0.049235209822654724,1.1762688826915109,-0.021940045416704544,0.33122814893722535,101.30173114810023,"22471"
"Greg Jones","HOU","A",27,2,0,0.5,0,0.5,0.5,0.5,1,0,0.14285714,1,-0.012308802455663681,0.46544148098073546,0.22579969535909242,0.4898231029510498,196.38093599630878,"25448"
"Yoander Rivero","WSN","A",23,157,0.171974522,0.242038216,0.710526315,0.206349206,0.350318471,0.301587301,0.651905772,0.095238095,4.249358567227532,0.280898876,-0.7879430875182152,18.986732537595113,0.17485236629613166,0.33578605294986896,99.96474988806628,"sa3008782"
"Dionmy Salon","KCR","A",23,117,0.076923076,0.179487179,0.428571428,0.217821782,0.307017543,0.257425742,0.564443285,0.03960396,4.2968878689476995,0.265822784,0.19380952790379524,10.47473142334777,-3.5443130355183494,0.2925084238512474,70.76652595670862,"sa3008839"
"Wilber Sanchez","CHW","A",23,25,0.04,0.32,0.125,0.181818181,0.28,0.227272727,0.507272727,0.045454546,6.227848102804038,0.285714285,-0.0955909863114357,1.7928568291194764,-1.202665491151062,0.26796231031417844,57.54439685289026,"sa3008941"
"Jose Colmenares","WSN","A",22,6,0.333333333,0.166666666,2,0,0.333333333,0,0.333333333,0,0.14285714,0,-0.024617604911327362,0.3753859388974138,-0.3435394179675154,0.25535402695337933,51.211516603586624,"sa3009817"
"Hudson Haskin","BAL","A",26,10,0.2,0.4,0.5,0,0.3,0,0.3,0,0.14285714,0,-0.03692640736699104,0.4653304020047702,-0.7328785261034452,0.2332635283470154,41.921254999600734,"sa3014449"
"Kevin Made","WSN","A",22,21,0.095238095,0.19047619,0.5,0.47368421,0.523809523,0.578947368,1.102756891,0.105263158,1.22240259,0.6,-0.11077922210097313,5.532604784585301,3.016366035558049,0.5321770111719767,219.0055683001598,"sa3014679"
"Roismar Quintana","WSN","A",22,228,0.043859649,0.197368421,0.222222222,0.233333333,0.268722466,0.3,0.568722466,0.066666667,3.4204833385735816,0.284023668,-0.2031313143670559,18.003933311760267,-9.31523024910704,0.27795301239921133,64.90971201496782,"sa3014718"
