Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Rafael Ortega","NYM","A+",34,25,0.117647058,0.875,0.117647058,0.411764705,0.470588235,0.375,0,0.35294118,0.11764706,0.52941176,0.10416667,28,68,96,"10323"
"Jesse Winker","NYM","A+",31,3,1,0,0,0,1,0,0,0,1,0,0,5,4,9,"13590"
"Tyler O'Neill","BAL","A+",30,3,1,1,0,1,0,0,0,1,0,0,0.38461538,3,10,13,"15711"
"Chadwick Tromp","BAL","A+",30,15,0.2,2,0.4,0.4,0.2,0.5,0,0.5,0.4,0.1,0.15517241,21,37,58,"16953"
"Juan Yepez","WSN","A+",27,49,0.151515151,0.666666666,0.142857142,0.342857142,0.514285714,0.222222222,0.222222222,0.56756757,0.24324324,0.18918919,0.06521739,69,115,184,"18400"
"Jose Devers","ATL","A+",25,6,0.2,0.5,0.4,0.2,0.4,0,0,0.4,0.4,0.2,0.16,9,16,25,"20540"
"Payton Henry","PHI","A+",28,3,0,2,0,1,0,0,0,0,0.5,0.5,0.06666667,7,8,15,"22164"
"David Banuelos","BAL","A+",28,10,0,0.333333333,0.2,0.2,0.6,0.666666666,0,0.6,0.2,0.2,0.21052632,13,25,38,"23250"
"Jose Rodriguez","PHI","A+",24,13,0.444444444,1,0.111111111,0.444444444,0.444444444,0.25,0,0.55555556,0,0.44444444,0.15384615,13,26,39,"24388"
"Omar Martinez","NYY","A+",23,249,0.315384615,0.981818181,0.204379562,0.394160583,0.401459854,0.218181818,0.145454545,0.42753623,0.30434783,0.26811594,0.16514691,382,605,987,"25369"
"Jase Bowen","PIT","A+",24,9,0.6,0.5,0.5,0.166666666,0.333333333,0,0.5,0.66666667,0.16666667,0.16666667,0.13157895,12,26,38,"26047"
"Duke Ellis","NYY","A+",27,21,0.363636363,2.333333333,0.23076923,0.538461538,0.23076923,0,0.666666666,0.46153846,0.23076923,0.30769231,0.08641975,37,44,81,"27543"
"Esmerlyn Valdez","PIT","A+",21,314,0.355555555,0.777777777,0.183673469,0.357142857,0.459183673,0.244444444,0.222222222,0.5,0.285,0.215,0.13268608,487,749,1236,"29005"
"Colton Cowser","BAL","A+",25,11,0.25,0,0.25,0,0.75,0,0.333333333,0.6,0.4,0,0.05882353,23,28,51,"29591"
