Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"James McCann","ATL","AA",35,4,0.666666666,2,0,0.666666666,0.333333333,0,0,0,0,1,0,7,5,12,"12859"
"Omar Narvaez","CHW","AA",33,9,0.285714285,1,0.142857142,0.428571428,0.428571428,0.333333333,0,0.42857143,0.42857143,0.14285714,0.08888889,18,27,45,"13338"
"David Fletcher","ATL","AA",31,63,0.244444444,1.692307692,0.222222222,0.488888888,0.288888888,0.384615384,0,0.48888889,0.13333333,0.37777778,0.1,85,145,230,"17992"
"Travis Blankenhorn","LAA","AA",28,251,0.232394366,0.698630136,0.173333333,0.34,0.486666666,0.219178082,0.109589041,0.52317881,0.27152318,0.20529801,0.1319797,379,606,985,"18395"
"Austin Hays","CIN","AA",29,8,0.4,2,0.4,0.4,0.2,0,0,0.6,0.4,0,0.08823529,14,20,34,"19363"
"Jason Delay","ATL","AA",30,37,0.136363636,1,0.217391304,0.391304347,0.391304347,0.111111111,0.111111111,0.34782609,0.34782609,0.30434783,0.18045113,37,96,133,"19806"
"Tres Barrera","TBR","AA",30,113,0.20289855,1.23076923,0.171428571,0.457142857,0.371428571,0.384615384,0.038461538,0.44285714,0.25714286,0.3,0.12553191,180,290,470,"19977"
"Chandler Seagle","ATL","AA",29,122,0.228571428,1.23076923,0.171428571,0.457142857,0.371428571,0.307692307,0,0.36619718,0.21126761,0.42253521,0.16736402,145,333,478,"23552"
"Richie Palacios","TBR","AA",28,8,0.5,0,0.5,0,0.5,0,0,0,0.5,0.5,0.19047619,17,25,42,"24589"
"Noelvi Marte","CIN","AA",23,17,0.285714285,11,0.076923076,0.846153846,0.076923076,0,0,0.57142857,0.21428571,0.21428571,0.046875,23,41,64,"26517"
"Denzer Guzman","LAA","AA",21,386,0.29787234,0.743119266,0.224489795,0.330612244,0.444897959,0.321100917,0.100917431,0.53252033,0.22357724,0.24390244,0.12631579,600,920,1520,"28816"
"Pedro Ramirez","CHC","AA",21,563,0.318072289,1.91588785,0.253588516,0.490430622,0.255980861,0.205607476,0.074766355,0.44103774,0.21933962,0.33962264,0.0563703,845,1337,2182,"29218"
"Joe Mack","MIA","AA",22,56,0.379310344,1.125,0.451612903,0.29032258,0.258064516,0.25,0.375,0.5625,0.21875,0.21875,0.14485981,90,124,214,"29780"
"Edwin Arroyo","CIN","AA",21,521,0.338582677,2.097826086,0.25,0.507894736,0.242105263,0.119565217,0.032608695,0.40414508,0.23056995,0.36528497,0.10807736,601,1157,1758,"29957"
"Oscar Colas","LAA","AA",26,372,0.247863247,1.084210526,0.201612903,0.41532258,0.383064516,0.210526315,0.157894736,0.38554217,0.2811245,0.33333333,0.15267176,510,931,1441,"30162"
"Sal Stewart","CIN","AA",21,329,0.341880341,1.647058823,0.256198347,0.462809917,0.280991735,0.19117647,0.147058823,0.43089431,0.22764228,0.34146341,0.09304207,450,786,1236,"31505"
"Jacob Gonzalez","CHW","AA",23,368,0.267148014,0.853448275,0.223826714,0.357400722,0.418772563,0.327586206,0.051724137,0.42402827,0.22614841,0.34982332,0.09923664,507,934,1441,"33225"
"Jim Jarvis","ATL","AA",24,93,0.354838709,2.833333333,0.245901639,0.557377049,0.196721311,0.166666666,0,0.48387097,0.20967742,0.30645161,0.08146067,140,216,356,"33492"
"Rikuu Nishida","CHW","AA",24,502,0.327380952,3.944444444,0.19090909,0.645454545,0.163636363,0.203703703,0,0.30029155,0.24489796,0.4548105,0.05631068,821,1239,2060,"33795"
"Christian Moore","LAA","AA",22,146,0.333333333,1.275862068,0.214285714,0.44047619,0.345238095,0.206896551,0.034482758,0.38823529,0.25882353,0.35294118,0.13815789,244,364,608,"34979"
"Sam Antonacci","CHW","AA",22,217,0.350364963,1.966666666,0.350364963,0.430656934,0.218978102,0.1,0.033333333,0.35460993,0.25531915,0.39007092,0.05964912,358,497,855,"35101"
"Cody Milligan","ATL","AA",26,225,0.273504273,1.421052631,0.220338983,0.457627118,0.322033898,0.131578947,0.052631578,0.39669421,0.26446281,0.33884298,0.1317176,390,559,949,"sa1169818"
"Dylan Shockley","ATL","AA",28,87,0.285714285,1.307692307,0.25,0.425,0.325,0.307692307,0,0.21428571,0.26190476,0.52380952,0.18428184,142,227,369,"sa1170874"
"Adam Hall","MIL","AA",26,123,0.342465753,1.260869565,0.257142857,0.414285714,0.328571428,0.260869565,0,0.42465753,0.30136986,0.2739726,0.11924686,194,284,478,"sa3005077"
"Carlos Rodriguez","ATL","AA",24,47,0.378378378,1.454545454,0.228571428,0.457142857,0.314285714,0.09090909,0,0.36842105,0.31578947,0.31578947,0.07407407,74,115,189,"sa3005478"
"Dalvy Rosario","MIA","AA",24,134,0.266666666,1.111111111,0.259740259,0.389610389,0.35064935,0.407407407,0.111111111,0.4875,0.275,0.2375,0.15151515,187,341,528,"sa3005712"
"Pablo Aliendo","CHC","AA",24,390,0.283653846,0.747368421,0.227906976,0.330232558,0.441860465,0.157894736,0.136842105,0.5158371,0.27149321,0.21266968,0.20703654,455,1023,1478,"sa3006220"
"Bladimir Restituyo","MIL","AA",23,351,0.236,0.881818181,0.16532258,0.391129032,0.443548387,0.39090909,0.045454545,0.52671756,0.25572519,0.21755725,0.1509754,309,870,1179,"sa3006621"
"Nick Podkul","CHW","AA",28,92,0.272727272,1.1875,0.186046511,0.441860465,0.372093023,0.125,0,0.52173913,0.30434783,0.17391304,0.14473684,148,232,380,"sa3006720"
"Reivaj Garcia","CHC","AA",23,266,0.328282828,2.279069767,0.265625,0.510416666,0.223958333,0.116279069,0,0.355,0.25,0.395,0.10189076,324,628,952,"sa3006900"
"Hunter Stovall","TBR","AA",28,235,0.229411764,0.930555555,0.187134502,0.391812865,0.421052631,0.263888888,0.083333333,0.53977273,0.21022727,0.25,0.11862245,268,516,784,"sa3008181"
"Korey Holland","LAA","AA",25,160,0.263736263,0.897435897,0.204301075,0.376344086,0.419354838,0.23076923,0.102564102,0.49473684,0.22105263,0.28421053,0.13846154,236,414,650,"sa3008249"
"Jaylen Palmer","CHC","AA",24,437,0.377880184,1.424657534,0.209821428,0.464285714,0.325892857,0.191780821,0.109589041,0.4375,0.27232143,0.29017857,0.16205306,684,1050,1734,"sa3008297"
"Eduardo Garcia","MIL","AA",22,128,0.315789473,0.514285714,0.283783783,0.243243243,0.472972972,0.4,0,0.56578947,0.22368421,0.21052632,0.13412229,183,324,507,"sa3008751"
