Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Teoscar Hernandez","LAD","A",32,3,0,0,0,0,0,0,0,,,,0.13333333,9,6,15,"13066"
"Yoan Moncada","LAA","A",30,10,0,0.5,0,0.333333333,0.666666666,1,0,0,0,1,0.09259259,25,29,54,"17232"
"Sam Huff","SFG","A",27,20,0.333333333,0.666666666,0.166666666,0.333333333,0.5,0,0,0.5,0.16666667,0.33333333,0.07894737,35,41,76,"22209"
"Christian Moore","LAA","A",22,16,0.5,0.75,0.222222222,0.333333333,0.444444444,0,0.25,0.22222222,0.33333333,0.44444444,0.07352941,35,33,68,"34979"
"Nick Kurtz","OAK","A",22,4,0.5,1,0.666666666,0.333333333,0,0,1,0.66666667,0.33333333,0,0,7,7,14,"35110"
"Diego Cartaya","SFG","A",23,18,0.23076923,0.428571428,0.285714285,0.214285714,0.5,0.714285714,0.142857142,0.64285714,0.14285714,0.21428571,0.16326531,13,36,49,"sa3008742"
"Gabriel Moncada","SEA","A",23,228,0.288732394,0.606060606,0.24822695,0.283687943,0.468085106,0.196969696,0.015151515,0.56643357,0.16083916,0.27272727,0.15505618,326,564,890,"sa3008789"
"Victor Duarte","SDP","A",24,67,0.26,1,0.24,0.38,0.38,0.157894736,0,0.48,0.26,0.26,0.1037037,103,167,270,"sa3008904"
"Jose Caguana","SEA","A",23,288,0.277777777,1.054054054,0.182795698,0.419354838,0.397849462,0.27027027,0.108108108,0.48677249,0.33333333,0.17989418,0.14141414,429,660,1089,"sa3009310"
"Daniel Cope","COL","A",28,8,0.571428571,1,0.428571428,0.285714285,0.285714285,0,0,0.42857143,0.42857143,0.14285714,0.07692308,9,17,26,"sa3010157"
"Werner Blakely","LAA","A",23,44,0.15,0.777777777,0.2,0.35,0.45,0.111111111,0,0.65,0.2,0.15,0.14814815,82,107,189,"sa3014502"
"Juan Corniel","ARI","A",22,164,0.323232323,2.125,0.234693877,0.520408163,0.244897959,0.25,0,0.45098039,0.30392157,0.24509804,0.10366826,225,402,627,"sa3015169"
"Diosfran Cabeza","ARI","A",22,160,0.326923076,2.4,0.166666666,0.588235294,0.245098039,0.28,0.04,0.47169811,0.22641509,0.30188679,0.10344828,228,352,580,"sa3015517"
"Juan Castillo","COL","A",22,250,0.295180722,1.527272727,0.172619047,0.5,0.327380952,0.272727272,0.054545454,0.45294118,0.23529412,0.31176471,0.14853801,292,563,855,"sa3015541"
"Jose D. Hernandez","LAD","A",22,11,0.857142857,4,0.375,0.5,0.125,0,1,0.375,0.375,0.25,0.14285714,19,23,42,"sa3015557"
"Jose Meza","LAD","A",22,531,0.28807947,1.100840336,0.174917491,0.432343234,0.392739273,0.218487394,0.06722689,0.38834951,0.28802589,0.3236246,0.125,908,1236,2144,"sa3015558"
