Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Eguy Rosario","SDP","A+",25,14,55,62,8,2,4,0,2,5,7,7,0,25,0,0,0,0,3,1,0.145454545,"19964"
"Brewer Hicklen","DET","A+",29,2,5,6,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,"20450"
"Steward Berroa","MIL","A+",26,8,21,29,3,1,1,1,0,3,3,6,0,6,2,0,0,0,3,0,0.142857142,"22766"
"Wenceel Perez","DET","A+",25,2,4,5,2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0.5,"22857"
"Davis Wendzel","CIN","A+",28,4,11,14,2,1,1,0,0,1,0,3,0,3,0,0,0,1,0,0,0.181818181,"26469"
"Gabriel Gonzalez","MIN","A+",21,34,138,156,44,26,12,1,5,22,28,13,0,22,2,3,0,9,1,0,0.318840579,"28833"
"Kevin McGonigle","DET","A+",20,36,145,171,54,28,19,0,7,37,39,23,0,19,2,1,0,1,3,5,0.372413793,"33572"
"David Garcia","MIL","A+",25,7,19,22,2,2,0,0,0,3,0,2,0,9,1,0,0,0,0,0,0.105263157,"sa3003197"
"Justin Connell","MIN","A+",26,24,65,80,15,7,5,1,2,10,10,12,0,12,3,0,0,2,4,0,0.23076923,"sa3004884"
"Reivaj Garcia","CHC","A+",23,33,122,133,28,23,5,0,0,12,9,8,0,19,1,1,1,3,8,2,0.229508196,"sa3006900"
"Miguel Pabon","CHC","A+",24,59,193,221,37,32,3,1,1,20,14,24,0,64,2,1,1,6,6,0,0.191709844,"sa3007977"
"Misael Urbina","MIN","A+",23,75,223,268,55,32,15,4,4,33,35,37,0,45,3,3,2,3,2,2,0.246636771,"sa3008743"
"Eduardo Garcia","MIL","A+",22,96,361,411,91,53,23,2,13,61,47,41,0,107,8,1,0,2,36,4,0.252077562,"sa3008751"
"Bryan Gonzalez","KCR","A+",23,77,289,314,68,43,18,4,3,30,34,20,1,94,2,1,2,6,14,5,0.235294117,"sa3008805"
"Dionmy Salon","KCR","A+",23,3,9,12,3,1,2,0,0,1,6,1,0,2,0,1,1,0,0,0,0.333333333,"sa3008839"
"Alexander Vargas","CIN","A+",23,18,62,69,15,11,3,1,0,8,5,5,0,13,0,1,1,2,6,1,0.241935483,"sa3008851"
"Victor Duarte","SDP","A+",24,19,60,65,10,8,2,0,0,7,3,2,0,19,0,0,0,2,2,0,0.166666666,"sa3008904"
"Felix Stevens","CHC","A+",25,5,16,22,3,1,1,0,1,4,2,5,0,4,0,1,0,0,1,0,0.1875,"sa3008946"
"Darlyn Montero","OAK","A+",23,33,114,128,22,16,4,0,2,12,14,8,0,43,5,1,0,2,4,0,0.192982456,"sa3009324"
"Frank Rodriguez","LAD","A+",23,38,124,144,29,18,7,1,3,19,16,17,0,30,2,0,0,0,0,0,0.233870967,"sa3009330"
"Wilker Reyes","MIN","A+",23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3009477"
"Rafael Morel","CHC","A+",23,103,302,362,52,36,13,0,3,48,35,50,0,112,6,4,0,5,23,2,0.17218543,"sa3009534"
"Nelson Quiroz","LAD","A+",23,30,98,107,36,24,11,0,1,13,11,8,0,12,1,0,0,4,0,0,0.367346938,"sa3009565"
"Nerwilian Cedeno","SDP","A+",23,32,121,131,33,26,6,0,1,23,18,7,0,22,1,2,0,2,5,2,0.272727272,"sa3010026"
"Omar Hernandez","KCR","A+",23,34,118,127,24,17,6,1,0,9,16,5,0,27,1,0,2,4,6,1,0.20338983,"sa3010155"
"Victor Torres","MIL","A+",24,5,13,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"sa3010597"
"Andrick Nava","MIL","A+",23,19,64,71,14,11,3,0,0,5,8,7,0,13,0,0,0,5,2,0,0.21875,"sa3010693"
"T.J. Schofield-Sam","OAK","A+",24,102,384,442,108,77,21,5,5,59,52,24,1,94,30,4,0,6,2,1,0.28125,"sa3011501"
"Jake Snider","SDP","A+",27,37,107,130,26,18,6,2,0,14,14,19,0,33,2,1,1,0,6,2,0.242990654,"sa3011559"
"Wuilfredo Antunez","CLE","A+",23,70,259,293,68,34,16,4,14,46,46,27,1,68,3,3,0,2,11,1,0.262548262,"sa3011578"
"Ed Howard","CHC","A+",23,2,9,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"sa3014540"
"Jose Salas","MIN","A+",22,16,45,55,11,5,2,1,3,10,11,5,0,14,3,0,2,0,4,1,0.244444444,"sa3014690"
"Ian Lewis Jr.","MIA","A+",22,27,105,116,33,24,8,1,0,10,9,8,0,17,1,2,0,2,19,3,0.314285714,"sa3014691"
"Hedbert Perez","MIL","A+",22,84,292,345,61,33,11,3,14,39,43,51,3,90,2,0,0,4,7,3,0.208904109,"sa3014692"
"Reginald Preciado","CHC","A+",22,85,285,315,62,44,15,0,3,26,32,22,1,75,8,0,0,9,10,4,0.217543859,"sa3014702"
"Sahid Valenzuela","OAK","A+",27,50,167,186,38,31,5,0,2,20,15,18,0,27,1,0,0,3,5,2,0.22754491,"sa3014882"
"Yhoswar Garcia","MIL","A+",23,86,275,302,56,40,12,3,1,30,29,24,0,47,0,1,2,6,48,13,0.203636363,"sa3015117"
"Yerlin Confidan","CIN","A+",22,112,416,474,93,65,20,4,4,50,48,51,0,133,5,1,1,6,12,6,0.223557692,"sa3015176"
"Jose Devers","CLE","A+",22,119,475,516,114,61,36,4,13,68,67,31,0,142,6,4,0,16,12,5,0.24,"sa3015292"
"Miguel Ugueto","STL","A+",22,4,18,20,5,4,1,0,0,3,2,0,0,2,2,0,0,0,0,1,0.277777777,"sa3015293"
"Blayberg Diaz","MIL","A+",22,53,184,200,42,30,12,0,0,14,12,11,0,46,5,0,0,5,1,2,0.228260869,"sa3015352"
"Jheremy Vargas","MIL","A+",22,11,31,33,6,5,1,0,0,3,2,2,0,6,0,0,0,0,3,1,0.193548387,"sa3015353"
"Diego Guzman","KCR","A+",21,52,151,175,30,23,6,1,0,17,15,14,0,58,1,2,7,2,8,4,0.198675496,"sa3015365"
"Roque Gutierrez","LAD","A+",22,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"sa3015440"
"Yiddi Cappe","MIA","A+",22,53,212,233,59,46,9,0,4,33,26,18,0,48,0,3,0,1,28,7,0.278301886,"sa3015515"
"Johnny Ascanio","CIN","A+",21,73,217,275,52,38,8,2,4,32,21,42,0,44,8,2,6,3,3,3,0.239631336,"sa3015526"
"Iverson Espinoza","CIN","A+",22,8,19,25,1,1,0,0,0,3,3,4,0,5,0,0,2,0,0,0,0.052631578,"sa3015528"
"Maick Collado","CLE","A+",22,84,289,320,72,55,13,1,3,31,30,26,1,47,1,3,1,7,2,1,0.249134948,"sa3015534"
"Esteban Gonzalez","CLE","A+",22,110,400,447,109,68,28,4,9,57,48,33,0,97,8,5,0,0,24,7,0.2725,"sa3015535"
"Kevin Rivas","CLE","A+",22,40,107,130,19,12,4,1,2,11,12,16,0,54,4,3,0,0,2,0,0.177570093,"sa3015539"
"Oswaldo Linares","SDP","A+",22,37,114,135,23,15,6,1,1,15,15,13,0,37,4,2,1,4,1,0,0.201754385,"sa3015593"
"Jose Sanabria","SDP","A+",22,31,100,112,17,14,2,0,1,6,9,11,0,37,0,0,1,6,2,0,0.17,"sa3015595"
"Carlos Rojas","LAD","A+",22,65,209,238,45,37,6,0,2,17,31,20,0,31,2,4,3,6,0,0,0.215311004,"sa3015607"
"Jose Cordoba","STL","A+",22,14,57,62,15,10,5,0,0,7,5,3,0,11,2,0,0,3,5,0,0.263157894,"sa3015614"
"Miguel Villarroel","STL","A+",23,66,248,272,63,50,9,2,2,40,25,19,0,66,1,2,1,6,22,4,0.254032258,"sa3015631"
"Johnfrank Salazar","STL","A+",21,32,111,121,25,20,5,0,0,12,13,6,0,17,2,2,0,3,6,0,0.225225225,"sa3015643"
"Wilman Diaz","LAD","A+",21,52,143,169,29,19,6,1,3,22,15,20,0,46,2,3,1,3,6,3,0.202797202,"sa3015694"
"Cristian Hernandez","CHC","A+",21,115,444,507,112,78,25,2,7,54,53,53,0,105,1,6,0,13,52,9,0.252252252,"sa3015696"
"Danny De Andrade","MIN","A+",21,121,437,495,100,57,26,8,9,55,58,43,0,115,14,1,0,12,15,6,0.228832951,"sa3015698"
"Pedro Pineda","OAK","A+",21,28,102,111,26,20,3,2,1,8,9,8,0,37,0,1,0,2,3,1,0.25490196,"sa3015703"
"Victor Acosta","CIN","A+",21,88,325,391,73,59,11,2,1,45,29,38,0,73,19,2,7,1,13,4,0.224615384,"sa3015705"
