Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Ben Gamel","LAA","A+",33,3,14,15,5,2,1,0,2,5,7,1,0,7,0,0,0,0,0,0,0.357142857,"12160"
"Cade Marlowe","SEA","A+",28,2,7,9,3,3,0,0,0,2,1,2,0,2,0,0,0,0,1,0,0.428571428,"25505"
"Kyren Paris","LAA","A+",23,2,5,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.2,"26420"
"Jonah Cox","SFG","A+",23,126,525,597,135,91,24,10,10,89,68,54,1,134,7,2,9,10,58,11,0.257142857,"33270"
"Colt Emerson","SEA","A+",19,90,342,412,96,64,16,5,11,58,51,54,1,68,10,6,0,4,6,4,0.280701754,"33575"
"Ryan Waldschmidt","ARI","A+",22,68,235,301,63,40,13,1,9,57,43,51,0,53,11,4,0,1,10,4,0.268085106,"35061"
"Freuddy Batista","SEA","A+",25,53,188,224,57,29,15,1,12,27,38,23,0,40,12,1,0,5,0,0,0.303191489,"sa3002866"
"Je'Von Ward","TOR","A+",25,56,163,229,35,22,6,3,4,43,33,64,2,49,1,1,0,2,5,3,0.214723926,"sa3004969"
"Alexander Ramirez","LAA","A+",22,42,130,141,25,16,4,0,5,17,16,11,0,73,0,0,0,0,3,2,0.192307692,"sa3008757"
"Gabriel Martinez","TOR","A+",22,15,55,65,13,9,4,0,0,10,1,7,0,16,3,0,0,2,1,0,0.236363636,"sa3008865"
"J.J. D'Orazio","ARI","A+",23,23,77,88,21,17,3,1,0,6,9,9,0,20,2,0,0,3,0,1,0.272727272,"sa3008876"
"Milkar Perez","SEA","A+",23,78,256,299,55,38,14,1,2,21,16,38,0,64,3,2,0,7,1,0,0.21484375,"sa3008883"
"GJ Hill","COL","A+",24,9,35,37,8,3,3,0,2,3,2,1,0,11,1,0,0,2,5,1,0.228571428,"sa3010335"
"Jesus Ordonez","COL","A+",25,25,83,91,12,7,4,0,1,6,7,5,1,20,2,0,1,2,2,1,0.144578313,"sa3010603"
"Jean Perez","COL","A+",23,74,249,271,49,35,8,0,6,22,15,8,0,63,7,3,4,9,9,3,0.196787148,"sa3011632"
"Jesus Bugarin","COL","A+",23,67,208,222,44,34,8,0,2,21,22,11,0,63,2,1,0,2,8,0,0.211538461,"sa3011857"
"David Calabrese","LAA","A+",22,33,121,137,26,13,7,1,5,16,15,13,0,28,0,2,1,2,3,3,0.214876033,"sa3014507"
"Arol Vera","LAA","A+",22,62,200,230,46,29,10,2,5,20,20,27,1,47,3,0,0,5,2,0,0.23,"sa3014687"
"Adrian Placencia","LAA","A+",22,120,410,501,87,53,14,4,16,69,61,73,1,151,9,7,2,5,6,4,0.212195121,"sa3014688"
"Esmerlin Vinicio","SFG","A+",22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3014708"
"Jacob Wetzel","TOR","A+",25,12,39,48,6,4,1,0,1,5,3,9,0,11,0,0,0,1,1,0,0.153846153,"sa3015057"
"Juan Corniel","ARI","A+",22,8,20,21,3,2,1,0,0,1,3,1,0,6,0,0,0,1,0,0,0.15,"sa3015169"
"Junior Franco","ARI","A+",22,73,230,260,69,46,14,2,7,35,31,25,0,33,2,1,0,2,10,5,0.3,"sa3015170"
"Angel Ortiz","ARI","A+",22,117,433,494,115,74,26,4,11,58,64,46,0,96,3,12,0,8,3,3,0.265588914,"sa3015171"
"Jean Walters","ARI","A+",23,20,59,69,12,10,2,0,0,8,4,9,0,13,0,0,1,1,0,0,0.20338983,"sa3015236"
"Adrian Pinto","TOR","A+",22,19,74,85,21,11,3,0,7,18,9,8,0,14,3,0,0,4,3,1,0.283783783,"sa3015542"
"Axel Sanchez","SEA","A+",22,13,37,48,4,0,3,0,1,7,8,8,0,15,2,1,0,1,0,1,0.108108108,"sa3015601"
"Onil Perez","SFG","A+",22,43,144,177,39,31,5,1,2,22,20,29,0,22,3,1,0,2,7,4,0.270833333,"sa3015610"
"Victor Arias","TOR","A+",21,66,279,318,82,57,15,5,5,49,36,36,1,64,3,0,0,4,12,4,0.29390681,"sa3015636"
"Alexis Hernandez","TOR","A+",22,26,92,106,27,18,5,1,3,19,14,10,0,18,1,3,0,2,4,1,0.29347826,"sa3015642"
"Anderdson Rojas","ARI","A+",21,116,413,474,96,73,19,3,1,58,38,47,0,76,0,6,8,7,19,8,0.23244552,"sa3015818"
"Andy Perez","COL","A+",21,115,447,483,121,85,26,3,7,56,59,24,0,81,5,2,4,9,19,4,0.270693512,"sa3015857"
"Kenny Castillo","ARI","A+",21,64,230,251,51,31,15,1,4,21,32,15,0,52,1,5,0,8,0,0,0.22173913,"sa3015863"
"Adrian De Leon","ARI","A+",21,20,66,77,9,8,1,0,0,4,1,9,0,26,2,0,0,5,0,0,0.136363636,"sa3015864"
"Jose Ramos","SFG","A+",22,27,73,91,19,16,2,0,1,19,5,14,0,24,3,1,0,0,6,3,0.260273972,"sa3016541"
"Luis Suisbel","SEA","A+",22,113,427,491,90,51,15,1,23,62,68,48,0,135,13,3,0,10,8,1,0.210772833,"sa3016717"
"Edward Duran","TOR","A+",21,34,122,140,28,21,4,0,3,15,12,16,0,26,2,0,0,5,1,0,0.229508196,"sa3016719"
"Colin Davis","SEA","A+",26,18,55,63,9,5,3,0,1,8,2,7,0,20,1,0,0,0,1,0,0.163636363,"sa3016806"
"EJ Andrews Jr.","COL","A+",24,62,179,217,28,13,8,2,5,22,18,27,1,69,5,0,6,0,5,2,0.156424581,"sa3017157"
"Vaun Brown","SFG","A+",27,3,11,13,2,2,0,0,0,1,1,1,0,5,0,1,0,0,1,1,0.181818181,"sa3017282"
"Nicolas Deschamps","TOR","A+",22,20,56,70,11,7,3,1,0,5,3,7,0,28,6,0,1,0,0,0,0.196428571,"sa3017732"
"Anthony Scull","LAA","A+",21,106,419,465,109,78,18,0,13,55,47,29,0,107,11,5,1,9,5,7,0.260143198,"sa3017988"
"Guillermo Williamson","SFG","A+",21,27,78,97,17,12,2,0,3,8,17,18,0,26,0,1,0,3,0,0,0.217948717,"sa3018401"
"Ryan Reckley","SFG","A+",20,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"sa3018404"
"Lazaro Montes","SEA","A+",20,67,250,301,67,32,12,5,18,43,50,48,1,83,1,1,0,3,3,1,0.268,"sa3018409"
"Randy De Jesus","LAA","A+",20,118,421,483,78,49,11,0,18,42,55,49,1,164,8,4,1,11,3,2,0.185273159,"sa3018426"
"Michael Arroyo","SEA","A+",20,65,242,306,65,36,14,0,15,41,39,39,0,65,25,0,0,4,3,2,0.268595041,"sa3018429"
"Modeifi Marte","ARI","A+",22,43,156,169,43,29,11,1,2,12,27,9,0,21,3,1,0,2,2,2,0.275641025,"sa3018445"
"Ruben Santana","ARI","A+",20,21,64,73,9,6,3,0,0,5,6,8,0,23,0,1,0,1,1,0,0.140625,"sa3018468"
"Dario Laverde","LAA","A+",20,12,39,40,6,5,1,0,0,1,1,1,0,12,0,0,0,0,0,0,0.153846153,"sa3018470"
"Capri Ortiz","LAA","A+",20,97,354,399,81,61,12,3,5,49,33,32,1,81,7,1,5,4,27,6,0.228813559,"sa3018473"
"Jansel Luis","ARI","A+",20,102,405,447,123,92,19,7,5,60,65,27,0,73,2,11,2,8,22,7,0.303703703,"sa3018508"
"Jean Carlos Sio","SFG","A+",21,28,104,122,29,20,6,0,3,23,17,10,0,22,8,0,0,4,3,2,0.278846153,"sa3018648"
"Andrew Miller","SEA","A+",27,12,30,39,3,0,0,0,3,8,4,7,0,16,2,0,0,0,0,0,0.1,"sa3018912"
"Cristofer Torin","ARI","A+",20,122,467,544,134,103,22,3,6,78,57,66,0,78,7,4,0,6,15,7,0.286937901,"sa3018938"
"Curtis Washington Jr.","SEA","A+",25,40,122,144,18,11,6,1,0,16,7,18,0,38,2,1,1,4,10,2,0.147540983,"sa3019803"
