Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Rafael Ortega","NYM","CPX",34,3,8,11,1,1,0,0,0,2,0,3,0,4,0,0,0,0,0,0,0.125,"10323"
"Eloy Jimenez","TBR","CPX",28,8,21,27,2,2,0,0,0,3,1,6,0,3,0,0,0,0,0,0,0.095238095,"17484"
"Ronald Acuna Jr.","ATL","CPX",27,1,3,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.333333333,"18401"
"Seby Zavala","BOS","CPX",31,5,13,16,2,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0.153846153,"18887"
"Chas McCormick","HOU","CPX",30,1,3,4,2,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0.666666666,"19599"
"Daulton Varsho","TOR","CPX",28,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"19918"
"Josh Lowe","TBR","CPX",27,1,3,5,1,0,0,0,1,2,2,2,0,1,0,0,0,0,0,0,0.333333333,"19953"
"Taylor Trammell","HOU","CPX",27,5,15,19,6,3,2,0,1,6,5,3,0,4,0,1,0,0,2,0,0.4,"19960"
"Matthew Batten","ATL","CPX",30,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"20157"
"Jose Devers","ATL","CPX",25,4,7,15,3,2,1,0,0,5,0,8,0,1,0,0,0,0,0,0,0.428571428,"20540"
"Andres Chaparro","WSN","CPX",26,5,15,17,4,2,1,0,1,1,3,2,1,5,0,0,0,0,0,0,0.266666666,"21797"
"Leo Jimenez","TOR","CPX",24,1,1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"23782"
"Richie Palacios","TBR","CPX",28,2,7,8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.142857142,"24589"
"Greg Jones","HOU","CPX",27,4,7,13,3,3,0,0,0,4,2,5,0,2,1,0,0,0,5,0,0.428571428,"25448"
"Cam Eden","NYY","CPX",27,10,33,37,9,5,4,0,0,4,10,3,0,4,0,1,0,0,3,0,0.272727272,"25476"
"Jake Mangum","TBR","CPX",29,1,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333333333,"26202"
