Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Rafael Ortega","NYM","A",34,6,21,27,9,3,5,0,1,8,5,5,0,3,0,1,0,1,2,0,0.428571428,"10323"
"Jesse Winker","NYM","A",31,2,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,"13590"
"Jeff McNeil","NYM","A",33,4,11,14,3,3,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0.272727272,"15362"
"Christian Arroyo","PHI","A",30,5,17,17,3,3,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0.176470588,"16434"
"Jose Siri","NYM","A",29,3,6,8,3,2,1,0,0,2,3,1,0,0,1,0,0,0,0,0,0.5,"17452"
"Weston Wilson","PHI","A",30,4,10,14,1,1,0,0,0,4,0,4,0,3,0,0,0,0,1,0,0.1,"19358"
"Brian Serven","DET","A",30,7,23,27,5,2,3,0,0,3,4,3,0,11,1,0,0,1,0,0,0.217391304,"19422"
"Darick Hall","PIT","A",29,4,13,17,1,0,1,0,0,1,1,4,0,4,0,0,0,1,0,0,0.076923076,"19717"
"Daulton Varsho","TOR","A",28,5,14,14,4,2,0,0,2,3,5,0,0,4,0,0,0,0,0,0,0.285714285,"19918"
"Andres Gimenez","TOR","A",26,4,12,15,2,1,1,0,0,0,3,2,0,1,0,1,0,0,0,0,0.166666666,"19950"
"Bligh Madris","DET","A",29,10,33,38,9,6,0,0,3,5,9,5,0,5,0,0,0,0,0,1,0.272727272,"20054"
"Jared Young","NYM","A",29,4,11,15,4,2,1,0,1,3,2,4,0,0,0,0,0,0,0,0,0.363636363,"20404"
"Matt Vierling","DET","A",28,2,6,8,1,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0.166666666,"21558"
"Akil Baddoo","DET","A",26,7,23,27,6,5,0,0,1,4,4,2,0,5,2,0,0,0,2,0,0.260869565,"22168"
"Wenceel Perez","DET","A",25,2,5,7,1,0,0,0,1,2,3,1,0,1,0,1,0,1,1,0,0.2,"22857"
"Ronny Mauricio","NYM","A",24,5,15,16,2,2,0,0,0,2,1,1,0,5,0,0,0,0,2,0,0.133333333,"23698"
"Leo Jimenez","TOR","A",24,6,24,26,6,4,2,0,0,3,2,2,0,5,0,0,0,0,0,0,0.25,"23782"
"Parker Meadows","DET","A",25,2,5,6,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0.2,"23800"
"Ji Hwan Bae","PIT","A",25,6,17,19,5,4,1,0,0,4,2,2,0,6,0,0,0,0,0,0,0.294117647,"23818"
"Jose Rodriguez","PHI","A",24,11,44,44,12,11,0,1,0,4,2,0,0,7,0,0,0,2,1,1,0.272727272,"24388"
"Cam Eden","NYY","A",27,5,16,18,5,4,0,1,0,2,1,2,0,2,0,0,0,0,1,0,0.3125,"25476"
"Victor Mesa Jr.","MIA","A",23,10,36,39,8,7,1,0,0,1,3,2,0,4,1,0,0,1,0,0,0.222222222,"25999"
"Jase Bowen","PIT","A",24,4,14,16,2,2,0,0,0,2,0,2,0,4,0,0,0,1,0,0,0.142857142,"26047"
"Francisco Alvarez","NYM","A",23,3,10,12,1,1,0,0,0,1,0,2,1,3,0,0,0,2,0,0,0.1,"26121"
"Deyvison De Los Santos","MIA","A",22,2,6,8,2,2,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0.333333333,"27969"
"Tsung-Che Cheng","PIT","A",23,3,8,9,1,1,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0.125,"28344"
"Will Wagner","TOR","A",26,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"29634"
"Nathan Church","STL","A",24,4,13,14,2,1,1,0,0,3,1,1,0,2,0,0,0,0,1,1,0.153846153,"31357"
"Drew Gilbert","NYM","A",24,6,24,27,9,5,2,0,2,4,6,3,0,3,0,0,0,0,0,0,0.375,"31545"
"Brooks Lee","MIN","A",24,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"31595"
"Kevin McGonigle","DET","A",20,6,17,20,4,2,2,0,0,1,0,3,0,1,0,0,0,0,0,0,0.235294117,"33572"
"A.J. Ewing","NYM","A",20,18,65,81,26,18,3,4,1,15,20,15,1,10,0,1,0,2,14,2,0.4,"33656"
"Konnor Griffin","PIT","A",19,50,207,231,70,49,10,2,9,49,36,15,0,53,6,2,1,0,26,4,0.338164251,"35376"
"Matt Lloyd","STL","A",29,5,16,22,4,3,0,0,1,3,4,6,0,3,0,0,0,0,1,0,0.25,"sa1169978"
"Abrahan Gutierrez","PIT","A",25,4,14,15,2,2,0,0,0,2,1,1,0,4,0,0,0,0,0,0,0.142857142,"sa3004263"
