Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Mark Canha","KCR","AA",36,12,0.2,1.25,0.181818181,0.454545454,0.363636363,0.5,0.25,0.36363636,0.18181818,0.45454545,0.14583333,16,32,48,"11445"
"Joc Pederson","TEX","AA",33,7,0.5,2,0.25,0.5,0.25,1,0,0.25,0,0.75,0.10714286,12,16,28,"11899"
"Kevin Pillar","TEX","AA",36,10,0.111111111,1,0.111111111,0.444444444,0.444444444,0.5,0,0.44444444,0.11111111,0.44444444,0.10714286,6,22,28,"12434"
"Isan Diaz","KCR","AA",29,70,0.304347826,0.888888888,0.32,0.32,0.36,0.166666666,0.222222222,0.52,0.34,0.14,0.09328358,116,152,268,"17922"
"Sam Haggerty","TEX","AA",31,4,0,0,0,0,1,0,0,0,1,0,0.16666667,4,8,12,"18054"
"Nick Senzel","LAD","AA",30,14,0.3,6,0.3,0.6,0.1,1,0,0.8,0,0.2,0.11111111,23,40,63,"19293"
"Yordan Alvarez","HOU","AA",28,17,0.583333333,0.666666666,0.583333333,0.166666666,0.25,0,0,0.33333333,0.41666667,0.25,0.05970149,17,50,67,"19556"
"Eguy Rosario","SDP","AA",25,23,0.3,0.666666666,0.166666666,0.333333333,0.5,0,0.333333333,0.5,0.33333333,0.16666667,0.15217391,35,57,92,"19964"
"Lars Nootbaar","STL","AA",27,14,0.4,1,0.4,0.3,0.3,0.333333333,0,0.4,0.2,0.4,0.08928571,21,35,56,"21454"
"Nolan Gorman","STL","AA",25,13,0.25,1.666666666,0.111111111,0.555555555,0.333333333,0.333333333,0.333333333,0.33333333,0.22222222,0.44444444,0.140625,20,44,64,"22263"
"Jake Burger","TEX","AA",29,12,0.2,3,0.2,0.6,0.2,0.5,0,0.5,0.1,0.4,0.09756098,15,26,41,"22275"
"Jordan Groshans","KCR","AA",25,250,0.331550802,1.19117647,0.215789473,0.426315789,0.357894736,0.220588235,0.044117647,0.36315789,0.23684211,0.4,0.08758315,333,569,902,"23794"
"Brandon Valenzuela","SDP","AA",24,374,0.265822784,1.093023255,0.268292682,0.382113821,0.349593495,0.220930232,0.139534883,0.46774194,0.25403226,0.27822581,0.12879299,588,895,1483,"23813"
"Brendan Donovan","STL","AA",28,7,0,0.5,0,0.333333333,0.666666666,0,0,0.33333333,0.33333333,0.33333333,0.06451613,18,13,31,"24679"
"Bryan Lavastida","HOU","AA",26,163,0.296296296,1.758620689,0.279279279,0.459459459,0.261261261,0.24137931,0.172413793,0.46491228,0.21052632,0.3245614,0.10140406,251,390,641,"24765"
"Josh Jung","TEX","AA",27,6,0.4,0.25,0,0.2,0.8,0,0,0.2,0.4,0.4,0,9,12,21,"26299"
"Jordan Walker","STL","AA",23,43,0.166666666,1.1,0.192307692,0.423076923,0.384615384,0.3,0.2,0.57692308,0.19230769,0.23076923,0.19230769,48,108,156,"27475"
"Michael Massey","KCR","AA",27,14,0.1,0.6,0.2,0.3,0.5,0.2,0,0.5,0.3,0.2,0.14583333,12,36,48,"27684"
"Evan Carter","TEX","AA",22,5,0,2,0,1,0,0,0,0.5,0,0.5,0.05263158,10,9,19,"27790"
"Alejandro Osuna","TEX","AA",22,169,0.305785123,1.275,0.235294117,0.428571428,0.336134453,0.225,0.05,0.29032258,0.26612903,0.44354839,0.05987055,219,399,618,"27915"
"Jose Fernandez","ARI","AA",21,511,0.315340909,1.518518518,0.252747252,0.45054945,0.296703296,0.175925925,0.157407407,0.46174863,0.25409836,0.28415301,0.13090712,584,1257,1841,"28020"
"Gabriel Gonzalez","MIN","AA",21,246,0.38547486,1.66,0.269230769,0.456043956,0.274725274,0.18,0.08,0.38797814,0.21857923,0.39344262,0.08411215,324,532,856,"28833"
"Carter Jensen","KCR","AA",21,308,0.368159203,1.041666666,0.275862068,0.369458128,0.354679802,0.208333333,0.083333333,0.36057692,0.31730769,0.32211538,0.10392799,483,739,1222,"29478"
"Jackson Merrill","SDP","AA",22,8,0.5,3,0,0.75,0.25,0,0,0.5,0,0.5,0.27272727,13,20,33,"29490"
"Victor Scott II","STL","AA",24,10,0.142857142,5,0.142857142,0.714285714,0.142857142,0,0,0.42857143,0.14285714,0.42857143,0.08571429,15,20,35,"31349"
"Nathan Church","STL","AA",24,129,0.326923076,1.116279069,0.165137614,0.440366972,0.394495412,0.279069767,0.139534883,0.33333333,0.26126126,0.40540541,0.04719101,161,284,445,"31357"
"Henry Bolte","OAK","AA",21,347,0.382653061,2.291666666,0.197969543,0.558375634,0.243654822,0.166666666,0.145833333,0.44827586,0.2364532,0.31527094,0.15140045,497,824,1321,"31448"
"Zach Cole","HOU","AA",24,355,0.412121212,1.442307692,0.265895953,0.433526011,0.300578034,0.096153846,0.269230769,0.40782123,0.27374302,0.31843575,0.15937941,548,870,1418,"31583"
"Tommy Troy","ARI","AA",23,399,0.328244274,1.261363636,0.254681647,0.415730337,0.329588014,0.147727272,0.136363636,0.3898917,0.24909747,0.36101083,0.10847458,613,862,1475,"33279"
"Wyatt Langford","TEX","AA",23,11,0.166666666,0,0.125,0,0.875,0.142857142,0.285714285,0.5,0.125,0.375,0.04651163,21,22,43,"33333"
"Colt Emerson","SEA","AA",19,161,0.339449541,1.157894736,0.261261261,0.396396396,0.342342342,0.184210526,0.078947368,0.42857143,0.19642857,0.375,0.10289389,215,407,622,"33575"
