Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Teoscar Hernandez","LAD","A",32,3,0.666666666,0.333333333,2,0,0.666666666,0,0.666666666,0,2.64285714,0,-0.021444307640194893,0.8006589964799034,0.40181715347090824,0.5165878534317017,199.54231279008025,"13066"
"Yoan Moncada","LAA","A",30,10,0.4,0.2,2,0,0.5,0,0.5,0,0.14285714,0,-0.05361076910048723,1.6740738469295602,0.3446010368995767,0.39060690999031067,126.20948871865623,"17232"
"Sam Huff","SFG","A",27,20,0.2,0.2,1,0.25,0.4,0.25,0.65,0,0.29910714,0.333333333,-0.08577723056077957,2.694400273423801,0.035454653363833646,0.3492113590240479,99.30542484561772,"22209"
"Christian Moore","LAA","A",22,16,0.3125,0.125,2.5,0.454545454,0.625,0.909090909,1.534090909,0.454545455,4.613762001340477,0.5,0.12494492623955011,6.14436854518365,4.017212049135677,0.6649307198822498,289.3553364874779,"34979"
"Nick Kurtz","OAK","A",22,4,0.25,0,1,0.666666666,0.75,1.666666666,2.416666666,1,2.64285714,0.5,-0.021444307640194893,2.4886062487726983,1.9568171247607051,0.966498613357544,464.8421873427027,"35110"
"Diego Cartaya","SFG","A",23,18,0,0.166666666,0,0.235294117,0.277777777,0.470588235,0.748366012,0.235294118,2.64285714,0.23076923,-0.03216646146029234,2.372941208110435,-0.020109849943534857,0.3455515073405372,97.1288379651362,"sa3008742"
"Gabriel Moncada","SEA","A",23,228,0.074561403,0.298245614,0.25,0.200956937,0.258771929,0.277511961,0.53628389,0.076555024,2.517957715823134,0.288732394,-0.9640129189938307,15.232933913878771,-15.079046154804853,0.2632109789471877,53.58331298377027,"sa3008789"
"Victor Duarte","SDP","A",24,67,0.059701492,0.19402985,0.307692307,0.206349206,0.253731343,0.269841269,0.523572612,0.063492063,3.9502634053386383,0.26,0.060612003318965435,4.167878899888439,-4.73958892731245,0.257380479307317,47.41792915841182,"sa3008904"
"Jose Caguana","SEA","A",23,288,0.100694444,0.236111111,0.426470588,0.23015873,0.3125,0.376984126,0.689484126,0.146825396,4.727797496878761,0.277777777,0.38937756698578596,34.67397178652163,-3.614845142341891,0.3310709771596723,93.9410090303789,"sa3009310"
"Daniel Cope","COL","A",28,8,0,0.125,0,0.5,0.5,0.625,1.125,0.125,0.14285714,0.571428571,-0.03216646146029234,2.239259039890923,1.175680791866936,0.5330778136849403,212.6810179838645,"sa3010157"
"Werner Blakely","LAA","A",23,44,0.159090909,0.363636363,0.4375,0.085714285,0.25,0.114285714,0.364285714,0.028571429,3.3606432765935077,0.15,-0.37801537849009037,1.315314392255313,-4.534365971876614,0.21645822579210455,22.639788616674647,"sa3014502"
"Juan Corniel","ARI","A",22,164,0.109756097,0.25609756,0.428571428,0.230215827,0.31875,0.302158273,0.620908273,0.071942446,5.919018745894681,0.323232323,-2.345887342467904,17.01074065259737,-4.792613431894359,0.30995779260993006,79.26708998120675,"sa3015169"
"Diosfran Cabeza","ARI","A",22,160,0.1125,0.2,0.5625,0.255474452,0.358490566,0.313868613,0.672359179,0.058394161,2.982552656449056,0.326923076,-1.5592113686725497,20.513427880477156,-0.7581370800025802,0.34096566273731255,97.70808954821511,"sa3015517"
"Juan Castillo","COL","A",22,250,0.096,0.216,0.444444444,0.234234234,0.313253012,0.306306306,0.619559318,0.072072072,2.9532264134241304,0.295180722,-0.5891781402751803,25.272456528031192,-7.964363722718394,0.3066218175715016,78.00311495090001,"sa3015541"
"Jose D. Hernandez","LAD","A",22,11,0.09090909,0.181818181,0.5,0.7,0.727272727,1.1,1.827272727,0.4,2.6187438871334514,0.857142857,-0.5351267661899328,5.635768414230045,4.173348323197063,0.8274356343529441,384.409695484386,"sa3015557"
