Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Brandon Drury","LAA","CPX",32,7,20,27,3,1,2,0,0,2,1,7,1,5,0,0,0,0,0,0,0.15,"11615"
"Austin Barnes","SFG","CPX",35,3,6,9,1,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0.166666666,"12158"
"Jeimer Candelario","CIN","CPX",31,2,6,8,3,1,2,0,0,1,3,2,0,1,0,0,0,0,0,0,0.5,"13621"
"Chris Taylor","LAA","CPX",34,2,6,9,4,3,1,0,0,1,2,2,0,2,1,0,0,0,0,0,0.666666666,"13757"
"Harold Castro","KCR","CPX",31,2,5,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,"14691"
"Austin Nola","COL","CPX",35,3,8,9,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.125,"15941"
"Yoan Moncada","LAA","CPX",30,3,9,13,4,3,0,0,1,3,2,4,0,2,0,0,0,1,0,0,0.444444444,"17232"
"Scott Kingery","LAA","CPX",31,5,16,19,7,3,3,1,0,4,1,3,0,4,0,0,0,0,0,0,0.4375,"17975"
"Jake Cronenworth","SDP","CPX",31,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333,"18036"
"Travis Blankenhorn","LAA","CPX",28,6,16,20,2,1,0,0,1,4,4,3,0,3,1,0,0,2,0,0,0.125,"18395"
"Rene Pinto","ARI","CPX",28,2,6,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.166666666,"19859"
"Blake Perkins","MIL","CPX",28,7,18,22,7,7,0,0,0,4,2,4,0,4,0,0,0,0,1,1,0.388888888,"19921"
"Eguy Rosario","SDP","CPX",25,12,45,49,10,8,2,0,0,5,4,4,0,14,0,0,0,1,1,0,0.222222222,"19964"
"Miguel Amaya","CHC","CPX",26,3,5,7,1,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0.2,"21693"
"Jerar Encarnacion","SFG","CPX",27,2,6,7,4,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.666666666,"21871"
"Sam Huff","SFG","CPX",27,4,9,12,3,1,2,0,0,1,2,1,0,4,1,1,0,0,0,0,0.333333333,"22209"
"George Valera","CLE","CPX",24,16,57,63,24,16,4,0,4,10,14,5,0,11,0,1,0,0,0,0,0.421052631,"22541"
"Gustavo Campero","LAA","CPX",27,3,7,11,0,0,0,0,0,1,1,1,0,3,2,1,0,0,0,0,0,"22707"
"Steward Berroa","MIL","CPX",26,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22766"
"David Fry","CLE","CPX",29,3,8,10,0,0,0,0,0,1,0,2,0,3,0,0,0,1,0,0,0,"24934"
"Cade Marlowe","SEA","CPX",28,4,13,16,4,2,2,0,0,2,3,3,0,5,0,0,0,0,1,1,0.307692307,"25505"
"Corbin Carroll","ARI","CPX",24,1,2,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,"25878"
"Tristin English","ARI","CPX",28,3,10,11,3,1,0,0,2,2,2,1,0,2,0,0,0,0,0,0,0.3,"26148"
"Victor Bericoto","SFG","CPX",23,6,23,25,11,4,4,1,2,6,12,1,0,5,0,1,0,0,1,0,0.478260869,"26468"
"Noelvi Marte","CIN","CPX",23,3,10,11,4,3,0,0,1,1,3,1,1,0,0,0,0,2,0,0,0.4,"26517"
"Juan Brito","CLE","CPX",23,7,21,26,4,3,0,0,1,2,2,3,0,8,2,0,0,1,0,1,0.19047619,"26693"
"Justin Foscue","TEX","CPX",26,3,8,9,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"27501"
"Garrett Mitchell","MIL","CPX",26,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"27555"
