Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Eguy Rosario","SDP","A+",25,62,0.214285714,1.166666666,0.103448275,0.48275862,0.413793103,0.25,0.166666666,0.6,0.2,0.2,0.16988417,108,151,259,"19964"
"Brewer Hicklen","DET","A+",29,6,0,0,0.5,0,0.5,1,0,0,0,1,0.28571429,7,14,21,"20450"
"Steward Berroa","MIL","A+",26,29,0.2,0.444444444,0.133333333,0.266666666,0.6,0.555555555,0,0.53333333,0.06666667,0.4,0.09859155,67,75,142,"22766"
"Wenceel Perez","DET","A+",25,5,0.666666666,1,0.333333333,0.333333333,0.333333333,0,0,0.33333333,0.66666667,0,0,3,7,10,"22857"
"Davis Wendzel","CIN","A+",28,14,0.25,1.5,0.375,0.375,0.25,0,0,0.875,0.125,0,0.07246377,30,39,69,"26469"
"Gabriel Gonzalez","MIN","A+",21,156,0.342105263,1.611111111,0.210084033,0.487394957,0.302521008,0.222222222,0.138888888,0.48739496,0.18487395,0.32773109,0.08477842,185,334,519,"28833"
"Kevin McGonigle","DET","A+",20,171,0.391666666,0.807692307,0.253968253,0.333333333,0.412698412,0.115384615,0.134615384,0.42063492,0.30952381,0.26984127,0.07550077,274,375,649,"33572"
"David Garcia","MIL","A+",25,22,0.2,3.5,0.1,0.7,0.2,0.5,0,0.3,0.2,0.5,0.14606742,40,49,89,"sa3003197"
"Justin Connell","MIN","A+",26,80,0.25490196,0.956521739,0.081632653,0.448979591,0.469387755,0.217391304,0.086956521,0.52830189,0.18867925,0.28301887,0.05932203,144,210,354,"sa3004884"
"Reivaj Garcia","CHC","A+",23,133,0.269230769,2.545454545,0.242718446,0.54368932,0.213592233,0.181818181,0,0.33653846,0.24038462,0.42307692,0.09777778,164,286,450,"sa3006900"
"Miguel Pabon","CHC","A+",24,221,0.279069767,0.854545454,0.215384615,0.361538461,0.423076923,0.072727272,0.018181818,0.41221374,0.29007634,0.29770992,0.13476784,336,547,883,"sa3007977"
"Misael Urbina","MIN","A+",23,268,0.288135593,0.984848484,0.255681818,0.369318181,0.375,0.318181818,0.06060606,0.54945055,0.2032967,0.24725275,0.09242871,405,612,1017,"sa3008743"
"Eduardo Garcia","MIL","A+",22,411,0.322314049,0.817307692,0.244,0.34,0.416,0.403846153,0.125,0.48627451,0.23137255,0.28235294,0.13444857,581,1033,1614,"sa3008751"
"Bryan Gonzalez","KCR","A+",23,314,0.336787564,1.763636363,0.208333333,0.505208333,0.286458333,0.363636363,0.054545454,0.43654822,0.23350254,0.32994924,0.18829517,404,775,1179,"sa3008805"
"Dionmy Salon","KCR","A+",23,12,0.375,1,0.25,0.375,0.375,0.333333333,0,0.25,0.25,0.5,0.11538462,20,32,52,"sa3008839"
"Alexander Vargas","CIN","A+",23,69,0.3,1,0.224489795,0.387755102,0.387755102,0.631578947,0,0.4,0.24,0.36,0.10638298,78,157,235,"sa3008851"
"Victor Duarte","SDP","A+",24,65,0.243902439,1.066666666,0.225,0.4,0.375,0.333333333,0,0.41463415,0.34146341,0.24390244,0.13122172,66,155,221,"sa3008904"
"Felix Stevens","CHC","A+",25,22,0.166666666,1.75,0.153846153,0.538461538,0.307692307,0,0.25,0.61538462,0.23076923,0.15384615,0.16,34,41,75,"sa3008946"
"Darlyn Montero","OAK","A+",23,128,0.285714285,2.277777777,0.169014084,0.577464788,0.253521126,0.222222222,0.111111111,0.54166667,0.20833333,0.25,0.16239316,154,314,468,"sa3009324"
