Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Max Stassi","SFG","AAA",34,20,68,84,18,12,5,0,1,8,18,13,0,18,3,0,0,3,1,0,0.264705882,"10059"
"Tucker Barnhart","TEX","AAA",34,31,103,125,22,14,6,0,2,15,13,17,0,24,3,1,1,2,0,1,0.213592233,"10200"
"Jon Singleton","HOU","AAA",33,59,209,248,40,26,8,0,6,23,24,38,0,66,1,0,0,3,1,1,0.191387559,"10441"
"Enrique Hernandez","LAD","AAA",33,5,14,16,5,3,2,0,0,1,3,2,0,3,0,0,0,0,1,0,0.357142857,"10472"
"Gio Urshela","OAK","AAA",33,4,14,16,7,4,2,0,1,6,5,2,0,4,0,0,0,1,0,0,0.5,"10681"
"Yolmer Sanchez","LAA","AAA",33,120,414,492,102,79,16,3,4,61,36,67,0,114,5,2,4,11,9,3,0.246376811,"11602"
"Brandon Drury","LAA","AAA",32,36,133,154,31,21,7,1,2,19,13,18,0,32,3,0,0,7,0,1,0.233082706,"11615"
"Nick Martini","OAK","AAA",35,74,290,360,75,45,19,1,10,70,44,50,2,66,13,7,0,4,0,0,0.258620689,"12005"
"Eddie Rosario","LAD","AAA",33,14,59,69,20,12,6,0,2,11,12,8,2,16,0,2,0,3,3,1,0.33898305,"12155"
"Austin Barnes","SFG","AAA",35,10,33,37,7,7,0,0,0,7,2,4,0,6,0,0,0,2,0,0,0.212121212,"12158"
"Ben Gamel","LAA","AAA",33,32,103,127,29,12,8,1,8,19,15,22,0,29,2,0,0,2,0,1,0.281553398,"12160"
"Michael Perez","ARI","AAA",32,19,66,74,18,12,4,0,2,4,9,6,0,19,2,0,0,0,0,0,0.272727272,"12977"
"Max Muncy","LAD","AAA",34,8,22,25,7,5,1,0,1,4,3,3,0,9,0,0,0,0,0,0,0.318181818,"13301"
"Ildemaro Vargas","ARI","AAA",33,54,216,241,55,39,8,3,5,29,36,21,0,22,3,1,0,8,4,1,0.254629629,"13324"
"Jake Lamb","SFG","AAA",34,45,150,176,36,23,11,0,2,22,20,21,0,44,5,0,0,2,0,0,0.24,"13329"
"Omar Narvaez","HOU","AAA",33,57,189,232,50,39,8,0,3,24,28,37,0,37,4,2,0,5,0,0,0.264550264,"13338"
"Jack Lopez","SEA","AAA",32,108,357,396,83,60,14,0,9,56,52,20,0,111,3,5,11,10,13,0,0.232492997,"13663"
"Chris Taylor","LAA","AAA",34,5,19,20,4,4,0,0,0,3,0,1,0,6,0,0,0,0,0,0,0.210526315,"13757"
"Albert Almora Jr.","ARI","AAA",31,35,145,166,44,31,5,4,4,22,26,18,0,23,0,1,2,3,5,3,0.303448275,"14109"
"Joe Hudson","HOU","AAA",34,21,70,80,8,4,1,0,3,7,10,8,0,36,1,0,1,3,0,0,0.114285714,"14412"
"Tim Locastro","SDP","AAA",32,104,344,414,93,59,21,4,9,69,52,36,1,67,19,4,10,2,32,5,0.270348837,"15124"
"Trey Mancini","ARI","AAA",33,74,299,335,92,60,16,0,16,62,62,25,2,70,8,3,0,8,2,1,0.307692307,"15149"
"Billy McKinney","TEX","AAA",30,65,224,255,60,38,11,2,9,33,39,28,1,58,3,0,0,2,6,2,0.267857142,"15654"
