Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Rafael Ortega","NYM","CPX",34,11,0.25,0,0.5,0,0.5,0,0,0.5,0.25,0.25,0.08333333,25,23,48,"10323"
"Eloy Jimenez","TBR","CPX",28,27,0.111111111,0.7,0.055555555,0.388888888,0.555555555,0.3,0,0.73684211,0.21052632,0.05263158,0.06382979,41,53,94,"17484"
"Ronald Acuna Jr.","ATL","CPX",27,3,0,1,0.666666666,0.333333333,0,0,1,0.33333333,0.33333333,0.33333333,0,4,6,10,"18401"
"Seby Zavala","BOS","CPX",31,16,0.153846153,0,0,0,1,0.153846153,0,0.23076923,0.23076923,0.53846154,0.07142857,23,33,56,"18887"
"Chas McCormick","HOU","CPX",30,4,0.5,0.5,0,0.333333333,0.666666666,0.5,0.5,0.66666667,0.33333333,0,0,7,8,15,"19599"
"Daulton Varsho","TOR","CPX",28,3,0,2,0,0.666666666,0.333333333,1,0,0.66666667,0,0.33333333,0.18181818,3,8,11,"19918"
"Josh Lowe","TBR","CPX",27,5,0,0,0,0,1,0,1,0,0.5,0.5,0,10,9,19,"19953"
"Taylor Trammell","HOU","CPX",27,19,0.454545454,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0.46153846,0.38461538,0.15384615,0.11666667,22,38,60,"19960"
"Matthew Batten","ATL","CPX",30,3,0,1,0,0.5,0.5,0,0,0.5,0,0.5,0.08333333,6,6,12,"20157"
"Jose Devers","ATL","CPX",25,15,0.5,0.666666666,0.166666666,0.333333333,0.5,0.666666666,0,0,0,1,0.04347826,41,28,69,"20540"
"Andres Chaparro","WSN","CPX",26,17,0.333333333,0.6,0.2,0.3,0.5,0.4,0.2,0.6,0,0.4,0.30232558,12,31,43,"21797"
"Leo Jimenez","TOR","CPX",24,2,0.5,1,0,0.5,0.5,0,0,0.5,0.5,0,0,0,2,2,"23782"
"Richie Palacios","TBR","CPX",28,8,0.166666666,0.666666666,0.166666666,0.333333333,0.5,0.333333333,0,0.66666667,0,0.33333333,0.14285714,15,20,35,"24589"
"Greg Jones","HOU","CPX",27,13,0.6,0,0.75,0,0.25,0,0,0.25,0.75,0,0.125,29,27,56,"25448"
"Cam Eden","NYY","CPX",27,37,0.3,1,0.172413793,0.413793103,0.413793103,0.166666666,0,0.56666667,0.23333333,0.2,0.08737864,37,66,103,"25476"
"Jake Mangum","TBR","CPX",29,3,0.333333333,2,0,0.666666666,0.333333333,0,0,0,0.66666667,0.33333333,0,5,5,10,"26202"
"Jonny DeLuca","TBR","CPX",26,14,0.222222222,0.6,0.111111111,0.333333333,0.555555555,0.4,0,0.66666667,0.22222222,0.11111111,0.06382979,19,28,47,"26365"
"Austin Martin","MIN","CPX",26,13,0.222222222,1.25,0,0.555555555,0.444444444,0.25,0,0.44444444,0.33333333,0.22222222,0.07692308,15,24,39,"27462"
"Duke Ellis","NYY","CPX",27,18,0.111111111,0.8,0,0.444444444,0.555555555,0.4,0,0.44444444,0.22222222,0.33333333,0.21153846,20,32,52,"27543"
"Pedro Leon","HOU","CPX",27,12,0.25,0.2,0.142857142,0.142857142,0.714285714,0.2,0.6,0.42857143,0.28571429,0.28571429,0.22857143,7,28,35,"27781"
"Deyvison De Los Santos","MIA","CPX",22,8,0.25,3,0,0.75,0.25,0,0,0.5,0.5,0,0.31818182,7,15,22,"27969"
"Will Wagner","TOR","CPX",26,13,0.363636363,1,0.272727272,0.363636363,0.363636363,0.5,0,0.36363636,0.09090909,0.54545455,0.05555556,20,34,54,"29634"
"Nacho Alvarez Jr.","ATL","CPX",22,5,0,0,0,0,1,0,0,0.33333333,0.66666667,0,0.04545455,10,12,22,"31765"
"Dylan Shockley","ATL","CPX",28,12,0.428571428,1,0.142857142,0.428571428,0.428571428,0.333333333,0,0.42857143,0.28571429,0.28571429,0.10638298,21,26,47,"sa1170874"
"Brennen Davis","NYY","CPX",25,21,0.5,0.75,0,0.428571428,0.571428571,0.125,0.375,0.73333333,0.2,0.06666667,0.07142857,22,48,70,"sa3007876"
"Malcom Nunez","PIT","CPX",24,3,1,2,0.333333333,0.666666666,0,0,0,1,0,0,0,3,3,6,"sa3008113"
"Jose De La Cruz","DET","CPX",23,51,0.357142857,0.571428571,0.185185185,0.296296296,0.518518518,0.285714285,0,0.67857143,0.14285714,0.17857143,0.22527473,57,125,182,"sa3008747"
"Noelberth Romero","BAL","CPX",23,8,0.25,0,0.25,0,0.75,0,0,0.25,0.25,0.5,0.08823529,15,19,34,"sa3008808"
"Alex De Jesus","TOR","CPX",23,18,0.3,1,0.2,0.4,0.4,0,0,0.1,0.5,0.4,0.05555556,31,23,54,"sa3008842"
"Miguel Palma","HOU","CPX",23,26,0.2,1,0.2,0.4,0.4,0.25,0.25,0.54545455,0.36363636,0.09090909,0.15789474,38,57,95,"sa3009279"
"Rafael Escalante","MIN","CPX",23,18,0.375,0,0.222222222,0,0.777777777,0,0.142857142,0.55555556,0.11111111,0.33333333,0.1147541,29,32,61,"sa3009322"
"Jose Colmenares","WSN","CPX",22,12,0.25,1,0.142857142,0.428571428,0.428571428,0.666666666,0,0.14285714,0.14285714,0.71428571,0.06060606,18,15,33,"sa3009817"
"Sammy Siani","PIT","CPX",24,3,0.333333333,1,0.333333333,0.333333333,0.333333333,0,0,1,0,0,0,0,3,3,"sa3010704"
"Jeremy De La Rosa","WSN","CPX",23,6,0.333333333,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.30434783,8,15,23,"sa3011329"
"Emmanuel Rodriguez","MIN","CPX",22,19,0.454545454,0.75,0.363636363,0.272727272,0.363636363,0,0,0.63636364,0.09090909,0.27272727,0.0625,25,39,64,"sa3014693"
"Jack Blomgren","HOU","CPX",26,31,0.285714285,3.333333333,0.133333333,0.666666666,0.2,0.333333333,0.333333333,0.46666667,0.26666667,0.26666667,0.09302326,70,59,129,"sa3014825"
"Yeral Martinez","MIA","CPX",22,96,0.276595744,0.478260869,0.244444444,0.244444444,0.511111111,0.304347826,0.130434782,0.45652174,0.30434783,0.23913043,0.13316583,152,246,398,"sa3015186"
"Junior Tilien","DET","CPX",22,40,0.269230769,1.625,0.222222222,0.481481481,0.296296296,0.125,0.125,0.40740741,0.37037037,0.22222222,0.15384615,60,96,156,"sa3015187"
"Luis Durango","NYY","CPX",22,18,0.181818181,2,0.181818181,0.545454545,0.272727272,1,0,0.27272727,0.45454545,0.27272727,0.2244898,14,35,49,"sa3015232"
"Yiddi Cappe","MIA","CPX",22,11,0.375,1,0.333333333,0.333333333,0.333333333,0.333333333,0.666666666,0.9,0,0.1,0.07142857,17,25,42,"sa3015515"
"Fernando Caldera","HOU","CPX",22,23,0.461538461,1.5,0.23076923,0.461538461,0.307692307,0.25,0,0.46153846,0.30769231,0.23076923,0.22413793,14,44,58,"sa3015547"
"Jose Cordoba","STL","CPX",22,21,0.071428571,2,0.142857142,0.571428571,0.285714285,0,0,0.78571429,0.14285714,0.07142857,0.17647059,21,47,68,"sa3015614"
"Alexis Hernandez","TOR","CPX",22,13,0.272727272,2,0.1,0.6,0.3,0.333333333,0,0.5,0.41666667,0.08333333,0.17857143,5,23,28,"sa3015642"
"Johnfrank Salazar","STL","CPX",21,38,0.16,0.727272727,0.269230769,0.307692307,0.423076923,0.272727272,0.181818181,0.59259259,0.18518519,0.22222222,0.09401709,44,73,117,"sa3015643"
"Newremberg Rondon","DET","CPX",21,96,0.235294117,0.956521739,0.285714285,0.349206349,0.365079365,0.173913043,0,0.36764706,0.23529412,0.39705882,0.17928287,83,168,251,"sa3015653"
"Manuel Palencia","NYY","CPX",22,121,0.362637362,1.333333333,0.275862068,0.413793103,0.310344827,0.111111111,0.037037037,0.43478261,0.22826087,0.33695652,0.11711712,110,223,333,"sa3015659"
"Kelvin Diaz","WSN","CPX",22,26,0.4,3.5,0,0.777777777,0.222222222,0,0,0.5,0.4,0.1,0.19480519,29,48,77,"sa3015670"
"Nomar Fana","DET","CPX",22,125,0.294117647,1.666666666,0.151515151,0.53030303,0.318181818,0.238095238,0.095238095,0.49253731,0.28358209,0.2238806,0.13194444,191,241,432,"sa3015691"
"Rickardo Perez","PHI","CPX",21,69,0.283018867,2,0.150943396,0.566037735,0.283018867,0.4,0,0.35849057,0.16981132,0.47169811,0.13636364,63,135,198,"sa3015701"
"Enmanuel Ramirez","WSN","CPX",21,64,0.318181818,1.916666666,0.204545454,0.522727272,0.272727272,0.5,0.083333333,0.44444444,0.15555556,0.4,0.12571429,69,106,175,"sa3015763"
"Yancel Guerrero","STL","CPX",21,176,0.30927835,1.516129032,0.123595505,0.528089887,0.348314606,0.29032258,0.064516129,0.44680851,0.26595745,0.28723404,0.16698292,206,321,527,"sa3015774"
"Romtres Cabrera","STL","CPX",21,63,0.29032258,0.818181818,0.285714285,0.321428571,0.392857142,0.181818181,0,0.53333333,0.4,0.06666667,0.14285714,93,124,217,"sa3015775"
"Yamal Encarnacion","HOU","CPX",21,31,0.294117647,1.333333333,0.125,0.5,0.375,0,0,0.26666667,0.33333333,0.4,0.13793103,49,67,116,"sa3015781"
"Luis Ariza","TBR","CPX",21,65,0.25,1.416666666,0.09375,0.53125,0.375,0.166666666,0,0.5,0.21875,0.28125,0.1443299,77,117,194,"sa3015791"
"Yeuni Munoz","TOR","CPX",21,15,0.2,1,0.428571428,0.285714285,0.285714285,1,0,0.28571429,0.14285714,0.57142857,0.21052632,9,29,38,"sa3015795"
"Gregory Barrios","TBR","CPX",21,35,0.285714285,1.444444444,0.185185185,0.481481481,0.333333333,0.222222222,0,0.53571429,0.14285714,0.32142857,0.02150538,39,54,93,"sa3015800"
"Samuel Escudero","PIT","CPX",21,73,0.195652173,0.8,0.042553191,0.425531914,0.531914893,0.2,0.04,0.42553191,0.29787234,0.27659574,0.1420765,71,112,183,"sa3015807"
"Willy Montero","NYY","CPX",20,34,0.259259259,1.111111111,0.296296296,0.37037037,0.333333333,0.222222222,0,0.48148148,0.33333333,0.18518519,0.11,36,64,100,"sa3015869"
"Alejandro Loaiza","STL","CPX",21,38,0.347826086,0.888888888,0.260869565,0.347826086,0.391304347,0.222222222,0.111111111,0.5,0.15384615,0.34615385,0.29591837,29,69,98,"sa3016195"
"Diego Viloria","BOS","CPX",22,12,0.222222222,2,0.4,0.4,0.2,0,0,0.33333333,0.16666667,0.5,0.13333333,11,19,30,"sa3016299"
