Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Christian Bethancourt","TOR","AAA",33,214,0.2,0.945454545,0.230215827,0.374100719,0.395683453,0.309090909,0.127272727,0.52083333,0.20138889,0.27777778,0.18251928,233,545,778,"10028"
"Billy Hamilton","CHC","AAA",34,0,0,,,,,,,,,,,,,,"10199"
"Rafael Ortega","NYM","AAA",34,40,0.233333333,0.529411764,0.1875,0.28125,0.53125,0.411764705,0.117647058,0.5625,0.15625,0.28125,0.08441558,48,106,154,"10323"
"Jon Singleton","NYM","AAA",33,224,0.241071428,0.722222222,0.243902439,0.31707317,0.43902439,0.296296296,0.222222222,0.51612903,0.29032258,0.19354839,0.10871905,401,528,929,"10441"
"Carlos Perez","CHC","AAA",34,465,0.290429042,0.700680272,0.233128834,0.31595092,0.450920245,0.31292517,0.183673469,0.59090909,0.21212121,0.1969697,0.08102109,713,1089,1802,"10642"
"Rob Brantly","MIA","AAA",35,45,0.411764705,1.09090909,0.342857142,0.342857142,0.314285714,0,0.09090909,0.34285714,0.31428571,0.34285714,0.13333333,44,106,150,"10655"
"Jurickson Profar","ATL","AAA",32,59,0.309523809,0.571428571,0.25,0.272727272,0.477272727,0.285714285,0.142857142,0.48888889,0.2,0.31111111,0.06167401,88,139,227,"10815"
"Jake Marisnick","ATL","AAA",34,45,0.111111111,1.75,0.185185185,0.518518518,0.296296296,0.375,0.125,0.44827586,0.24137931,0.31034483,0.16875,57,103,160,"11339"
"Yasmani Grandal","BOS","AAA",36,94,0.29032258,1.083333333,0.206349206,0.412698412,0.38095238,0.25,0.083333333,0.59375,0.28125,0.125,0.05744125,158,225,383,"11368"
"Gary Sanchez","BAL","AAA",32,57,0.375,1,0.189189189,0.405405405,0.405405405,0.133333333,0.4,0.60526316,0.28947368,0.10526316,0.10810811,82,140,222,"11442"
"Mark Canha","KCR","AAA",36,33,0.294117647,1,0.222222222,0.388888888,0.388888888,0,0.142857142,0.38888889,0.27777778,0.33333333,0.1221374,56,75,131,"11445"
