Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Brooks Raley","NYM","AA",37,0,0,0,2,0,0,0,0,0,0,2.2,9,1,0,0,0,0,0,1,0,0,4,"10061"
"Derek Law","WSN","AA",34,0,0,10.124987024830519,2,2,0,0,0,0,0,2.2,13,4,3,3,1,1,0,0,0,0,1,"13133"
"Adrian Sampson","WSN","AA",33,0,0,2.314285083693073,2,2,0,0,0,0,0,11.2,44,8,3,3,0,6,0,0,1,0,11,"13339"
"Marcus Stroman","NYY","AA",34,0,1,6.967744079018894,3,3,0,0,0,0,0,10.1,46,13,9,8,0,5,0,0,1,0,9,"13431"
"Zach Eflin","BAL","AA",31,0,1,4.5,1,1,0,0,0,0,0,4,18,5,2,2,1,1,0,0,0,0,2,"13774"
"Paul Sewald","CLE","AA",35,0,0,6,3,1,0,0,0,0,0,3,12,4,2,2,1,0,0,0,0,0,3,"13892"
"Paul Blackburn","NYM","AA",31,0,1,6.230773801637651,1,1,0,0,0,0,0,4.1,18,1,5,3,1,3,0,0,0,0,7,"14739"
"Lucas Giolito","BOS","AA",30,0,1,7.714285714285714,2,2,0,0,0,0,0,7,35,11,6,6,1,3,0,0,0,0,8,"15474"
"Mark Leiter Jr.","NYY","AA",34,0,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,"15551"
"Erick Mejia","WSN","AA",30,0,0,2.3333333333333335,24,0,0,0,0,2,4,27,113,16,12,7,1,21,0,0,1,1,28,"15817"
"Sean Manaea","NYM","AA",33,0,0,6,1,1,0,0,0,0,0,3,16,6,3,2,0,1,0,0,0,0,3,"15873"
"Austin Gomber","COL","AA",31,0,0,2.25,1,1,0,0,0,0,0,4,14,2,1,1,0,0,0,0,0,0,3,"16561"
"Reed Garrett","NYM","AA",32,0,0,0,1,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,2,"16866"
"JT Brubaker","NYY","AA",31,0,0,1.3499993562701433,2,2,0,0,0,0,0,6.2,24,2,2,1,0,3,0,0,0,0,3,"17578"
"Brandon Waddell","NYM","AA",31,0,0,0,1,1,0,0,0,0,0,2.2,8,0,0,0,0,0,0,0,0,0,6,"18347"
"Michael Soroka","WSN","AA",27,0,1,5.142857142857143,2,2,0,0,0,0,0,7,29,6,4,4,2,2,0,0,0,0,7,"18383"
"Scott Effross","NYY","AA",31,1,0,5.400005536085082,3,0,0,0,0,1,1,3.1,17,6,2,2,0,1,0,0,0,0,4,"18384"
"Beau Burrows","PIT","AA",28,1,1,0.43548380398230335,15,0,0,0,5,0,2,20.2,74,7,1,1,0,5,1,2,3,3,21,"18873"
"Shane Bieber","CLE","AA",30,0,0,2.25,1,1,0,0,0,0,0,4,14,3,1,1,1,0,0,1,0,0,7,"19427"
"Wil Crowe","PHI","AA",30,3,3,7,11,9,0,0,0,1,1,36,165,41,30,28,5,15,0,1,1,1,27,"19800"
"Tanner Houck","BOS","AA",29,1,0,0,1,1,0,0,0,0,0,5,19,3,0,0,0,0,0,0,0,0,4,"19879"
"Clarke Schmidt","NYY","AA",29,0,0,0,2,2,0,0,0,0,0,7.1,27,4,0,0,0,1,0,0,0,1,11,"19899"
"Trevor Stephan","CLE","AA",29,0,0,1.9285701148372958,4,0,0,0,0,0,1,4.2,17,4,1,1,0,0,0,0,0,0,4,"19932"
"Tyler Wells","BAL","AA",30,0,0,0,1,1,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,"20000"
"Matt Manning","PHI","AA",27,0,1,10.8,2,2,0,0,0,0,0,5,25,3,6,6,0,7,0,1,2,0,8,"20369"
"Luis Gil","NYY","AA",27,0,0,4.04999806881043,2,2,0,0,0,0,0,6.2,27,4,3,3,2,3,0,0,0,0,13,"21052"
"Tylor Megill","NYM","AA",29,0,0,0,2,2,0,0,0,0,0,5,21,4,0,0,0,1,0,0,2,0,13,"21318"
"Yerry De los Santos","NYY","AA",27,0,0,18,1,0,0,0,0,1,0,1,6,3,2,2,1,0,0,0,0,0,2,"21420"
"Mason Thompson","WSN","AA",27,0,1,9.529406418852851,4,1,0,0,0,0,0,5.2,27,7,6,6,0,4,0,2,0,0,7,"21850"
"Dylan Coleman","BAL","AA",28,1,0,2.25,6,0,0,0,0,0,0,8,35,6,3,2,0,8,0,0,2,0,8,"22276"
"Trevor Rogers","BAL","AA",27,0,0,6,1,1,0,0,0,0,0,3,13,4,2,2,1,1,0,0,0,0,3,"22286"
"Raymond Burgos","SFG","AA",26,0,0,2.8928581281587493,9,0,0,0,1,2,2,9.1,43,11,4,3,0,4,0,0,0,0,11,"22370"
"Johan Oviedo","PIT","AA",27,1,0,2.1600008239749235,2,2,0,0,0,0,0,8.1,32,7,2,2,0,0,0,1,1,1,8,"22487"
"Yovanny Cruz","BOS","AA",25,2,4,3.033708125228721,34,0,0,0,6,3,0,59.1,255,34,24,20,5,44,1,6,5,1,72,"22622"
"Cam Sanders","PIT","AA",28,2,0,1.901408195306456,18,0,0,0,9,1,0,23.2,95,12,7,5,1,13,1,2,1,0,26,"23479"
"Brayan Bello","BOS","AA",26,0,0,8.307698402183535,1,1,0,0,0,0,0,4.1,20,6,4,4,1,1,0,1,0,0,7,"23920"
"Wilkin Ramos","PIT","AA",24,3,2,1.4496642810730103,35,0,0,0,7,0,3,49.2,196,28,10,8,1,19,0,2,1,0,53,"23988"
"Josiah Gray","WSN","AA",27,0,0,0,1,1,0,0,0,0,0,1.2,8,4,0,0,0,0,0,0,0,0,2,"24580"
"Kyle Bradish","BAL","AA",28,0,0,0,1,1,0,0,0,0,0,3.2,12,1,0,0,0,0,0,0,0,0,2,"24586"
"Victor Vodnik","COL","AA",25,0,0,10.799978628200861,2,0,0,0,0,0,1,1.2,8,1,2,2,0,1,0,0,0,0,2,"24614"
"Erik Sabrowski","CLE","AA",27,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,2,"24978"
"Yaramil Hiraldo","BAL","AA",29,0,0,0,2,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,3,"25215"
"Blair Calvo","DET","AA",29,0,1,8,14,0,0,0,1,0,1,18,82,18,16,16,4,8,0,3,3,0,21,"25416"
"Anthony Nunez","BAL","AA",23,1,0,2.0249997586012176,23,0,0,0,4,1,2,26.2,103,12,7,6,0,12,0,2,5,0,38,"25796"
"Chris Murphy","BOS","AA",27,0,0,2.25,3,1,0,0,0,0,1,4,15,4,1,1,0,1,0,0,0,0,2,"26214"
"Orlando Ribalta","WSN","AA",27,0,0,0,2,0,0,0,0,0,0,2,7,0,0,0,0,2,0,0,0,0,1,"26247"
"Alek Manoah","TOR","AA",27,0,0,6,1,1,0,0,0,0,0,3,18,5,2,2,0,3,0,1,0,0,2,"26410"
"Alex Carrillo","NYM","AA",28,2,1,4.189655861304688,15,0,0,0,0,1,0,19.1,82,15,9,9,1,8,0,1,6,0,30,"26463"
"Cade Cavalli","WSN","AA",26,1,0,0,1,1,0,0,0,0,0,5,18,2,0,0,0,1,0,0,0,0,4,"27473"
"Clayton Beeter","NYY","AA",26,0,1,13.5,2,0,0,0,0,0,0,2,10,1,3,3,0,3,0,0,0,0,2,"27494"
"TJ Shook","NYM","AA",27,6,2,2.34,33,0,0,0,7,2,2,50,204,43,18,13,4,12,0,3,3,1,56,"27567"
"Jake Eder","WSN","AA",26,0,0,0,1,1,0,0,0,0,0,2,8,1,0,0,0,0,0,1,0,0,1,"27590"
"Walter Pennington","BAL","AA",27,0,1,2.5961543222857113,14,0,0,0,0,0,2,17.1,75,18,5,5,0,7,0,1,2,0,21,"27624"
"John McMillon","PHI","AA",27,0,3,5.046728252271384,32,0,0,0,1,3,0,35.2,160,27,24,20,7,22,0,2,4,3,42,"27942"
"Andry Lara","WSN","AA",22,0,2,10.800004119874618,2,2,0,0,0,0,0,8.1,42,14,10,10,1,5,0,0,0,0,5,"27967"
"Brandan Bidois","PIT","AA",24,4,0,1.08,14,0,0,0,0,0,3,25,93,10,6,3,0,8,1,0,3,0,26,"28052"
"Wilber Dotel","PIT","AA",22,7,9,4.153846490093726,27,27,0,0,0,0,0,125.2,535,111,62,58,14,43,0,9,5,1,131,"28901"
"Welinton Herrera","COL","AA",21,4,5,3.496403261517121,37,0,0,0,7,3,5,46.1,204,41,22,18,2,19,1,4,3,3,70,"29318"
"Kendry Rojas","TOR","AA",22,0,2,3.857142200275455,4,4,0,0,0,0,0,18.2,75,18,9,8,2,2,0,0,1,1,30,"29423"
