Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Eduarniel Nunez","SDP","AA",26,2,1,3.5735289105907735,18,0,0,0,2,1,2,22.2,93,17,11,9,1,11,0,1,4,0,38,"23162"
"Luis Garcia","HOU","AA",28,0,1,6.749996781350717,2,2,0,0,0,0,0,6.2,32,9,6,5,2,3,0,0,0,0,9,"23735"
"Tanner Andrews","MIN","AA",29,1,3,3.779999279022354,14,0,0,0,2,1,3,16.2,75,21,8,7,0,3,0,1,1,0,18,"24698"
"Shawn Dubin","HOU","AA",29,1,0,9,1,0,0,0,0,1,0,1,6,2,1,1,0,1,0,0,0,0,2,"24977"
"Garrett Hill","SEA","AA",29,1,3,4.0393705640622315,10,10,0,0,0,0,0,42.1,195,32,23,19,1,34,1,5,0,0,37,"25097"
"Peyton Gray","TEX","AA",30,3,0,2.25,7,0,0,0,0,0,3,12,43,5,3,3,0,4,0,0,0,0,21,"25310"
"Matt Waldron","SDP","AA",28,0,0,4.263160034561174,2,2,0,0,0,0,0,6.1,29,8,3,3,1,3,0,1,0,0,6,"25550"
"Bryan Hoeing","SDP","AA",28,1,0,0,2,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,3,"26304"
"Gavin Collyer","TEX","AA",24,4,5,3.97058868078217,37,0,0,0,8,6,7,45.1,208,35,23,20,3,31,0,4,4,0,65,"26349"
"Cody Laweryson","MIN","AA",27,0,3,2.8928566502065913,17,0,0,0,6,0,1,18.2,76,20,9,6,0,4,0,1,1,0,20,"26429"
"Juan Burgos","SEA","AA",25,2,1,0.6428571428571429,21,0,0,0,3,1,2,28,105,10,4,2,1,7,0,0,0,0,29,"27271"
"Nick Davila","SEA","AA",26,1,4,3.5526312223101946,39,0,0,0,4,2,2,50.2,218,47,26,20,2,22,0,1,7,1,40,"27741"
"Beck Way","KCR","AA",25,3,5,4.954129133890013,23,0,0,0,1,2,1,36.1,163,35,21,20,3,16,1,5,8,3,31,"27877"
"Jose Corniell","TEX","AA",22,0,1,0.45,6,6,0,0,0,0,0,20,66,5,2,1,0,1,0,1,0,0,20,"27984"
"Alimber Santa","HOU","AA",22,3,1,1.263157894736842,31,0,0,0,2,1,3,57,226,35,11,8,2,23,0,3,3,1,63,"28846"
"Bradgley Rodriguez","SDP","AA",21,4,0,3.2238810559003825,18,0,0,0,5,1,0,22.1,89,15,9,8,1,5,0,1,1,4,31,"29107"
"Yilber Diaz","ARI","AA",24,0,0,6.428571428571429,13,0,0,0,0,0,1,14,67,16,10,10,0,9,0,1,3,0,16,"29271"
"Jackson Wolf","SDP","AA",26,2,1,3.24,6,5,0,0,0,0,0,25,95,17,9,9,3,3,0,0,0,0,31,"29832"
"Spencer Arrighetti","HOU","AA",25,0,1,2.8421066897074496,2,2,0,0,0,0,0,6.1,26,5,3,2,1,1,0,0,1,0,6,"29921"
"Robby Ahlstrom","TEX","AA",26,0,0,1.173912556725976,6,0,0,0,4,0,1,7.2,29,5,1,1,0,2,0,0,1,0,11,"30167"
"Pierson Ohl","MIN","AA",25,4,1,2.076923076923077,13,2,0,0,1,0,1,39,152,31,10,9,2,4,0,0,1,1,46,"30179"
"Mike Paredes","MIN","AA",24,11,0,2.4308684057370304,37,2,0,0,7,2,2,103.2,420,79,32,28,8,28,0,6,7,0,91,"30187"
"David Morgan","SDP","AA",25,0,0,3.1153834726687677,7,0,0,0,0,1,2,8.2,38,9,3,3,3,1,1,2,0,0,19,"31616"
"Kumar Rocker","TEX","AA",25,0,0,0,1,1,0,0,0,0,0,3,10,2,0,0,0,0,0,0,0,0,3,"31843"
"Connor Prielipp","MIN","AA",24,0,6,3.6486483477083484,19,19,0,0,0,0,0,61.2,270,74,36,25,5,18,0,6,2,0,73,"31857"
"Brycen Mautz","STL","AA",23,8,3,2.9825584041292417,25,25,0,0,0,0,0,114.2,468,94,39,38,13,33,0,5,3,0,134,"31910"
"John Klein","MIN","AA",23,7,5,3.1239673360988314,24,11,0,0,0,1,1,80.2,347,70,42,28,6,24,0,8,4,0,95,"32155"
"Luis Morales","OAK","AA",22,3,1,2.9763783103616444,8,8,0,0,0,0,0,42.1,167,28,15,14,3,15,0,0,5,0,53,"32227"
"Brandyn Garcia","SEA","AA",25,4,4,3.96,24,0,0,0,5,1,1,25,110,20,14,11,3,12,0,3,5,0,33,"33568"
"Kade Morris","OAK","AA",23,2,3,2.787096499821177,9,9,0,0,0,0,0,51.2,208,42,22,16,2,11,0,7,1,1,48,"33787"
"Philip Abner","ARI","AA",23,3,1,4.211009763806511,34,0,0,0,1,3,8,36.1,148,35,24,17,5,7,1,2,0,0,42,"33821"
"Gage Jump","OAK","AA",22,5,6,3.636735146874894,20,19,0,0,0,0,0,81.2,340,69,41,33,6,29,1,3,8,2,86,"35418"
"Tyler Baum","OAK","AA",27,1,1,3.7968755657785485,21,0,0,0,1,1,3,21.1,89,20,9,9,2,7,0,0,4,0,25,"sa1054042"
"David Leal","OAK","AA",28,0,0,1.8409086919028776,13,0,0,0,0,1,3,14.2,63,10,3,3,1,6,0,3,0,0,16,"sa1171029"
"Pedro Santos","OAK","AA",25,2,0,5.275862068965517,32,0,0,0,1,1,2,29,147,26,19,17,1,36,0,1,4,1,33,"sa1171936"
"Gerardo Carrillo","TEX","AA",26,2,3,3.6906478871569615,40,0,0,0,7,1,2,46.1,198,38,22,19,2,19,1,4,4,0,53,"sa3002790"
"Leonardo Taveras","STL","AA",26,3,1,5.472972267644177,15,1,0,0,0,2,2,24.2,119,27,16,15,2,15,0,4,3,0,30,"sa3002934"
"Angel Macuare","MIN","AA",25,2,0,5.8153837621565945,13,0,0,0,0,0,1,21.2,96,24,15,14,4,8,0,2,0,0,17,"sa3003039"
"Robinson Ortiz","LAD","AA",25,3,0,1.6875002514571327,15,0,0,0,1,0,1,21.1,86,11,4,4,0,9,0,3,5,1,30,"sa3004006"
"Dylan File","SEA","AA",29,8,4,4.739361894459903,27,23,0,0,0,1,1,125.1,539,129,67,66,9,35,0,6,2,1,98,"sa3004197"
"Anderson Bido","HOU","AA",26,1,4,5.020100887440505,41,1,0,0,1,2,6,66.1,299,63,46,37,12,36,0,4,3,3,40,"sa3004204"
"Jorge Benitez","LAD","AA",26,2,2,4.304347826086956,37,0,0,0,1,2,3,46,207,29,26,22,2,34,0,13,5,4,41,"sa3004462"
"Brody Rodning","HOU","AA",29,0,2,7.5,20,2,0,0,0,2,2,24,125,40,20,20,3,11,0,1,3,0,26,"sa3004591"
"Osvaldo Berrios","STL","AA",25,4,3,3.7384619772646364,28,4,0,0,4,1,2,43.1,183,35,22,18,6,15,0,1,2,0,48,"sa3004702"
"Steven Jennings","TEX","AA",26,1,0,5.684213379414899,5,0,0,0,0,0,0,6.1,32,7,5,4,2,5,0,0,1,0,6,"sa3004812"
"Marlin Willis","KCR","AA",27,2,1,8.678569950619774,13,0,0,0,0,2,1,18.2,95,21,19,18,2,17,0,2,6,1,20,"sa3005116"
"Gabriel Yanez","MIN","AA",25,1,0,2.2881352233668144,10,0,0,0,0,0,0,19.2,79,21,6,5,0,1,0,0,0,0,14,"sa3005332"
"Gerardo Gutierrez","ARI","AA",26,2,3,5.154544739526265,24,0,0,0,0,2,3,36.2,166,41,23,21,3,16,1,2,4,1,34,"sa3005379"
"Luis Angel Rodriguez","HOU","AA",25,1,3,4.57258120783913,13,6,0,0,0,0,1,41.1,182,38,23,21,2,25,0,3,3,0,24,"sa3005435"
"Jhosmer Alvarez","ARI","AA",24,4,2,4.790323170117184,26,0,0,0,2,1,2,41.1,184,35,28,22,3,28,0,3,5,2,35,"sa3005437"
"Jesus Valdez","ARI","AA",27,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,"sa3005492"
"Cruz Noriega","KCR","AA",27,1,2,8.142857142857142,15,0,0,0,1,1,1,21,94,25,20,19,4,9,0,1,3,1,21,"sa3005702"
"Jose Geraldo","SDP","AA",26,4,2,3.75,38,0,0,0,0,1,3,48,225,45,25,20,4,33,0,6,6,1,50,"sa3006070"
"Michael Martinez","MIN","AA",25,3,2,2.4957979993037376,30,0,0,0,0,0,3,39.2,172,25,13,11,2,26,0,4,3,0,39,"sa3006415"
"Kelvin Bautista","LAD","AA",25,5,2,6.654930292578715,41,0,0,0,1,0,3,47.1,233,51,38,35,5,44,0,7,9,0,42,"sa3006491"
"Jeisson Cabrera","LAD","AA",26,4,1,3.7099232319928546,36,0,0,0,2,1,2,43.2,191,30,19,18,2,32,0,2,2,1,54,"sa3006501"
"Frainyer Chavez","TEX","AA",26,0,0,0,2,0,0,0,0,0,0,2,10,3,1,0,0,0,0,0,0,0,0,"sa3007019"
"Jake Higginbotham","SDP","AA",29,5,3,2.213114477299615,31,0,0,0,0,1,11,40.2,165,31,11,10,1,13,1,0,3,1,55,"sa3007590"
"Manuel Urias","HOU","AA",24,3,8,4.793478260869565,22,16,0,0,0,2,1,92,399,87,55,49,13,38,0,2,2,0,69,"sa3007606"
"Anderson Paulino","KCR","AA",26,1,0,12.960004943849542,6,0,0,0,0,0,0,8.1,46,17,12,12,2,4,0,0,3,0,9,"sa3007991"
"Julio Rodriguez","HOU","AA",25,1,0,0,3,0,0,0,0,0,0,4.1,16,1,0,0,0,2,0,1,1,0,6,"sa3007992"
"Gustavo Rodriguez","OAK","AA",24,0,0,0,7,0,0,0,3,0,0,6.1,26,4,0,0,0,1,0,1,0,0,11,"sa3008438"
"Jerming Rosario","LAD","AA",23,1,7,4.670886075949367,46,6,0,0,1,5,9,79,358,74,49,41,6,51,0,3,8,1,87,"sa3008678"
"Christian Suarez","LAD","AA",24,4,3,3.375,42,0,0,0,2,1,10,64,280,48,28,24,3,49,1,0,7,3,65,"sa3009222"
"Jonatan Bernal","ARI","AA",23,4,3,5.568750531077436,14,8,0,0,1,0,0,53.1,239,64,35,33,8,19,0,2,3,1,38,"sa3009271"
"Railin Perez","HOU","AA",23,0,2,6.6,13,0,0,0,2,0,1,15,77,16,13,11,1,15,0,4,5,0,13,"sa3009622"
"Hancel Rincon","STL","AA",23,3,3,3.612676444542731,9,8,0,0,0,0,0,47.1,198,47,20,19,4,13,0,0,7,0,59,"sa3009629"
"Misael Tamarez","SDP","AA",25,0,0,0.8709680098773618,6,0,0,0,0,0,0,10.1,38,5,1,1,0,2,0,0,0,1,9,"sa3009632"
"Wander Guante","OAK","AA",25,1,1,5.4,10,0,0,0,0,2,1,15,65,11,9,9,2,7,0,2,2,0,13,"sa3009851"
"Stephen Jones","SDP","AA",27,3,3,3.644172120280084,40,0,0,0,1,2,6,54.1,222,54,24,22,6,15,0,3,2,0,49,"sa3009935"
"Nathanael Heredia","STL","AA",24,0,1,3.5357142857142856,25,0,0,0,1,0,3,28,129,18,13,11,3,29,0,3,3,1,29,"sa3009986"
"Florencio Serrano","TEX","AA",25,2,2,5.400000735691716,10,3,0,0,0,0,0,23.1,100,25,17,14,3,5,0,1,1,0,15,"sa3010124"
"Fernando Sanchez","SDP","AA",24,0,1,6.545454545454546,7,0,0,0,0,0,0,11,48,9,9,8,0,6,0,0,1,0,16,"sa3010134"
"Nick Fraze","SEA","AA",27,0,4,7.548387096774194,13,7,0,0,0,0,1,31,147,37,28,26,3,15,0,4,1,0,22,"sa3010250"
"Avery Weems","TEX","AA",28,4,1,6.631578947368421,34,0,0,0,3,1,2,38,174,48,32,28,7,13,0,1,7,2,44,"sa3010256"
"Leon Hunter Jr.","SEA","AA",28,1,0,5.399999356269913,26,0,0,0,1,1,3,26.2,122,28,16,16,2,17,0,1,4,1,34,"sa3010260"
"Chase Chaney","MIN","AA",25,0,0,4.628570167386146,3,2,0,0,0,0,0,11.2,53,16,7,6,1,3,0,0,0,0,5,"sa3010369"
"Yorlin Calderon","OAK","AA",23,6,4,5.370967576704715,45,1,0,0,1,1,4,62,278,58,39,37,11,31,2,7,4,0,49,"sa3010371"
"Ryan Shreve","STL","AA",27,0,1,11.812507040802862,3,0,0,0,0,1,0,5.1,32,11,9,7,1,4,0,0,0,0,2,"sa3010555"
"Ben Anderson","TEX","AA",27,4,5,4.651260802405914,17,15,0,0,0,1,0,79.1,346,86,43,41,7,29,0,2,3,7,54,"sa3010560"
"Natanael Garabitos","KCR","AA",24,3,1,5.85,16,0,0,0,1,1,0,20,101,21,15,13,2,22,2,2,4,1,17,"sa3011099"
"Colin Peluse","OAK","AA",27,4,1,2.6379310344827585,47,0,0,0,0,3,8,58,236,52,20,17,3,12,0,2,2,1,54,"sa3011126"
"Edgar Sanchez","OAK","AA",24,0,0,3.1153851867428535,18,0,0,0,4,0,3,17.1,80,13,8,6,0,10,0,1,5,0,27,"sa3011131"
"Aidan Anderson","TEX","AA",28,1,0,0,5,0,0,0,0,0,0,8,27,5,0,0,0,1,0,0,0,0,8,"sa3011250"
"Jack Ralston","STL","AA",27,3,3,2.7457630669238937,24,0,0,0,3,1,2,39.1,169,32,14,12,4,27,0,0,1,1,50,"sa3011296"
"Taylor Floyd","SEA","AA",27,5,7,4.526011161494511,45,0,0,0,3,5,4,57.2,263,63,38,29,8,19,0,6,2,2,68,"sa3011367"
"Matt Cronin","SEA","AA",27,0,0,1.125,5,0,0,0,0,0,2,8,35,5,2,1,1,5,0,0,0,0,11,"sa3011463"
"James Gonzalez","OAK","AA",24,4,4,4.269230769230769,17,17,0,0,0,0,0,78,340,81,45,37,6,35,0,2,9,1,83,"sa3011609"
"Conor Grammes","ARI","AA",27,0,0,7.892306534355378,21,0,0,0,0,0,0,21.2,127,27,25,19,1,31,0,5,5,0,24,"sa3011651"
"Avery Short","ARI","AA",24,4,6,4.408163265306122,21,21,0,0,0,0,0,98,420,91,50,48,13,35,0,5,3,1,72,"sa3011712"
"Christian Chamberlain","KCR","AA",25,3,3,2.9302325581395348,42,0,0,0,3,1,7,43,196,27,19,14,0,36,0,7,6,3,50,"sa3014486"
"Tekoah Roby","STL","AA",23,4,2,2.4893617021276597,10,10,0,0,0,0,0,47,183,34,14,13,4,11,0,1,3,1,57,"sa3014519"
"Alex Santos II","HOU","AA",23,0,4,4.602273226030656,10,7,0,0,0,1,0,29.1,129,21,17,15,3,23,0,1,1,0,38,"sa3014684"
"Stevie Emanuels","OAK","AA",26,8,1,2.70000025749209,46,0,0,0,0,2,4,53.1,240,44,20,16,0,37,0,2,5,0,67,"sa3014698"
"Tink Hence","STL","AA",22,0,0,4.218748742714899,3,3,0,0,0,0,0,10.2,42,6,5,5,1,6,0,0,2,0,14,"sa3014709"
"Cesar Gomez","ARI","AA",26,2,1,4.25,15,4,0,0,3,1,0,36,147,34,19,17,4,11,1,1,1,0,25,"sa3014799"
"Shohei Tomioka","OAK","AA",29,2,3,3.642857142857143,37,0,0,0,11,1,1,42,176,34,22,17,1,22,0,1,3,0,40,"sa3014808"
"Edwin Nunez","STL","AA",23,3,0,10.536586591277075,22,0,0,0,0,2,0,27.1,143,26,34,32,3,35,0,6,11,2,33,"sa3014813"
"Carter Loewen","SDP","AA",26,0,0,2.3823526070605157,18,0,0,0,0,0,4,22.2,81,10,6,6,2,7,1,1,1,0,20,"sa3014844"
"Cole Percival","MIN","AA",26,2,2,3,14,0,0,0,3,0,0,18,74,15,8,6,1,5,0,0,0,1,19,"sa3014919"
"Jimmy Endersby","ARI","AA",27,4,2,2.271027713522123,6,6,0,0,0,0,0,35.2,151,42,10,9,2,6,0,0,2,0,32,"sa3014921"
"Nick Krauth","TEX","AA",25,2,0,4.5,10,0,0,0,1,0,0,26,123,34,16,13,4,9,0,5,0,0,20,"sa3015006"
"Adam Seminaris","SEA","AA",26,7,7,3.015957569201756,24,22,0,0,0,0,0,125.1,519,116,47,42,2,36,0,4,2,2,105,"sa3015010"
"Nick Raposo","SEA","AA",27,0,0,9,1,0,0,0,0,0,0,1,5,2,1,1,1,0,0,0,0,0,0,"sa3015018"
"Alejandro Hidalgo","MIN","AA",22,0,5,9.553844752114406,7,7,0,0,0,0,0,21.2,107,29,25,23,6,13,0,1,3,0,21,"sa3015151"
"Emiliano Teodo","TEX","AA",24,1,1,5.586205059510244,11,0,0,0,0,0,2,9.2,48,6,7,6,0,12,0,1,1,0,10,"sa3015158"
"Victor Lizarraga","SDP","AA",21,4,10,6.208029542799318,25,23,0,0,0,1,0,91.1,419,97,69,63,10,54,0,3,2,1,87,"sa3015220"
"Aaron Rozek","MIN","AA",29,3,1,3.5316455696202533,19,9,0,0,1,0,1,79,328,80,35,31,9,19,0,4,3,0,79,"sa3015224"
"Jean Walters","ARI","AA",23,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,"sa3015236"
"Josh Stephan","TEX","AA",23,6,7,4.846153846153846,23,21,0,0,0,0,0,104,452,112,60,56,15,28,0,7,9,0,85,"sa3015286"
"Jose Gonzalez","TEX","AA",23,2,2,3.413793103448276,5,5,0,0,0,0,0,29,123,27,13,11,0,6,0,4,0,0,24,"sa3015415"
"Jose Rodriguez","LAD","AA",23,1,0,8.25,8,1,0,0,0,0,1,12,56,14,11,11,1,8,0,0,3,2,20,"sa3015437"
"Roque Gutierrez","LAD","AA",22,2,2,5.5636363636363635,14,11,0,0,0,0,0,55,250,67,38,34,9,23,0,1,2,0,52,"sa3015440"
"Kelvin Ramirez","LAD","AA",24,2,2,4.125,44,0,0,0,0,4,6,48,223,33,25,22,1,45,0,3,3,1,55,"sa3015492"
"Miguel Mendez","SDP","AA",22,0,4,8.059702639750956,6,6,0,0,0,0,0,22.1,107,22,22,20,4,17,0,4,1,0,30,"sa3015506"
"Winston Santos","TEX","AA",23,0,0,7.902437186255761,5,5,0,0,0,0,0,13.2,63,19,12,12,0,5,0,0,1,0,22,"sa3015952"
"Mauricio Veliz","KCR","AA",22,0,1,2.454546518562715,5,0,0,0,1,0,0,7.1,31,3,2,2,1,6,0,1,0,0,4,"sa3015959"
"John Stankiewicz","MIN","AA",26,3,5,4.8413798198178855,39,0,0,0,4,3,8,48.1,210,43,29,26,4,26,2,0,5,1,43,"sa3016001"
"Randel Clemente","STL","AA",23,0,0,6.428571428571429,12,0,0,0,0,1,1,14,69,8,10,10,1,18,0,2,4,0,19,"sa3016003"
"Luis Gutierrez","SDP","AA",21,1,0,0,1,1,0,0,0,0,0,5,18,2,0,0,0,2,0,0,0,0,4,"sa3016469"
"Bryan Magdaleno","TEX","AA",24,2,0,6.308410315339231,36,0,0,0,2,2,4,35.2,186,32,31,25,0,44,0,6,15,2,45,"sa3016478"
"Henry Baez","OAK","AA",22,5,3,2.3944957061464844,23,23,0,0,0,0,0,109,436,79,35,29,3,35,0,9,7,1,100,"sa3016584"
"Leandro Lopez","TEX","AA",23,1,0,2.7757005387492617,9,8,0,0,0,0,0,35.2,142,25,11,11,3,15,0,0,1,0,43,"sa3016748"
"Oscar Rayo","KCR","AA",23,2,4,3.695817919343772,35,3,0,0,1,3,4,87.2,364,77,37,36,7,35,1,5,2,1,67,"sa3016749"
"Andrew Moore","SDP","AA",25,3,3,4.954129133890013,31,0,0,0,1,1,2,36.1,172,27,20,20,2,33,0,4,6,1,54,"sa3016795"
"Jimmy Kingsbury","SEA","AA",26,5,3,2.9292457046862483,44,2,0,0,10,1,5,70.2,285,51,33,23,4,18,0,6,0,0,60,"sa3016838"
"Peyton Alford","SEA","AA",27,4,3,4.178571428571429,43,0,0,0,1,2,3,56,237,44,31,26,6,26,0,2,5,2,67,"sa3016843"
"Jimmy Joyce","SEA","AA",26,2,0,0,6,0,0,0,0,0,1,9.1,34,3,0,0,0,4,0,0,1,0,7,"sa3016914"
"Andrew Marrero","STL","AA",25,5,0,5.19230693049696,24,0,0,0,1,0,4,34.2,169,37,21,20,5,32,0,2,7,0,47,"sa3016941"
"Ben Ramirez","SEA","AA",26,0,0,0,1,0,0,0,0,0,0,0.1,2,0,0,0,0,1,0,0,0,0,0,"sa3016950"
"Kevin Kopps","SDP","AA",28,1,1,4.207791686641187,20,0,0,0,1,1,3,25.2,112,23,13,12,2,13,0,4,1,0,20,"sa3017005"
"Wes Clarke","HOU","AA",25,0,0,0,1,0,0,0,0,0,0,1,6,2,1,0,0,0,0,0,0,0,0,"sa3017045"
"Walker Brockhouse","HOU","AA",26,1,0,3.37500201165796,4,0,0,0,0,0,1,5.1,21,2,2,2,0,4,0,0,1,0,5,"sa3017105"
"Ryan Och","SDP","AA",26,1,3,3.457316751497152,45,0,0,0,2,1,7,54.2,229,43,26,21,2,29,0,2,6,0,55,"sa3017146"
"Amilcar Chirinos","HOU","AA",23,0,0,4.295455010961946,27,0,0,0,1,0,1,29.1,129,28,18,14,3,18,0,1,7,0,27,"sa3017149"
"Jason Ruffcorn","SEA","AA",26,7,1,3.015228893489763,47,0,0,0,1,2,6,65.2,279,55,26,22,4,29,0,2,5,0,70,"sa3017193"
"Zach Barnes","ARI","AA",26,2,0,2.5714285714285716,16,0,0,0,1,0,2,14,61,7,4,4,1,13,0,2,1,0,10,"sa3017203"
"Ethan Routzahn","SDP","AA",27,1,4,5.1923076923076925,24,0,0,0,4,3,1,26,113,22,19,15,4,11,2,1,1,0,21,"sa3017206"
"Rowdey Jordan","HOU","AA",26,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,"sa3017214"
"Caden Monke","KCR","AA",25,3,7,7.411764705882353,43,0,0,0,3,4,4,51,256,57,45,42,6,46,1,4,6,0,60,"sa3017305"
"William Fleming","SEA","AA",26,0,0,2.0769246005458837,3,0,0,0,0,0,1,4.1,20,4,1,1,0,3,0,0,1,0,4,"sa3017314"
"Patrick Halligan","HOU","AA",25,2,3,3.483870624776471,35,0,0,0,1,1,0,51.2,222,48,24,20,6,21,0,4,8,0,62,"sa3017319"
"Garrett Hawkins","SDP","AA",25,1,0,1.6875,13,0,0,0,2,0,1,16,66,11,3,3,0,10,1,0,1,0,20,"sa3017383"
"Antonio Knowles","LAD","AA",25,6,1,3.0451131313138267,36,0,0,0,11,2,2,44.1,179,31,17,15,3,14,2,2,3,0,51,"sa3017387"
"Manuel Castro","SDP","AA",23,3,2,4.387499476969304,23,0,0,0,10,1,1,26.2,112,20,16,13,2,13,0,2,1,0,43,"sa3017493"
"Michael Hobbs","SEA","AA",25,1,2,2.4705882352941178,45,0,0,0,4,0,7,51,229,40,17,14,2,40,0,5,5,0,60,"sa3017498"
"Trent Baker","MIN","AA",26,2,2,2.860927441419128,11,11,0,0,0,0,0,50.1,205,40,19,16,2,12,0,3,1,4,51,"sa3017504"
"Larson Kindreich","TEX","AA",26,5,4,4.558442010105877,35,0,0,0,2,3,3,51.1,223,52,26,26,8,22,1,1,4,0,61,"sa3017505"
"Zane Mills","STL","AA",24,5,5,4.909091395498637,29,1,0,0,1,1,6,51.1,222,48,32,28,5,21,0,3,7,1,54,"sa3017535"
"Nic Swanson","HOU","AA",25,2,6,5.60655737704918,16,12,0,0,0,0,0,61,275,64,41,38,9,31,0,3,5,1,57,"sa3017551"
"Luke Albright","ARI","AA",25,2,1,3.71559685041751,18,0,0,0,0,1,1,36.1,156,27,15,15,5,22,0,2,9,1,41,"sa3017592"
"Ricardo Velez","STL","AA",26,5,1,1.9943180089154668,30,1,0,0,2,3,3,58.2,243,41,18,13,3,26,0,6,1,0,53,"sa3017602"
"Austin Love","STL","AA",26,6,1,2.4107142857142856,41,0,0,0,2,3,5,56,231,33,16,15,3,26,0,4,5,0,63,"sa3017609"
"Logan Cerny","HOU","AA",25,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,"sa3017661"
"Mitch Bratt","TEX","AA",21,7,4,3.3841963787554925,24,23,0,0,0,0,0,122.1,505,122,49,46,18,21,0,4,0,0,148,"sa3017719"
"Colton Johnson","OAK","AA",26,2,2,2.979310658349468,50,0,0,0,0,1,10,48.1,219,49,19,16,3,27,2,4,3,1,33,"sa3017750"
"Ronan Kopp","LAD","AA",22,1,3,2.53125,28,0,0,0,1,5,2,32,138,23,11,9,0,22,0,1,4,1,50,"sa3017751"
"Michael Morales","SEA","AA",22,4,7,4.603279149117807,22,22,0,0,0,0,0,101.2,435,105,57,52,5,37,0,7,8,1,70,"sa3017783"
"Peter Heubeck","LAD","AA",22,2,5,4.341708875624221,16,16,0,0,0,0,0,66.1,278,47,35,32,6,34,0,4,1,0,77,"sa3017936"
"Jaylen Nowlin","MIN","AA",24,5,0,4.955695723937242,39,0,0,0,1,3,6,52.2,236,41,30,29,5,40,0,4,20,0,59,"sa3017978"
