Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Welinton Herrera","COL","A+",21,18.1,0.24242424,1.7,0.181818181,0.515151515,0.303030303,0.1,0,0.39393939,0.27272727,0.33333333,0.17666667,104,196,300,"29318"
"McCade Brown","COL","A+",24,33.2,0.27941176,1.148148148,0.171428571,0.442857142,0.385714285,0.259259259,0.074074074,0.37142857,0.22857143,0.4,0.14950166,226,376,602,"30004"
"Victor Mederos","LAA","A+",24,15.1,0.35555556,1.333333333,0.239130434,0.434782608,0.326086956,0.2,0.066666666,0.36956522,0.2826087,0.34782609,0.12955466,80,167,247,"31533"
"Philip Abner","ARI","A+",23,14,0.27272727,1.25,0.15625,0.46875,0.375,0.5,0,0.48484848,0.15151515,0.36363636,0.16826923,69,139,208,"33821"
"Ryan Johnson","LAA","A+",22,57.1,0.26950355,1.622222222,0.174825174,0.51048951,0.314685314,0.2,0.066666666,0.40972222,0.27083333,0.31944444,0.15586035,251,551,802,"35325"
"Trey Yesavage","TOR","A+",21,17.1,0.13043478,1.857142857,0.2,0.52,0.28,0.285714285,0.285714285,0.56,0.2,0.24,0.20538721,113,184,297,"35456"
"Sadrac Franco","SFG","A+",25,20.2,0.24489796,1.222222222,0.2,0.44,0.36,0.166666666,0.055555555,0.38,0.32,0.3,0.11377246,141,193,334,"sa3005073"
"Felix Ramires","COL","A+",25,15,0.3255814,1.066666666,0.279069767,0.372093023,0.348837209,0.533333333,0.066666666,0.34883721,0.18604651,0.46511628,0.11462451,89,164,253,"sa3005828"
"Alan Perdomo","COL","A+",23,50,0.28846154,1.192982456,0.233128834,0.417177914,0.349693251,0.228070175,0.192982456,0.41566265,0.29518072,0.28915663,0.09839817,327,547,874,"sa3006399"
"Teofilo Mendez","ARI","A+",23,3.2,0.35714286,0.8,0.25,0.333333333,0.416666666,0.2,0,0.35714286,0.21428571,0.42857143,0.11111111,21,42,63,"sa3008795"
"Milkar Perez","SEA","A+",23,4.2,0.45454545,0.8,0.25,0.333333333,0.416666666,0.3,0.2,0.33333333,0.33333333,0.33333333,0.02702703,25,49,74,"sa3008883"
"Francis Rivera","COL","A+",24,39,0.27358491,1.315789473,0.19266055,0.458715596,0.348623853,0.157894736,0.184210526,0.40707965,0.20353982,0.38938053,0.13061798,269,443,712,"sa3009217"
"Edinson Batista","TOR","A+",23,57.2,0.3255814,1.56862745,0.229411764,0.470588235,0.3,0.156862745,0.058823529,0.49132948,0.21965318,0.28901734,0.08679594,445,638,1083,"sa3009266"
"Julio Ortiz","TOR","A+",24,39.2,0.37804878,1.375,0.296296296,0.407407407,0.296296296,0.333333333,0.125,0.44705882,0.15294118,0.4,0.15911731,376,485,861,"sa3009615"
"Edgar Isea","ARI","A+",22,42,0.27722772,1.205128205,0.148514851,0.465346534,0.386138613,0.128205128,0.025641025,0.38235294,0.26470588,0.35294118,0.11829135,409,504,913,"sa3009936"
