Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Chris Martin","TEX","AA",39,1,0,1,0,0.5,0.5,0,0,0.5,0.5,0,0,1,8,9,"11847"
"Aaron Brooks","OAK","AA",35,11,0.42857143,1.5,0.264705882,0.44117647,0.294117647,0.2,0,0.29411765,0.35294118,0.35294118,0.13612565,72,119,191,"12272"
"Danny Coulombe","TEX","AA",35,2,0.33333333,4,0.166666666,0.666666666,0.166666666,0,0,0.83333333,0,0.16666667,0.14814815,10,17,27,"13293"
"Lance McCullers Jr.","HOU","AA",31,6.2,0.35294118,0.555555555,0.176470588,0.294117647,0.529411764,0.111111111,0.111111111,0.44444444,0.22222222,0.33333333,0.12396694,48,73,121,"14120"
"J.B. Wendelken","SDP","AA",32,17,0.38636364,3.5,0.2,0.622222222,0.177777777,0,0.125,0.53333333,0.17777778,0.28888889,0.09933775,112,190,302,"14506"
"Michael Lorenzen","KCR","AA",33,8.2,0.39130435,1.5,0.2,0.48,0.32,0,0.25,0.44,0.44,0.12,0.08609272,59,92,151,"14843"
"Hunter Harvey","KCR","AA",30,2,0.5,2,0.25,0.5,0.25,0,0,0.5,0.5,0,0.17391304,5,18,23,"15507"
"Cristian Javier","HOU","AA",28,3,0.25,1.666666666,0,0.625,0.375,0.666666666,0,0.625,0.125,0.25,0.17391304,17,29,46,"17606"
"Josh Sborz","TEX","AA",31,2.2,0.16666667,1.5,0.166666666,0.5,0.333333333,0.5,0,0.33333333,0.16666667,0.5,0.10416667,21,27,48,"18323"
"Ryan Hendrix","KCR","AA",30,4,0.4,0.666666666,0.166666666,0.333333333,0.5,0,0.333333333,0.33333333,0.33333333,0.33333333,0.23529412,29,39,68,"19535"
"Kyle Wright","KCR","AA",29,10,0.25806452,1.272727272,0.193548387,0.451612903,0.354838709,0.181818181,0.09090909,0.46875,0.21875,0.3125,0.06097561,61,103,164,"19665"
"CD Pelham","OAK","AA",30,39.1,0.33333333,1.162162162,0.2,0.43,0.37,0.216216216,0.081081081,0.41584158,0.25742574,0.32673267,0.14263804,230,422,652,"19820"
"Nick Raquet","STL","AA",29,35,0.30526316,1.242424242,0.168539325,0.460674157,0.370786516,0.181818181,0,0.38297872,0.30851064,0.30851064,0.13827655,154,345,499,"20333"
"Clayton Kershaw","LAD","AA",37,3,0.4,2.5,0.222222222,0.555555555,0.222222222,1,0,0.7,0.1,0.2,0.11666667,27,33,60,"2036"
"Jose Espada","SDP","AA",28,22.1,0.275,0.5,0.23076923,0.256410256,0.512820512,0.5,0.05,0.48780488,0.24390244,0.26829268,0.2183908,113,235,348,"21131"
"J.P. France","HOU","AA",30,2,0.625,1.5,0.375,0.375,0.25,0,0,0.25,0.375,0.375,0.0625,18,30,48,"21212"
"Daniel Lynch IV","KCR","AA",28,0.2,0.5,0,1,0,0,0,0,1,0,0,0.09090909,9,13,22,"21537"
"Cole Ragans","KCR","AA",27,3.2,0.6,6,0.363636363,0.545454545,0.09090909,0,1,0.45454545,0.18181818,0.36363636,0.19354839,19,43,62,"21846"
"John King","STL","AA",30,1,0,1,0,0.5,0.5,0,1,0,1,0,0.25,4,12,16,"22051"
"Jonathan Heasley","KCR","AA",28,12.2,0.2972973,1,0.2,0.4,0.4,0.0625,0.1875,0.4,0.25,0.35,0.07738095,51,117,168,"22224"
"Luis Patino","SDP","AA",25,18.1,0.28,0.727272727,0.24,0.32,0.44,0.227272727,0.045454545,0.39215686,0.25490196,0.35294118,0.11604096,108,185,293,"22815"
