Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Welinton Herrera","COL","A+",21,1,0,0.4909091760304496,15,0,0,0,10,1,0,18.1,68,8,1,1,0,6,0,0,0,1,29,"29318"
"McCade Brown","COL","A+",24,0,0,1.6039601537179242,9,9,0,0,0,0,0,33.2,136,21,9,6,2,15,0,3,1,0,48,"30004"
"Victor Mederos","LAA","A+",24,0,2,3.521739860563664,3,3,0,0,0,0,0,15.1,66,17,6,6,1,3,0,3,1,0,14,"31533"
"Philip Abner","ARI","A+",23,0,1,1.9285714285714286,11,0,0,0,5,1,2,14,56,9,3,3,0,6,1,0,0,0,17,"33821"
"Ryan Johnson","LAA","A+",22,4,3,1.8837210973447842,12,12,1,1,0,0,0,57.1,219,41,13,12,3,10,0,0,0,0,65,"35325"
"Trey Yesavage","TOR","A+",21,1,0,1.5576925933714267,4,4,0,0,0,0,0,17.1,69,5,3,3,2,11,0,0,1,0,33,"35456"
"Sadrac Franco","SFG","A+",25,0,0,1.7419352159292134,14,0,0,0,0,0,1,20.2,79,13,4,4,1,9,0,0,1,0,20,"sa3005073"
"Felix Ramires","COL","A+",25,0,0,5.4,14,0,0,0,0,0,0,15,65,15,9,9,1,5,1,0,1,1,16,"sa3005828"
"Alan Perdomo","COL","A+",23,3,2,6.48,44,0,0,0,0,6,3,50,231,56,38,36,11,28,4,5,4,1,31,"sa3006399"
"Teofilo Mendez","ARI","A+",23,0,1,9.818172667645873,3,0,0,0,0,1,1,3.2,18,5,4,4,0,2,0,0,0,0,2,"sa3008795"
"Milkar Perez","SEA","A+",23,0,0,11.571420689023775,4,0,0,0,0,0,0,4.2,25,12,6,6,2,0,0,0,0,0,1,"sa3008883"
"Francis Rivera","COL","A+",24,3,2,5.3076923076923075,35,0,0,0,1,4,4,39,172,36,27,23,7,16,0,5,6,2,38,"sa3009217"
"Edinson Batista","TOR","A+",23,6,6,5.150288563079961,27,8,0,0,0,2,0,57.2,272,59,37,33,3,36,0,9,9,0,52,"sa3009266"
"Julio Ortiz","TOR","A+",24,3,1,7.714284725120644,28,0,0,0,0,1,3,39.2,204,34,37,34,3,47,0,3,9,3,69,"sa3009615"
"Edgar Isea","ARI","A+",22,0,1,3.857142857142857,45,0,0,0,6,0,3,42,205,29,21,18,1,47,0,7,7,2,49,"sa3009936"
"Sam Ryan","LAA","A+",26,2,2,3.3370782941027124,19,0,0,0,2,0,5,29.2,134,37,11,11,2,12,0,1,4,0,35,"sa3010627"
"Denny Larrondo","ARI","A+",23,3,4,7.584268850233437,9,6,0,0,0,1,0,29.2,147,36,29,25,5,20,0,5,3,0,35,"sa3010654"
"Natanael Garabitos","SEA","A+",24,1,1,9.8780464828197,15,0,0,0,2,1,2,13.2,72,17,16,15,2,12,0,4,3,0,12,"sa3011099"
