Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Kyle Gibson","BAL","A+",37,5,0,1.25,0.181818181,0.454545454,0.363636363,0,0.25,0.41666667,0.16666667,0.41666667,0.15384615,27,51,78,"10123"
"Andrew Kittredge","BAL","A+",35,1,0.66666667,2,0,0.666666666,0.333333333,0,0,0.66666667,0.33333333,0,0.42857143,3,11,14,"12828"
"Zach Eflin","BAL","A+",31,4,0.22222222,7,0,0.875,0.125,1,0,0.44444444,0.33333333,0.22222222,0.10344828,23,35,58,"13774"
"Frankie Montas","NYM","A+",32,4.1,0.30769231,4,0.23076923,0.615384615,0.153846153,0,0,0.61538462,0.23076923,0.15384615,0.06976744,38,48,86,"14309"
"Paul Blackburn","NYM","A+",31,5,0.4,0.833333333,0.083333333,0.416666666,0.5,0.166666666,0.333333333,0.58333333,0.25,0.16666667,0.13924051,26,53,79,"14739"
"Sean Manaea","NYM","A+",33,6.2,0.43478261,1.25,0.217391304,0.434782608,0.347826086,0.125,0.125,0.41666667,0.25,0.33333333,0.16666667,45,93,138,"15873"
"JT Brubaker","NYY","A+",31,3,0.16666667,4,0.166666666,0.666666666,0.166666666,0,0,0.33333333,0,0.66666667,0.13513514,14,23,37,"17578"
"Beau Burrows","PIT","A+",28,4.1,0.2,0.142857142,0.111111111,0.111111111,0.777777777,0.571428571,0,0.1,0.2,0.7,0.17910448,21,46,67,"18873"
"Jesse Scholtens","CHW","A+",31,7,0.39130435,0.909090909,0.086956521,0.434782608,0.478260869,0.272727272,0,0.34782609,0.30434783,0.34782609,0.04273504,45,72,117,"19205"
"Jose Suarez","ATL","A+",27,2.2,0.2,1,0.2,0.4,0.4,1,0,0.4,0,0.6,0.15909091,14,30,44,"19911"
"Zack Kelly","BOS","A+",30,2,0,1,0,0.5,0.5,1,0,0.5,0.25,0.25,0.10714286,9,19,28,"20349"
"Jovani Moran","BOS","A+",28,4.2,0.57142857,0.333333333,0.428571428,0.142857142,0.428571428,0.333333333,0,0.57142857,0.14285714,0.28571429,0.21428571,38,60,98,"20422"
"Jake Cousins","NYY","A+",30,2.1,0.57142857,6,0,1,0,0,0,0.71428571,0.28571429,0,0.07317073,14,27,41,"21620"
"Josiah Gray","WSN","A+",27,1.1,0,0,0.333333333,0,0.666666666,0.5,0,0.66666667,0,0.33333333,0.20588235,16,18,34,"24580"
"Kyle Bradish","BAL","A+",28,2,0.4,3,0.25,0.75,0,0,0,0.4,0,0.6,0.18918919,15,22,37,"24586"
"Andrew Wantz","TBR","A+",29,6,0.28571429,0.666666666,0.285714285,0.285714285,0.428571428,0.166666666,0,0.5,0.14285714,0.35714286,0.17647059,27,58,85,"24933"
"Jayvien Sandridge","NYY","A+",26,2.1,0.33333333,1,0,0.5,0.5,0.25,0,0.44444444,0.33333333,0.22222222,0.25,6,30,36,"25158"
"Yaramil Hiraldo","BAL","A+",29,6,0.26666667,0.5,0.4,0.2,0.4,0.333333333,0,0.5,0,0.5,0.12,23,52,75,"25215"
"Levi Stoudt","BAL","A+",27,4.2,0.18181818,2,0,0.666666666,0.333333333,0,0.25,0.66666667,0.16666667,0.16666667,0.11764706,18,33,51,"25650"
"Anthony Nunez","NYM","A+",23,14.1,0.13043478,0.9,0.136363636,0.409090909,0.454545454,0.2,0,0.36363636,0.36363636,0.27272727,0.20689655,78,125,203,"25796"
"Amos Willingham","ATL","A+",26,3,0.33333333,1,0,0.5,0.5,0,0,0.5,0.33333333,0.16666667,0.23913043,13,33,46,"26128"
