Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Mason Thompson","WSN","CPX",27,0,0,0,1,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,2,"21850"
"Johan Oviedo","PIT","CPX",27,0,1,26.99986401268786,1,1,0,0,0,0,0,0.2,6,3,2,2,0,0,0,1,0,0,1,"22487"
"Jose Butto","NYM","CPX",27,0,0,0,1,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,"23313"
"Luis Garcia","HOU","CPX",28,0,0,2.25,2,2,0,0,0,0,0,4,14,3,1,1,1,0,0,0,0,0,7,"23735"
"Adam Kloffenstein","TOR","CPX",24,0,1,0,1,1,0,0,0,0,0,4.2,18,5,1,0,0,1,0,0,1,0,8,"24493"
"Joey Gerber","TBR","CPX",28,0,0,0,1,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,1,"24591"
"Zach Penrod","BOS","CPX",28,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,2,"25368"
"Blair Calvo","DET","CPX",29,0,0,0,2,2,0,0,0,0,0,2.2,11,2,0,0,0,2,0,0,0,0,3,"25416"
"Paxton Schultz","TOR","CPX",27,0,0,0,1,1,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,5,"25501"
"Adam Macko","TOR","CPX",24,0,1,3.6346160511999956,5,4,0,0,0,0,0,17.1,70,14,7,7,0,3,0,2,1,1,26,"25590"
"Kevin Kelly","TBR","CPX",27,0,0,9,1,1,0,0,0,0,0,1,5,1,1,1,0,0,0,1,0,0,3,"25679"
"Easton Lucas","TOR","CPX",28,0,0,1.68750100582898,2,0,0,0,0,0,0,5.1,18,1,1,1,0,1,0,1,0,0,6,"26058"
"Amos Willingham","ATL","CPX",26,0,0,6.749991349887012,2,0,0,0,0,0,0,2.2,11,2,2,2,1,1,0,0,0,0,4,"26128"
"Alek Manoah","TOR","CPX",27,0,0,81.00080869409182,1,1,0,0,0,0,0,0.1,5,1,4,3,0,2,0,1,1,0,1,"26410"
"Kendry Rojas","TOR","CPX",22,0,0,3.6,2,2,0,0,0,0,0,5,21,5,2,2,0,2,0,0,1,0,8,"29423"
"Hayden Juenger","TOR","CPX",24,1,0,0,1,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,2,"29640"
"Tyler Samaniego","PIT","CPX",26,0,1,3.85714850621175,2,1,0,0,0,1,0,2.1,11,2,3,1,1,1,0,0,0,0,5,"30081"
"Carter Baumler","BAL","CPX",23,0,0,3.374995674943506,2,0,0,0,0,0,0,2.2,13,3,1,1,0,3,0,0,0,0,2,"30231"
"Shinnosuke Ogasawara","WSN","CPX",27,0,0,0,1,1,0,0,0,0,0,2,7,1,0,0,0,0,0,1,0,0,2,"35324"
"Luis Quinones","TOR","CPX",27,0,0,8.100008304127623,3,2,0,0,0,0,0,3.1,14,3,3,3,1,2,0,0,0,0,6,"sa1170867"
"Brody Rodning","HOU","CPX",29,0,0,13.500033393584838,2,0,0,0,0,0,0,1.1,7,2,2,2,0,2,0,0,0,0,0,"sa3004591"
"Jakob Hernandez","BAL","CPX",29,1,0,0,1,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,2,"sa3004823"
"Freddy Pacheco","DET","CPX",27,0,1,6.230773801637651,2,2,0,0,0,0,0,4.1,17,2,3,3,1,2,0,0,0,2,3,"sa3006164"
"Michael Flynn","TBR","CPX",28,0,1,1.588234403142142,5,1,0,0,0,1,1,5.2,24,2,4,1,1,2,0,0,1,0,5,"sa3006803"
"Rafael Marcano","MIN","CPX",25,0,0,27.00026956469727,1,0,0,0,0,0,0,0.1,4,2,2,1,0,1,0,0,0,0,1,"sa3008330"
"Royber Salinas","ATL","CPX",24,0,0,0,2,2,0,0,0,0,0,3,9,0,0,0,0,1,0,0,0,0,1,"sa3009243"
"Bryan Sanchez","WSN","CPX",22,1,3,9.391306294836436,13,0,0,0,0,1,0,15.1,75,19,19,16,4,9,0,1,3,1,24,"sa3009558"
"Johan Otanez","WSN","CPX",23,0,1,3.85714850621175,3,0,0,0,0,0,0,2.1,12,1,3,1,0,3,0,0,0,0,2,"sa3009782"
"Brayner Sanchez","BAL","CPX",24,1,0,0,1,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,0,"sa3011366"
"Julio Bonilla","MIN","CPX",24,1,0,7.105266724268624,6,0,0,0,0,0,2,6.1,30,7,5,5,1,3,0,1,0,1,8,"sa3011372"
"Noah Song","BOS","CPX",28,0,0,0,1,1,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,4,"sa3011695"
"Jean Pinto","HOU","CPX",24,0,0,1.038461157556256,3,2,0,0,0,0,0,8.2,28,1,1,1,0,2,0,0,0,2,11,"sa3011803"
"Woo-Suk Go","MIA","CPX",26,0,0,0,1,1,0,0,0,0,0,2,8,0,0,0,0,1,0,0,0,0,3,"sa3012630"
"Nick Bitsko","TBR","CPX",23,0,0,12.6,6,3,0,0,0,0,0,5,33,3,11,7,0,13,0,3,6,0,4,"sa3014476"
"Justin Lange","NYY","CPX",23,1,0,2.0769246005458837,3,1,0,0,0,0,0,4.1,17,0,3,1,0,3,0,0,0,0,6,"sa3014517"
"Ian Bedell","STL","CPX",25,0,0,0,1,1,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,2,"sa3014538"
"Tink Hence","STL","CPX",22,0,0,0,1,1,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,1,"sa3014709"
"Edwin Nunez","STL","CPX",23,3,2,10.536582915007681,11,0,0,0,0,0,0,13.2,67,9,19,16,2,16,0,5,9,1,12,"sa3014813"
"Carson Coleman","NYY","CPX",27,0,0,3,3,1,0,0,0,0,0,3,13,2,1,1,0,0,0,1,0,0,3,"sa3014857"
"Evan Reifert","TBR","CPX",26,0,2,20.250050090377258,2,2,0,0,0,0,0,1.1,12,4,4,3,0,2,0,1,0,0,3,"sa3014860"
"Kyle Brnovich","BAL","CPX",27,0,0,2.4545431669114683,1,1,0,0,0,0,0,3.2,14,3,2,1,0,0,0,0,0,0,7,"sa3014923"
"Yoniel Curet","TBR","CPX",22,1,0,0,3,2,0,0,0,0,0,5.1,21,2,0,0,0,0,0,3,0,0,8,"sa3015446"
"Gabriel Agostini","WSN","CPX",20,1,1,3.0857134449240973,7,3,0,0,0,0,1,11.2,57,9,6,4,0,12,0,0,2,0,8,"sa3015488"
"Danyony Pulido","PHI","CPX",22,1,0,0.9,6,2,0,0,1,0,1,10,41,7,1,1,0,2,0,2,1,0,14,"sa3015502"
"Andy Luis","WSN","CPX",22,1,1,4.8,14,0,0,0,1,3,0,15,71,16,10,8,1,11,0,2,5,1,11,"sa3015633"
"Samuel Escudero","PIT","CPX",21,0,0,0,1,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,"sa3015807"
"Eurys Martich","HOU","CPX",22,4,3,4.5,12,3,0,0,1,0,0,36,161,29,24,18,2,24,0,2,7,2,37,"sa3015933"
"Antoni Cuello","STL","CPX",22,2,2,5.5862078150729175,15,0,0,0,1,1,2,19.1,85,16,12,12,4,11,0,2,3,0,26,"sa3015947"
"Pedro Rodriguez","NYY","CPX",22,1,0,5.22580805926417,8,0,0,0,2,2,0,10.1,44,6,7,6,1,5,0,2,1,0,11,"sa3015962"
"Yoldin De La Paz","PIT","CPX",23,0,1,6.230773801637651,5,0,0,0,1,0,1,4.1,23,5,6,3,0,4,0,0,0,0,3,"sa3015975"
"Euri Montero","WSN","CPX",23,0,0,3.6818173838057553,11,0,0,0,0,1,2,14.2,66,22,6,6,1,6,1,1,1,0,6,"sa3015989"
"Layonel Ovalles","NYM","CPX",22,1,0,1.2857142857142858,6,0,0,0,1,1,0,7,26,5,3,1,0,1,0,0,0,0,7,"sa3015993"
"Pedro Reyes","PHI","CPX",22,0,3,7.8157904544366605,12,2,0,0,2,1,0,25.1,131,35,30,22,1,14,0,5,3,0,19,"sa3015994"
"Bruno Lopez","STL","CPX",23,1,0,5.869566434272773,17,0,0,0,1,0,2,15.1,82,10,12,10,0,21,0,5,1,2,31,"sa3015999"
"Henry Lalane","NYY","CPX",21,0,0,6,1,1,0,0,0,0,0,3,11,1,2,2,1,1,0,0,1,0,2,"sa3016066"
"Allen Facundo","NYY","CPX",22,0,0,0,2,1,0,0,0,0,0,5.1,21,2,0,0,0,3,0,0,0,0,10,"sa3016071"
"Alejandro Loaiza","STL","CPX",21,1,0,6,3,0,0,0,1,0,0,3,14,2,2,2,0,2,0,1,2,0,2,"sa3016195"
"Randy Beriguete","BAL","CPX",22,1,1,3.521737670177928,6,0,0,0,0,0,1,7.2,38,6,4,3,0,7,0,3,2,0,7,"sa3016199"
"Joaquin Tejada","PIT","CPX",21,1,0,10.8,8,0,0,0,0,0,1,10,57,11,12,12,0,13,0,3,5,1,7,"sa3016207"
"Yarison Ruiz","NYY","CPX",25,0,1,3.85714850621175,3,0,0,0,0,0,1,2.1,16,1,1,1,0,7,0,1,3,1,7,"sa3016244"
"Andres Silvera","PIT","CPX",20,0,1,1.8,4,1,0,0,0,0,0,5,22,5,1,1,0,3,0,0,1,0,7,"sa3016284"
"Juan Severino","STL","CPX",21,0,1,3.272727272727273,8,0,0,0,1,0,0,11,46,10,4,4,1,3,0,1,3,1,15,"sa3016290"
"Diego Viloria","BOS","CPX",22,0,1,27.00026956469727,1,0,0,0,0,1,0,0.1,5,2,2,1,0,1,0,0,0,0,0,"sa3016299"
"Jorge Rodriguez","NYM","CPX",23,0,1,3.176468806284284,4,1,0,0,0,0,0,5.2,23,4,4,2,1,1,0,0,1,0,5,"sa3016459"
"Giussepe Velasquez","PHI","CPX",22,2,0,0.5399998970031935,5,2,0,0,0,0,0,16.2,62,9,2,1,0,2,0,0,0,0,20,"sa3016463"
"Eliander Alcalde","TOR","CPX",21,1,0,9.81818607425086,3,0,0,0,0,0,0,7.1,37,11,9,8,1,3,0,1,0,0,8,"sa3016519"
"Ronny Oliver","STL","CPX",21,0,2,4.108695226265532,11,6,0,0,2,1,0,30.2,132,20,18,14,1,15,0,6,3,1,40,"sa3016624"
"Jhoniel Serrano","MIA","CPX",21,0,2,9.391304347826088,12,7,0,0,0,1,0,23,124,15,27,24,0,31,0,12,17,2,33,"sa3016710"
"Samuel Fabian","STL","CPX",22,1,3,6.107142857142857,11,1,0,0,0,1,1,28,137,29,23,19,1,18,0,4,7,0,28,"sa3016711"
"Natanael Polanco","MIA","CPX",22,0,1,3.176471479211549,5,1,0,0,0,0,1,11.1,46,7,5,4,2,7,0,0,0,0,16,"sa3016715"
"Luis Alvarez","NYM","CPX",22,0,0,0,2,0,0,0,0,0,0,3.2,13,1,1,0,0,2,0,0,0,0,6,"sa3016847"
"Michael Arias","NYY","CPX",23,0,0,0,2,2,0,0,0,0,0,3,13,1,0,0,0,0,0,2,0,0,3,"sa3017036"
"Doimil Perez","WSN","CPX",21,1,1,3,15,0,0,0,1,1,1,18,73,6,9,6,2,16,1,0,2,1,14,"sa3017104"
"Walker Brockhouse","HOU","CPX",26,0,0,0,1,1,0,0,0,0,0,1.2,8,2,1,0,0,1,0,0,0,0,4,"sa3017105"
"J.J. Niekro","ATL","CPX",27,0,0,5.684213379414899,3,1,0,0,0,0,0,6.1,26,7,4,4,0,2,0,0,0,0,8,"sa3017129"
"Jean Reyes","MIA","CPX",22,0,0,40.499796019031784,1,0,0,0,0,0,0,0.2,7,1,3,3,0,2,0,2,0,0,2,"sa3017136"
"Ray Gaither","HOU","CPX",27,0,1,7.7142970124235,3,2,0,0,0,0,0,2.1,11,1,3,2,0,1,0,1,0,0,1,"sa3017270"
"Luis R. Rodriguez","NYM","CPX",22,0,0,0,1,1,0,0,0,0,0,1,4,1,0,0,0,1,0,0,1,0,1,"sa3017275"
"Jordarlin Mendoza","NYY","CPX",21,0,0,5.785710344511887,3,2,0,0,0,0,0,4.2,27,7,4,3,0,4,0,3,1,0,3,"sa3017321"
"Ryan Cusick","PHI","CPX",25,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,1,0,1,1,0,1,"sa3017385"
"Kyle Virbitsky","BAL","CPX",26,0,0,0,1,0,0,0,0,0,0,1.2,6,2,1,0,0,0,0,0,0,0,2,"sa3017491"
"Carlos Tavera","BAL","CPX",26,0,0,4.5,1,1,0,0,0,0,0,2,8,1,1,1,0,2,0,0,0,0,2,"sa3017536"
"Alex Pham","BAL","CPX",25,0,0,18,1,0,0,0,0,0,0,1,5,1,2,2,0,1,0,0,0,0,2,"sa3017550"
"Nic Swanson","HOU","CPX",25,0,0,0,2,2,0,0,0,0,0,5,18,3,0,0,0,0,0,0,0,0,7,"sa3017551"
"Dameivi Tineo","MIA","CPX",21,1,0,3.272727272727273,4,1,0,0,0,0,0,11,50,12,4,4,1,7,0,1,3,1,15,"sa3017726"
"Trenton Wallace","TOR","CPX",26,0,0,0,2,2,0,0,0,0,0,3,11,1,0,0,0,2,0,0,0,0,2,"sa3017748"
"Cesar De Jesus","TBR","CPX",21,3,2,4.129412228013457,16,0,0,0,0,4,1,28.1,119,19,17,13,0,23,0,1,3,0,24,"sa3017767"
"Aaron Haase","DET","CPX",25,1,0,0,3,1,0,0,0,0,0,3,13,2,1,0,0,1,0,0,0,0,3,"sa3017849"
"Matt Mikulski","HOU","CPX",26,0,0,16.87497837471753,3,0,0,0,0,1,0,2.2,19,5,6,5,1,5,0,1,2,0,1,"sa3017874"
"Aaron Holiday","STL","CPX",25,1,0,3.374995674943506,2,0,0,0,0,0,0,2.2,13,5,2,1,0,1,0,0,1,0,3,"sa3017937"
"Brock Selvidge","NYY","CPX",22,0,0,0,1,1,0,0,0,0,0,2.2,12,3,2,0,0,1,0,0,0,0,2,"sa3017950"
"Eric Silva","DET","CPX",22,0,0,1.8,2,2,0,0,0,0,0,5,18,2,2,1,1,1,0,0,0,0,2,"sa3017965"
"Pablo Aldonis","WSN","CPX",23,2,1,5.142857142857143,6,0,0,0,1,1,1,7,29,6,4,4,0,1,0,0,0,0,9,"sa3018289"
"Candido Cuevas","NYM","CPX",21,0,0,20.250050090377258,2,1,0,0,0,0,0,1.1,12,3,3,3,0,4,0,1,1,0,1,"sa3018305"
"Brayan Romero","WSN","CPX",23,2,1,2.9347832171363866,5,2,0,0,0,0,0,15.1,68,13,5,5,0,9,0,2,3,0,15,"sa3018313"
"Luis Torres","TOR","CPX",20,0,0,0,2,0,0,0,0,0,0,1.2,9,1,0,0,0,3,0,0,0,0,4,"sa3018320"
"Jose Fernandez","MIA","CPX",21,1,3,6.412499235570522,15,0,0,0,1,0,1,26.2,125,27,25,19,3,14,0,3,6,1,28,"sa3018346"
"Luifer Romero","MIA","CPX",20,1,1,6.05172513299566,12,1,0,0,0,0,0,19.1,97,21,14,13,1,12,0,9,3,0,25,"sa3018349"
"Josue Arias","MIA","CPX",20,0,3,8.77500209212353,13,0,0,0,0,1,0,13.1,73,10,19,13,0,23,0,3,20,0,10,"sa3018350"
"Luis Ramirez","MIA","CPX",23,0,0,0,3,0,0,0,1,1,1,3,13,1,0,0,0,1,0,2,0,0,6,"sa3018353"
"Juan Sanchez","ATL","CPX",22,0,0,7.2,5,0,0,0,1,1,0,5,28,6,5,4,0,6,0,0,3,0,6,"sa3018360"
"Luis Cesar","MIA","CPX",21,3,2,4.846153846153846,10,0,0,0,0,2,2,26,129,22,21,14,0,24,0,6,6,1,27,"sa3018368"
"Franyer Noria","BOS","CPX",20,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,"sa3018528"
"Santiago Gomez","NYY","CPX",21,3,0,0,4,0,0,0,0,1,0,2.1,12,2,0,0,0,2,0,1,1,0,3,"sa3018616"
"Jose Gerardo","MIA","CPX",20,2,0,7.534885392052715,13,0,0,0,0,1,0,14.1,79,9,14,12,0,19,0,7,9,2,24,"sa3018645"
"Owen Kellington","PIT","CPX",22,0,0,2.6999987125402867,3,1,0,0,0,0,0,6.2,24,8,2,2,0,2,0,0,0,0,2,"sa3018801"
"Adilson Peralta","PHI","CPX",22,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,"sa3018816"
"Bryan Bautista","BAL","CPX",21,1,0,1.588234403142142,4,0,0,0,0,0,0,5.2,25,3,3,1,0,3,0,0,0,0,9,"sa3018820"
"Maxwel Hernandez","PHI","CPX",22,2,2,4.308511075416633,13,1,0,0,0,2,0,31.1,140,38,19,15,3,11,0,2,2,0,25,"sa3018822"
"Ernesto Mercedes","NYM","CPX",21,0,0,0,1,1,0,0,0,0,0,1.1,8,0,0,0,0,2,0,1,0,0,2,"sa3018835"
"Jovi Galvez","STL","CPX",20,1,1,8.526315789473685,15,0,0,0,1,0,2,19,106,21,22,18,0,25,0,7,8,1,18,"sa3018837"
"Pitterson Rosa","PIT","CPX",20,1,1,7.666666666666667,17,2,0,0,1,0,1,27,142,29,30,23,3,27,0,6,9,0,25,"sa3018839"
"Jhonly Taveras","ATL","CPX",20,1,4,7.285714285714286,12,4,0,0,0,0,1,21,110,26,23,17,0,18,0,4,3,4,18,"sa3018847"
"Jose Chirinos","NYM","CPX",20,0,1,2.347826573709109,4,3,0,0,0,0,0,15.1,61,11,5,4,0,6,0,0,1,0,22,"sa3018859"
"Jesus  Palacios","BAL","CPX",20,2,3,6.5,11,7,0,0,0,0,0,36,173,28,33,26,2,29,0,11,8,1,52,"sa3018860"
"Danny Hilario","TBR","CPX",20,5,3,2.52,14,0,0,0,0,3,0,25,98,15,10,7,2,6,1,0,1,1,32,"sa3018865"
"Elian Serrata","MIA","CPX",23,1,1,7.788462966857134,16,0,0,0,3,1,0,17.1,89,13,17,15,2,22,0,4,7,0,19,"sa3018871"
"Pedro Garcia","DET","CPX",23,3,0,3.4941180390883098,15,0,0,0,3,0,1,28.1,121,29,12,11,3,10,0,2,2,0,20,"sa3018872"
"Xiomer Guacache","DET","CPX",21,1,3,3.8181818181818183,16,0,0,0,1,1,1,33,147,26,19,14,2,18,0,7,2,1,25,"sa3018887"
"Antonio Florido","DET","CPX",20,6,2,4.049999517202435,19,0,0,0,2,2,3,26.2,113,20,14,12,1,14,0,0,3,2,36,"sa3018890"
"Eris Albino","NYM","CPX",21,0,1,12.857142857142858,3,1,0,0,0,0,0,7,37,11,10,10,2,5,0,0,2,0,3,"sa3018894"
"Wanmer Ramirez","DET","CPX",21,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,"sa3018904"
"Estarlin Escalante","NYM","CPX",21,0,0,0,1,0,0,0,0,0,0,2.1,9,1,0,0,0,1,0,0,0,0,2,"sa3018906"
"Denison Sanchez","BOS","CPX",19,1,2,6.252630951265942,11,1,0,0,0,1,0,31.2,152,22,22,22,4,30,0,9,9,2,42,"sa3018907"
"Eiver Espinoza","MIA","CPX",21,0,1,2.0769246005458837,6,0,0,0,1,0,0,4.1,17,3,2,1,1,1,0,0,0,0,7,"sa3018908"
"Juan Amarante","PHI","CPX",21,1,3,4.090909090909091,5,5,0,0,0,0,0,22,95,19,12,10,0,8,0,2,2,2,25,"sa3019048"
"Alain Pena","HOU","CPX",22,1,0,0,3,2,0,0,0,0,0,6,23,2,0,0,0,4,0,0,0,0,7,"sa3019050"
"Diego Dominguez","TOR","CPX",20,6,2,2.25,21,0,0,0,5,1,1,28,115,20,11,7,0,13,1,2,3,0,26,"sa3019063"
"Clarence Martina","WSN","CPX",20,2,1,9.720003707887157,9,0,0,0,0,1,0,8.1,41,10,10,9,1,6,0,2,1,0,6,"sa3019099"
"Jorge Mercedes","MIA","CPX",24,0,0,16.875010058289803,6,1,0,0,0,0,0,5.1,33,6,12,10,1,9,0,3,5,2,6,"sa3019110"
"Leomar Rosario","HOU","CPX",22,0,0,2.5714285714285716,4,4,0,0,0,0,0,7,31,4,4,2,0,7,0,0,1,0,9,"sa3019127"
"Alexis Paulino","NYY","CPX",22,2,2,4.118643402060266,16,0,0,0,3,3,0,19.2,98,18,15,9,2,12,0,9,4,0,24,"sa3019128"
"Moises Palma","TBR","CPX",20,0,0,1.3728811340200886,15,0,0,0,6,1,1,19.2,78,10,3,3,0,6,0,3,3,0,15,"sa3019162"
"Yorvi Pirela","ATL","CPX",20,2,3,5.16521807665194,14,6,0,0,0,1,1,38.1,173,49,29,22,1,9,0,3,1,0,22,"sa3019163"
"Luis Gonzalez","PHI","CPX",19,2,3,3.042253848035984,12,7,0,0,0,0,1,47.1,202,44,21,16,2,13,0,3,5,1,33,"sa3019164"
"Juan De La Cruz","MIA","CPX",20,1,2,2.700000367845858,9,6,0,0,0,0,1,23.1,93,7,8,7,0,15,0,2,3,0,37,"sa3019171"
"Reylin Perez","HOU","CPX",20,0,0,13.49993200634393,1,0,0,0,0,0,0,0.2,5,1,1,1,0,2,0,0,1,0,1,"sa3019204"
"Johan Contreras","NYY","CPX",20,0,1,30.374961074491555,3,0,0,0,0,0,0,2.2,20,9,10,9,3,2,0,1,0,1,1,"sa3019217"
"Cesar Rojas","TBR","CPX",23,0,1,0.627907116004393,10,2,0,0,1,0,2,14.1,52,1,1,1,0,8,0,1,3,0,18,"sa3019244"
"Hansel Rosario","NYY","CPX",22,2,1,7.913794404686633,13,0,0,0,0,2,1,19.1,104,13,19,17,2,31,0,4,8,1,25,"sa3019247"
"Josbel Garcia","PHI","CPX",21,0,1,5.641791847825669,16,0,0,0,3,0,0,22.1,98,25,18,14,3,6,0,3,2,0,19,"sa3019250"
"Omar Victorino","NYM","CPX",20,2,2,3.857142362560322,12,8,0,0,0,0,0,39.2,172,35,20,17,3,19,0,6,5,1,35,"sa3019273"
"Wilson Lopez","NYM","CPX",22,0,0,1.9285720854391661,11,0,0,0,0,0,1,9.1,42,3,2,2,0,8,0,2,6,0,8,"sa3019297"
"Jhon Cabral","MIA","CPX",19,0,2,6.0750014483932135,15,0,0,0,0,0,0,13.1,69,10,14,9,0,17,0,3,5,0,17,"sa3019299"
"Edinzo Marquez","NYY","CPX",20,2,2,2.193750209212323,11,10,1,1,0,0,0,53.1,220,42,18,13,4,20,0,0,3,0,41,"sa3019300"
"Alexis Torres","PIT","CPX",22,0,0,3.374995674943506,1,0,0,0,0,0,0,2.2,10,1,1,1,1,1,0,0,0,0,5,"sa3019375"
"Omar Gonzalez","NYY","CPX",19,1,3,3.857142436747694,11,10,0,0,0,0,0,46.2,197,26,20,20,5,31,0,3,4,2,44,"sa3019380"
"Aneuris Rodriguez","BAL","CPX",21,3,1,4.5,12,0,0,0,2,1,1,14,79,13,11,7,1,19,0,2,1,0,17,"sa3019393"
"Eider Machuca","MIN","CPX",20,2,0,3.375,6,0,0,0,0,0,1,8,31,5,3,3,0,3,0,0,1,0,6,"sa3019430"
"Roinny Aguiar","PIT","CPX",20,0,0,0,1,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,"sa3019439"
"Roiner Quintana","HOU","CPX",20,0,0,0,2,0,0,0,2,0,0,2,7,0,0,0,0,1,0,0,0,0,1,"sa3019510"
"Franyer Herrera","NYY","CPX",20,1,1,2.3333333333333335,17,1,0,0,1,2,2,27,109,20,11,7,1,9,0,3,2,2,28,"sa3019520"
"Anthony Narvaez","MIN","CPX",21,0,0,0,5,1,0,0,0,0,2,6.2,23,3,0,0,0,1,0,0,1,0,7,"sa3019521"
"David Landeta","HOU","CPX",22,1,0,1.08,10,6,0,0,1,0,0,25,99,12,7,3,0,8,0,3,1,1,31,"sa3019523"
"Marco Patino","ATL","CPX",20,1,3,3.103448275862069,13,0,0,0,0,0,1,29,123,25,15,10,2,20,0,1,4,3,12,"sa3019537"
"Jose Serrano","HOU","CPX",21,2,1,3.8571418061551213,10,0,0,0,0,0,1,11.2,51,9,5,5,1,5,0,0,3,1,14,"sa3019597"
"Eddy Felix","DET","CPX",21,2,1,2.5051550332539403,8,8,0,0,0,0,0,32.1,127,33,9,9,5,6,0,0,1,0,42,"sa3019646"
"Gregori Louis","NYM","CPX",22,0,2,8.09999613762086,6,0,0,0,0,0,0,6.2,33,5,7,6,0,7,0,0,0,0,5,"sa3019699"
"Eliseo Mota","DET","CPX",22,2,1,2.4545454545454546,18,0,0,0,1,0,4,33,141,26,12,9,0,10,0,8,5,1,21,"sa3019718"
