Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Blake Snell","LAD","A",32,2,0.25,2,0.25,0.5,0.25,0,0,0.25,0,0.75,0.22580645,8,23,31,"13543"
"Robert Stephenson","LAA","A",32,3,0.125,0.6,0.111111111,0.333333333,0.555555555,0,0.2,0.33333333,0.55555556,0.11111111,0.08823529,11,23,34,"13594"
"Victor Gonzalez","LAA","A",29,2.1,0,0.5,0,0.333333333,0.666666666,0.25,0,0.28571429,0.42857143,0.28571429,0,10,13,23,"16408"
"Angel Felipe","LAA","A",27,4.2,0.35294118,1.5,0.0625,0.5625,0.375,0.333333333,0,0.58823529,0.23529412,0.17647059,0.09565217,53,62,115,"21163"
"Michel Otanez","OAK","A",27,0.2,0,0,0,0,0,0,0,,,,0.1875,6,10,16,"22533"
"Luis Patino","SDP","A",25,9,0.26086957,0.727272727,0.173913043,0.347826086,0.478260869,0.363636363,0.09090909,0.54166667,0.25,0.20833333,0.10365854,66,98,164,"22815"
"Keaton Winn","SFG","A",27,2,0.25,2,0.25,0.5,0.25,0,0,0.5,0.5,0,0.21428571,6,22,28,"23499"
"Brady Basso","OAK","A",27,1,0.5,2,0,1,0,0,0,0.5,0.5,0,0.22222222,1,8,9,"25582"
"Ken Waldichuk","OAK","A",27,3,0.16666667,0,0,0,1,0.333333333,0,0.16666667,0.33333333,0.5,0.17073171,12,29,41,"27681"
"Sam Bachman","LAA","A",25,2,0.25,3,0.25,0.75,0,0,0,0.5,0,0.5,0.07692308,7,19,26,"29754"
"T.J. McFarland","OAK","A",36,1,0.5,2,0,0.666666666,0.333333333,0,1,0.66666667,0.33333333,0,0.07692308,3,10,13,"3237"
"Luis Garcia","LAD","A",38,1,0.33333333,0,0,0,1,0.333333333,0,0,0.66666667,0.33333333,0.22222222,1,8,9,"6984"
"Felix Ramires","COL","A",25,42,0.33333333,1.527777777,0.208695652,0.478260869,0.313043478,0.361111111,0,0.47863248,0.14529915,0.37606838,0.10460251,304,413,717,"sa3005828"
"Octavio Becerra","LAD","A",24,8.1,0.16666667,0.444444444,0.277777777,0.222222222,0.5,0.222222222,0.111111111,0.68421053,0.26315789,0.05263158,0.06547619,82,86,168,"sa3008303"
"Alvin Guzman","ARI","A",23,33.2,0.24418605,0.780487804,0.16091954,0.367816091,0.471264367,0.146341463,0.073170731,0.42696629,0.25842697,0.31460674,0.114082,238,323,561,"sa3008748"
