Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Jose Quintana","MIL","A+",36,0,0,6.75,1,1,0,0,0,0,0,4,18,6,3,3,0,1,0,0,1,0,3,"11423"
"Tyler Naquin","CLE","A+",34,1,0,7.019998661041515,14,0,0,0,0,0,2,16.2,78,11,14,13,0,18,0,0,6,1,12,"13359"
"Paul Sewald","DET","A+",35,0,0,0,2,1,0,0,0,0,1,2,8,1,0,0,0,1,0,0,0,0,4,"13892"
"Yency Almonte","CHC","A+",31,2,0,1.038461157556256,7,0,0,0,0,0,2,8.2,30,4,1,1,1,3,0,0,1,0,9,"15068"
"Brandon Woodruff","MIL","A+",32,2,1,1.6199996910095804,3,3,1,0,0,0,0,16.2,64,14,5,3,0,4,0,0,0,0,12,"16162"
"Tejay Antone","CIN","A+",31,0,0,1.4210533448537248,5,0,0,0,0,0,1,6.1,28,6,1,1,1,2,0,1,1,0,8,"16233"
"John Means","CLE","A+",32,0,0,0,2,2,0,0,0,0,0,6.1,22,3,0,0,0,1,0,0,0,0,7,"16269"
"Nestor Cortes","MIL","A+",30,0,0,0,1,1,0,0,0,0,0,4,15,3,0,0,0,0,0,0,0,0,2,"17874"
"Shane Bieber","CLE","A+",30,0,0,3,1,1,0,0,0,0,0,3,11,2,1,1,0,0,0,0,2,0,4,"19427"
"Alex Lange","DET","A+",29,0,0,4.5,2,2,0,0,0,0,0,2,8,2,1,1,0,0,0,0,1,0,3,"19883"
"Sean Guenther","DET","A+",29,0,0,9,2,1,0,0,0,0,0,2,10,4,2,2,1,0,0,0,0,0,2,"20045"
"Eli Morgan","CHC","A+",29,0,0,0,2,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,1,"20203"
"Jordan Balazovic","DET","A+",26,0,0,4.5,3,1,0,0,0,0,0,4,15,3,2,2,1,0,0,0,1,0,5,"21866"
"Luinder Avila","KCR","A+",23,0,0,3,3,3,0,0,0,0,0,6,23,4,2,2,0,3,0,0,1,0,10,"24452"
"Blair Calvo","DET","A+",29,0,0,10.12500603497388,5,0,0,0,2,0,0,5.1,29,8,8,6,1,2,0,1,1,0,7,"25416"
"Sawyer Gipson-Long","DET","A+",27,0,0,1.588234403142142,2,2,0,0,0,0,0,5.2,21,5,1,1,0,1,0,0,1,0,5,"26048"
"Beau Brieske","DET","A+",27,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,"26079"
"Caleb Kilian","CHC","A+",28,0,0,9,2,0,0,0,0,0,1,3,13,3,3,3,1,0,0,1,0,0,1,"26213"
"Connor Phillips","CIN","A+",24,0,0,2.4545431669114683,3,0,0,0,0,1,0,3.2,16,3,1,1,0,2,0,0,0,0,6,"27649"
"Robert Gasser","MIL","A+",26,0,0,3.6,3,3,0,0,0,0,0,5,17,3,2,2,0,1,0,0,0,0,5,"29812"
"Jack Neely","CHC","A+",25,0,0,3,3,0,0,0,0,0,0,3,13,3,1,1,1,0,0,1,0,0,4,"30106"
"Dylan Smith","DET","A+",25,2,0,1.4210533448537248,5,0,0,0,0,0,1,6.1,24,5,1,1,0,2,0,0,0,0,7,"30145"
"William Kempner","MIA","A+",24,1,2,3.037499637901826,19,0,0,0,6,0,0,26.2,111,19,11,9,0,10,0,3,2,1,39,"31615"
"Brian Fitzpatrick","MIL","A+",25,0,0,3.8571402296745916,2,0,0,0,0,0,0,4.2,20,4,3,2,0,2,0,0,0,1,6,"31624"
"Rhett Lowder","CIN","A+",23,0,1,12,1,1,0,0,0,0,0,3,17,5,5,4,0,1,0,1,0,0,5,"33876"
"Chase Burns","CIN","A+",22,0,2,3.0857134449240973,3,3,0,0,0,0,0,11.2,45,5,4,4,2,5,0,0,0,0,20,"35333"
"Gage Jump","OAK","A+",22,4,1,2.3225806451612905,6,5,1,1,0,0,0,31,121,21,9,8,1,5,0,2,2,0,45,"35418"
"Alex Cobb","DET","A+",37,0,2,1.6874994970859596,5,5,0,0,0,0,0,10.2,41,6,4,2,1,5,0,0,0,0,14,"6562"
"Wade Miley","CIN","A+",38,0,2,15.88234403142142,3,3,0,0,0,0,0,5.2,31,13,10,10,4,0,0,1,0,0,8,"8779"
"Matt Stil","DET","A+",24,0,0,4.5,8,0,0,0,0,0,1,10,49,12,5,5,1,5,0,2,2,0,9,"sa1170297"
"Marco Jimenez","DET","A+",25,3,1,1.5,39,0,0,0,3,1,4,60,227,33,12,10,5,17,0,2,1,0,59,"sa3002926"
"Robinson Ortiz","LAD","A+",25,1,2,3.7384609899578107,18,0,0,0,3,1,1,21.2,100,22,12,9,3,15,1,1,4,0,28,"sa3004006"
"Marlin Willis","KCR","A+",27,2,0,1.3500003218651586,9,0,0,0,0,0,2,13.1,50,6,3,2,0,4,0,1,1,0,8,"sa3005116"
"Gabriel Yanez","MIN","A+",25,4,2,5.3490573737748885,25,0,0,0,2,1,4,35.1,148,35,24,21,2,13,1,0,0,0,34,"sa3005332"
"Dionys Rodriguez","STL","A+",24,2,5,8.742857142857142,23,1,0,0,0,0,1,35,174,44,40,34,2,22,0,5,3,0,19,"sa3005877"
"Freddy Pacheco","DET","A+",27,1,0,3.6404490481120497,26,0,0,0,0,1,5,29.2,135,18,14,12,3,23,0,5,3,1,32,"sa3006164"
"Inohan Paniagua","STL","A+",25,0,0,16.199967942301292,1,0,0,0,0,0,0,1.2,12,3,3,3,0,5,0,0,1,0,0,"sa3006417"
"Eiker Huizi","SDP","A+",24,2,4,6.267857996785027,28,0,0,0,1,2,5,37.1,173,40,26,26,3,21,0,4,6,0,38,"sa3007842"
"Samuel Perez","MIN","A+",25,4,0,2.0454545454545454,28,0,0,0,3,0,4,44,183,38,14,10,0,18,0,0,0,0,35,"sa3008176"
"Kohl Franklin","CHC","A+",25,0,1,13.5,1,1,0,0,0,0,0,2,13,4,3,3,0,3,0,1,1,0,1,"sa3008335"
"Steven Perez","CLE","A+",24,1,0,0.9,12,0,0,0,2,1,0,20,72,10,2,2,1,4,0,0,1,0,23,"sa3008362"
"Gustavo Rodriguez","OAK","A+",24,0,0,0,6,0,0,0,1,0,1,6,20,1,0,0,0,1,0,0,0,0,5,"sa3008438"
"Irvin Machuca","CIN","A+",25,2,4,6.370785834196087,23,0,0,0,6,3,2,29.2,132,28,24,21,2,14,0,3,1,0,45,"sa3008641"
"Carlo Reyes","CHC","A+",26,0,1,17.181802168380276,3,0,0,0,0,1,0,3.2,22,8,7,7,1,3,0,1,1,0,2,"sa3008713"
"Benjamin Arias","STL","A+",23,2,1,3.674556544788658,33,0,0,0,2,3,4,56.1,243,43,28,23,3,24,0,9,5,0,43,"sa3008724"
"Victor Duarte","SDP","A+",24,0,0,36,1,0,0,0,0,0,0,1,9,4,4,4,1,2,0,0,0,0,0,"sa3008904"
"Juan Martinez","KCR","A+",24,0,2,2.076923076923077,36,1,0,0,4,1,5,52,210,34,20,12,3,20,0,2,5,1,47,"sa3009219"
"Joel Ibarra","LAD","A+",22,3,1,5.472972267644177,28,0,0,0,0,1,6,24.2,122,17,17,15,0,26,0,8,8,0,28,"sa3009326"
"Wilker Reyes","MIN","A+",23,2,2,5.661291019229399,25,0,0,0,0,0,2,41.1,193,41,30,26,4,23,0,3,3,0,44,"sa3009477"
"Gabriel Aguilera","CIN","A+",24,2,2,5.522727871236787,7,4,0,0,0,0,0,29.1,135,31,20,18,0,18,0,1,1,2,27,"sa3009494"
"Jorge Gonzalez","LAD","A+",22,0,0,6.982759768841146,19,0,0,0,1,1,1,19.1,103,19,15,15,0,25,0,4,2,2,21,"sa3009504"
"Dwayne Matos","CLE","A+",24,3,0,6.230768316596351,10,0,0,0,0,0,2,21.2,98,20,15,15,3,13,0,2,2,0,11,"sa3009508"
"Hancel Rincon","STL","A+",23,1,2,4.224489795918367,10,9,0,0,0,0,0,49,205,41,23,23,4,17,0,3,4,1,49,"sa3009629"
"Misael Tamarez","SDP","A+",25,0,1,1.2272732592813576,6,0,0,0,1,0,1,7.1,27,4,2,1,0,0,0,1,1,0,13,"sa3009632"
"Yovanny Cabrera","CHC","A+",24,0,1,5.906248239800859,7,0,0,0,0,0,1,10.2,50,9,8,7,0,8,0,3,0,1,8,"sa3009640"
"Wander Guante","OAK","A+",25,2,3,3.6486486486486487,32,0,0,0,2,3,6,37,153,31,17,15,3,12,1,1,2,0,37,"sa3009851"
"Henry Gomez","OAK","A+",23,3,3,6.21238854165021,37,0,0,0,4,1,4,37.2,171,39,29,26,3,19,0,4,5,0,30,"sa3009993"
"Fernando Sanchez","SDP","A+",24,4,3,2.142857142857143,29,0,0,0,1,1,5,63,253,45,20,15,2,26,0,4,3,1,52,"sa3010134"
"Chase Chaney","MIN","A+",25,7,4,3.6780189233567486,23,19,1,1,1,0,0,107.2,451,111,48,44,9,27,0,6,4,2,86,"sa3010369"
"Victor Torres","MIL","A+",24,0,0,18,1,0,0,0,0,0,0,1,7,4,3,2,0,0,0,0,0,0,0,"sa3010597"
"Julio Bonilla","MIN","A+",24,0,0,4.5,5,0,0,0,0,0,2,6,26,2,3,3,0,6,0,1,2,0,9,"sa3011372"
"Yehizon Sanchez","OAK","A+",24,2,0,4.137097283283023,39,0,0,0,0,0,5,41.1,176,31,24,19,3,22,0,2,10,0,37,"sa3011574"
"Nestor Lorant","CIN","A+",23,2,10,5.785714285714286,24,23,0,0,0,0,0,98,462,121,73,63,11,40,1,5,9,1,91,"sa3011640"
"Joe Nahas","CHC","A+",25,1,2,6.2678560754476145,13,0,0,0,0,3,1,18.2,85,27,15,13,2,4,0,1,2,1,12,"sa3011679"
"Tyler Schlaffer","CHC","A+",24,3,1,4.095505969058774,12,12,0,0,0,0,0,59.1,242,41,29,27,7,28,0,2,1,0,60,"sa3011815"
"Bodi Rascon","SDP","A+",24,0,2,6.6976744186046515,22,0,0,0,0,1,3,43,215,52,37,32,3,37,0,0,5,0,32,"sa3011849"
"Woo-Suk Go","MIA","A+",26,1,0,6.230766773930226,8,0,0,0,0,0,1,8.2,38,8,7,6,1,7,0,0,1,0,3,"sa3012630"
"Zach Peek","MIL","A+",27,4,1,3,17,0,0,0,2,1,2,24,102,19,9,8,0,9,0,2,5,0,30,"sa3014469"
"Burl Carraway","CHC","A+",26,1,0,16.2,7,0,0,0,0,1,0,5,35,3,10,9,0,14,0,3,2,0,4,"sa3014495"
"Koen Moreno","CHC","A+",23,1,0,2.25,4,1,0,0,0,0,0,12,50,8,3,3,0,8,0,0,1,0,15,"sa3014509"
"Tink Hence","STL","A+",22,0,1,4.909086333822937,1,1,0,0,0,0,0,3.2,15,2,2,2,0,3,0,0,0,0,1,"sa3014709"
"Carson Rudd","CIN","A+",26,0,0,9,4,0,0,0,0,0,1,5,23,6,5,5,1,2,0,1,0,0,4,"sa3014812"
"Cole Percival","MIN","A+",26,1,0,2.7000006437303172,9,0,0,0,0,0,2,13.1,60,13,4,4,0,6,0,2,0,0,16,"sa3014919"
"Sam Thoresen","CHC","A+",26,0,2,5.92682788969182,11,0,0,0,1,0,1,13.2,63,12,12,9,0,10,0,1,0,0,23,"sa3014920"
"Grant Judkins","OAK","A+",27,8,9,4.7304586101405395,24,24,1,0,0,0,0,123.2,531,123,75,65,20,42,0,1,5,0,103,"sa3015004"
"Jose Davila","STL","A+",22,3,6,6.061224489795919,24,22,0,0,0,0,0,98,453,108,68,66,11,50,0,14,9,3,88,"sa3015092"
"Ruben Galindo","SDP","A+",24,1,2,7.027398178335501,20,0,0,0,1,0,3,24.1,120,25,23,19,1,19,0,1,0,1,29,"sa3015100"
"Johzan Oquendo","CHC","A+",24,4,1,1.6363636363636365,24,0,0,0,2,0,0,33,132,15,7,6,2,16,0,4,2,0,43,"sa3015148"
"Alejandro Hidalgo","MIN","A+",22,0,3,5.428571428571429,17,17,0,0,0,0,0,63,280,57,42,38,9,33,0,3,7,0,78,"sa3015151"
"Franklin Sanchez","MIA","A+",24,0,0,9.346150418006303,9,0,0,0,1,0,2,8.2,45,7,9,9,1,12,0,2,2,0,12,"sa3015157"
"Angel Gonzalez","STL","A+",22,1,4,6.367925444970105,25,0,0,0,2,5,4,35.1,176,22,28,25,1,47,1,6,5,1,41,"sa3015160"
"Jose Luis Reyes","SDP","A+",22,1,3,5.538461538461538,9,9,0,0,0,0,0,39,182,53,31,24,4,17,0,1,2,1,31,"sa3015304"
"Nolan Clenney","CHC","A+",29,0,0,6,3,0,0,0,0,0,0,6,30,10,5,4,1,1,0,0,0,0,5,"sa3015328"
"Alonzo Richardson","CLE","A+",22,0,0,5.464285714285714,22,0,0,0,0,0,4,56,249,55,34,34,10,37,0,1,5,1,38,"sa3015333"
"Juan Mendez","MIN","A+",26,0,0,15.428571428571429,6,0,0,0,1,0,0,7,40,10,12,12,0,7,0,3,1,1,4,"sa3015336"
"Yerlin Rodriguez","MIL","A+",23,5,3,5.303571428571429,43,0,0,0,3,4,3,56,269,39,43,33,4,60,3,8,26,2,83,"sa3015362"
"Angel Hernandez","CHC","A+",25,1,1,5.785716256317499,6,0,0,0,0,0,0,9.1,47,8,6,6,0,9,0,2,2,1,12,"sa3015363"
"Roque Gutierrez","LAD","A+",22,5,0,3.4615384615384617,11,1,0,0,1,0,1,39,158,28,15,15,5,19,0,0,4,0,51,"sa3015440"
"Brayan Mendoza","MIA","A+",21,6,5,5.175,22,4,0,0,1,2,0,80,365,81,54,46,5,42,0,7,3,2,73,"sa3015477"
"Rayner Castillo","DET","A+",21,5,6,5.290541085994936,25,23,0,0,0,0,0,98.2,432,97,62,58,12,46,0,5,5,2,80,"sa3015487"
"Miguel Mendez","SDP","A+",22,7,3,1.320652283432362,12,12,0,0,0,0,0,61.1,245,38,11,9,3,24,0,8,4,1,70,"sa3015506"
"Carlos Marcano","DET","A+",21,2,1,3.190908648278164,9,7,0,0,0,0,0,36.2,159,36,14,13,5,19,0,2,1,2,24,"sa3015509"
"Maick Collado","CLE","A+",22,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,"sa3015534"
"Kevin Rivas","CLE","A+",22,0,0,0,1,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,"sa3015539"
"Jose Sanabria","SDP","A+",22,0,0,6.749991349887012,2,0,0,0,0,0,0,2.2,12,3,2,2,1,1,0,0,0,0,0,"sa3015595"
"Johnfrank Salazar","STL","A+",21,0,1,16.199967942301292,1,0,0,0,0,0,0,1.2,8,3,5,3,0,0,0,0,0,0,0,"sa3015643"
"Wilman Diaz","LAD","A+",21,0,0,0,2,0,0,0,0,0,0,2,9,2,0,0,0,1,0,0,0,0,1,"sa3015694"
"Jesus Luna","CLE","A+",24,2,0,5.062500754371398,15,0,0,0,1,2,1,21.1,104,17,13,12,1,22,0,2,5,0,16,"sa3015925"
"Yorman Gomez","CLE","A+",22,8,0,2.8421052631578947,17,6,0,0,3,0,0,76,304,55,24,24,3,29,0,1,4,1,83,"sa3015931"
"Stiven Cruz","MIL","A+",23,1,2,4.122136924436505,21,1,0,0,2,1,1,43.2,198,45,26,20,4,26,0,0,0,0,44,"sa3015938"
"Darlin Saladin","STL","A+",22,3,5,4.848592070307349,26,13,0,0,2,0,0,94.2,409,87,54,51,8,47,0,3,6,1,81,"sa3015949"
"Mauricio Veliz","KCR","A+",22,3,3,6.6342862927495725,26,5,0,0,1,1,0,58.1,276,63,49,43,6,30,0,7,8,3,48,"sa3015959"
"Randel Clemente","STL","A+",23,0,0,1.8620683531700815,7,0,0,0,0,0,1,9.2,37,3,2,2,0,4,0,1,1,0,12,"sa3016003"
"Kenyi Perez","CHC","A+",23,1,0,5.6722681802357675,36,0,0,0,1,1,3,39.2,197,31,26,25,1,46,0,11,4,1,55,"sa3016008"
"Dikember Sanchez","MIL","A+",21,0,3,16.19999558585151,11,0,0,0,0,0,1,11.2,72,15,23,21,3,23,0,1,3,1,10,"sa3016033"
"Jawilme Ramirez","STL","A+",23,5,3,3.016759519373759,39,0,0,0,2,1,3,59.2,260,50,28,20,5,31,0,6,8,0,53,"sa3016204"
"Gerardo Salas","STL","A+",22,4,13,8.100000852387616,25,19,0,0,0,0,0,96.2,444,125,91,87,15,39,0,9,3,0,90,"sa3016216"
