Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Brooks Raley","NYM","AA",37,2.2,13.499982699774025,0,4,0,0.44444444,0,0.44444444,0.125,0.37499951943816734,0.25,1,0,1.4151904292373862,-1.4151904292373862,1.8521468718951837,"10061"
"Derek Law","WSN","AA",34,2.2,3.374995674943506,3.374995674943506,1,3.374995674943506,0.07692308,0.07692308,0,0.33333333,1.8749975971908366,0.3,0.55555556,10.124987024830519,8.540181298562565,1.5848057262679536,4.976056873839783,"13133"
"Adrian Sampson","WSN","AA",33,11.2,8.485711973541267,4.628570167386146,1.83333333,0,0.25,0.13636364,0.11363636,0.21052632,1.1999996730260378,0.2962963,0.78571429,2.314285083693073,2.947330976992212,-0.6330458932991392,3.6464619906819986,"13339"
"Marcus Stroman","NYY","AA",34,10.1,7.838712088896256,4.354840049386809,1.8,0,0.19565217,0.10869565,0.08695652,0.31707317,1.7419360197547236,0.40625,0.5,6.967744079018894,2.999865356469102,3.9678787225497922,3.6764441493076268,"13431"
"Zach Eflin","BAL","AA",31,4,4.5,2.25,2,2.25,0.11111111,0.05555556,0.05555556,0.29411765,1.5,0.28571429,0.86956522,4.5,6.290188026428223,-1.7901880264282228,5.07932070530951,"13774"
"Paul Sewald","CLE","AA",35,3,9,0,3,3,0.25,0,0.25,0.33333333,1.3333333333333333,0.375,0.76923077,6,5.623521359761557,0.37647864023844324,3.6206253737211234,"13892"
"Paul Blackburn","NYM","AA",31,4.1,14.538472203821184,6.230773801637651,2.33333333,2.0769246005458837,0.38888889,0.16666667,0.22222222,0.06666667,0.9230776002426149,0,-0.38461538,6.230773801637651,5.136343226913453,1.094430574724198,2.94303146889554,"14739"
"Lucas Giolito","BOS","AA",30,7,10.285714285714286,3.857142857142857,2.66666667,1.2857142857142858,0.22857143,0.08571429,0.14285714,0.34375,2,0.43478261,0.63492063,7.714285714285714,4.14733088357108,3.566954830714635,3.2889468895537513,"15474"
"Mark Leiter Jr.","NYY","AA",34,1,0,9,0,0,0,0.25,-0.25,0,1,0,1,0,6.290188026428223,-6.290188026428223,7.455406700074673,"15551"
"Erick Mejia","WSN","AA",30,27,9.333333333333334,7,1.33333333,0.3333333333333333,0.24778761,0.18584071,0.0619469,0.17391304,1.3703703703703705,0.23809524,0.70224719,2.3333333333333335,4.030928767168963,-1.6975954338356298,4.62835346498975,"15817"
"Sean Manaea","NYM","AA",33,3,9,3,3,0,0.1875,0.0625,0.125,0.4,2.3333333333333335,0.5,0.57142857,6,2.2901880264282233,3.7098119735717767,3.4554067000746733,"15873"
"Austin Gomber","COL","AA",31,4,6.75,0,3,0,0.21428571,0,0.21428571,0.14285714,0.5,0.18181818,0.5,2.25,1.7901880264282228,0.45981197357177717,3.2467113684862854,"16561"
"Reed Garrett","NYM","AA",32,1,18,0,2,0,0.5,0,0.5,0.25,1,0.5,1,0,-0.7098119735717772,0.7098119735717772,-0.7098119735717772,"16866"
"JT Brubaker","NYY","AA",31,6.2,4.04999806881043,4.04999806881043,1,0,0.125,0.125,0,0.0952381,0.7499996423723019,0.11111111,0.6,1.3499993562701433,3.740187811851604,-2.3901884555814608,4.4393186826678965,"17578"
"Brandon Waddell","NYM","AA",31,2.2,20.249974049661038,0,6,0,0.75,0,0.75,0,0,0,1,0,-1.2098062068297848,1.2098062068297848,-0.7728497641719878,"18347"
"Michael Soroka","WSN","AA",27,7,9,2.5714285714285716,3.5,2.5714285714285716,0.24137931,0.06896552,0.17241379,0.22222222,1.1428571428571428,0.22222222,0.76923077,5.142857142857143,5.861616597856795,-0.7187594549996517,3.1460897466966085,"18383"
"Scott Effross","NYY","AA",31,3.1,10.800011072170165,2.700002768042541,4,0,0.23529412,0.05882353,0.17647059,0.375,2.1000021529219763,0.5,0.71428571,5.400005536085082,1.790186488626811,3.609819047458271,2.4893184095646497,"18384"
"Beau Burrows","PIT","AA",28,20.2,9.14515988362837,2.177419019911517,4.2,0,0.28378378,0.06756757,0.21621622,0.10447761,0.5806450719764045,0.15217391,0.92857143,0.43548380398230335,2.2740591504695145,-1.838575346487211,3.4016899515156704,"18873"
"Shane Bieber","CLE","AA",30,4,15.75,0,7,2.25,0.5,0,0.5,0.23076923,0.75,0.4,1,2.25,3.790188026428223,-1.5401880264282228,0.8314926948398353,"19427"
"Wil Crowe","PHI","AA",30,36,6.75,3.75,1.8,1.25,0.16363636,0.09090909,0.07272727,0.27516779,1.5555555555555556,0.30769231,0.54,7,4.929076915317111,2.0709230846828888,4.450575960303347,"19800"
"Tanner Houck","BOS","AA",29,5,7.2,0,4,0,0.21052632,0,0.21052632,0.15789474,0.6,0.2,1,0,1.6901880264282227,-1.6901880264282227,2.389319230616093,"19879"
"Clarke Schmidt","NYY","AA",29,7.1,13.500005852094933,1.2272732592813576,11,0,0.40740741,0.03703704,0.37037037,0.15384615,0.681818477378532,0.26666667,1,0,0.6992778123898016,-0.6992778123898016,1.1759583855169944,"19899"
"Trevor Stephan","CLE","AA",29,4.2,7.714280459349183,0,4,0,0.23529412,0,0.23529412,0.23529412,0.8571422732610203,0.30769231,0.75,1.9285701148372958,1.5759034799061822,0.3526666349311136,3.3237302997633233,"19932"
"Tyler Wells","BAL","AA",30,2,4.5,0,1,0,0.16666667,0,0.16666667,0,0,0,1,0,2.290188026428223,-2.290188026428223,3.455406700074673,"20000"
"Matt Manning","PHI","AA",27,5,14.4,12.6,1.14285714,0,0.32,0.28,0.04,0.17647059,2,0.33333333,0.45454545,10.8,4.890188026428223,5.909811973571777,5.123231761157513,"20369"
"Luis Gil","NYY","AA",27,6.2,17.549991631511865,4.04999806881043,4.33333333,2.6999987125402867,0.48148148,0.11111111,0.37037037,0.16666667,1.0499994993212227,0.22222222,0.95238095,4.04999806881043,4.640187382698366,-0.5901893138879366,1.6141028308827619,"21052"
"Tylor Megill","NYM","AA",29,5,23.4,1.8,13,0,0.61904762,0.04761905,0.57142857,0.2,1,0.57142857,1,0,-1.3098119735717768,1.3098119735717768,-0.6106807693839071,"21318"
"Yerry De los Santos","NYY","AA",27,1,18,0,2,9,0.33333333,0,0.33333333,0.5,3,0.66666667,0.625,18,12.290188026428222,5.709811973571778,-0.7098119735717772,"21420"
"Mason Thompson","WSN","AA",27,5.2,11.117640821994993,6.352937612568568,1.75,0,0.25925926,0.14814815,0.11111111,0.33333333,1.9411753816181734,0.5,0.53846154,9.529406418852851,3.996069983380286,5.533336435472565,4.81857682101093,"21850"
"Dylan Coleman","BAL","AA",28,8,9,9,1,0,0.22857143,0.22857143,0,0.22222222,1.75,0.31578947,0.78571429,2.25,4.290188026428223,-2.040188026428223,5.018449697457254,"22276"
"Trevor Rogers","BAL","AA",27,3,9,3,3,3,0.23076923,0.07692308,0.15384615,0.33333333,1.6666666666666667,0.375,0.83333333,6,6.623521359761557,-0.6235213597615568,2.67859425097704,"22286"
"Raymond Burgos","SFG","AA",26,9.1,10.607146469915413,3.8571441708783323,2.75,0,0.25581395,0.09302326,0.1627907,0.28205128,1.6071434045326385,0.39285714,0.73333333,2.8928581281587493,2.2187590900731307,0.6740990380856187,3.0926733929614056,"22370"
"Johan Oviedo","PIT","AA",27,8.1,8.640003295899694,0,8,0,0.25,0,0.25,0.22580645,0.8400003204346925,0.30434783,0.75,2.1600008239749235,1.7301874313352223,0.4298133926397012,2.8487977847518002,"22487"
"Yovanny Cruz","BOS","AA",25,59.1,10.921349250823397,6.6741578755031865,1.63636364,0.7584270313071803,0.28235294,0.17254902,0.10980392,0.16585366,1.3146068542657792,0.2265625,0.77922078,3.033708125228721,4.486817342490663,-1.4531092172619418,4.294683488734933,"22622"
"Cam Sanders","PIT","AA",28,23.2,9.887322615593572,4.943661307796786,2,0.38028163906129125,0.27368421,0.13684211,0.13684211,0.15,1.0563378862813646,0.20754717,0.78125,1.901408195306456,3.5437091191357504,-1.6423009238292943,4.323747219506728,"23479"
"Brayan Bello","BOS","AA",26,4.1,14.538472203821184,2.0769246005458837,7,2.0769246005458837,0.35,0.05,0.3,0.33333333,1.615385800424576,0.5,0.60606061,8.307698402183535,4.444035026731491,3.8636633754520435,1.9818264544567168,"23920"
"Wilkin Ramos","PIT","AA",24,49.2,9.604025862108692,3.4429526675483992,2.78947368,0.18120803513412628,0.27040816,0.09693878,0.17346939,0.16,0.9463086279226595,0.2231405,0.81932773,1.4496642810730103,2.6861612426478017,-1.2364969615747914,3.081318038330269,"23988"
"Josiah Gray","WSN","AA",27,1.2,10.799978628200861,0,2,0,0.25,0,0.25,0.5,2.3999952507113025,0.66666667,1,0,0.8901927757169203,-0.8901927757169203,2.2884524171127216,"24580"
"Kyle Bradish","BAL","AA",28,3.2,4.909086333822937,0,2,0,0.16666667,0,0.16666667,0.08333333,0.2727270185457187,0.1,1,0,2.199279952245348,-2.199279952245348,3.1526397966975273,"24586"
"Victor Vodnik","COL","AA",25,1.2,10.799978628200861,5.399989314100431,2,0,0.25,0.125,0.125,0.14285714,1.1999976253556512,0.2,0,10.799978628200861,2.690189213750397,8.109789414450464,3.389319034448298,"24614"
"Erik Sabrowski","CLE","AA",27,1,18,9,2,0,0.5,0.25,0.25,0,1,0,1,0,2.290188026428223,-2.290188026428223,3.455406700074673,"24978"
"Yaramil Hiraldo","BAL","AA",29,3,9,0,3,0,0.27272727,0,0.27272727,0.27272727,1,0.375,1,0,1.2901880264282233,-1.2901880264282233,2.0670004755258566,"25215"
"Blair Calvo","DET","AA",29,18,10.5,4,2.625,2,0.25609756,0.09756098,0.15853659,0.25352113,1.4444444444444444,0.30434783,0.55555556,8,5.679076915317111,2.3209230846828888,3.6317348462839925,"25416"
"Anthony Nunez","BAL","AA",23,26.2,12.824998471141043,4.049999517202435,3.16666667,0,0.36893204,0.11650485,0.25242718,0.13483146,0.8999998927116521,0.23529412,0.73076923,2.0249997586012176,2.0151881784200496,0.009811580181168011,2.4521451289481404,"25796"
"Chris Murphy","BOS","AA",27,4,4.5,2.25,2,0,0.13333333,0.06666667,0.06666667,0.28571429,1.25,0.33333333,0.8,2.25,3.040188026428223,-0.7901880264282228,3.622797363251448,"26214"
"Orlando Ribalta","WSN","AA",27,2,4.5,9,0.5,0,0.14285714,0.28571429,-0.14285714,0,1,0,1,0,5.290188026428223,-5.290188026428223,7.038016036897898,"26247"
"Alek Manoah","TOR","AA",27,3,6,9,0.66666667,0,0.11111111,0.16666667,-0.05555556,0.35714286,2.6666666666666665,0.41666667,0.77777778,6,5.95685469309489,0.0431453069051102,6.3452609176437065,"26410"
"Alex Carrillo","NYM","AA",28,19.1,13.965519537682292,3.7241385433819447,3.75,0.4655173179227431,0.36585366,0.09756098,0.26829268,0.20547945,1.1896553680247879,0.33333333,0.66371681,4.189655861304688,2.255705097711016,1.9339507635936721,2.427070372321663,"26463"
