Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Erick Mejia","WSN","A",30,1,0,4.5,10,0,0,0,2,0,0,12,51,8,6,6,2,4,0,0,1,0,17,"15817"
"Joan Adon","WSN","A",26,0,0,36,1,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,"22925"
"Cody Bolton","HOU","A",27,0,0,6,1,1,0,0,0,0,0,3,13,6,2,2,1,0,0,0,0,0,1,"23265"
"Luis Garcia","HOU","A",28,0,0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,"23735"
"Chase Solesky","WSN","A",27,0,0,0,1,1,0,0,0,0,0,3,10,1,0,0,0,0,0,0,0,0,1,"25480"
"Cade Cavalli","WSN","A",26,0,0,0,1,1,0,0,0,0,0,4,15,1,0,0,0,2,0,0,0,0,3,"27473"
"Zach Brzykcy","WSN","A",25,0,0,0,2,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,4,"27783"
"Jake Bennett","WSN","A",24,0,1,1.5,2,2,0,0,0,0,0,6,22,5,1,1,0,0,0,0,0,0,7,"31959"
"Jorge Juan","ATL","A",26,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,2,"sa3005826"
"Wardquelin Vasquez","CHW","A",23,2,2,4.5,12,0,0,0,0,0,0,16,76,15,10,8,2,13,0,1,1,2,16,"sa3006502"
"Dionmy Salon","KCR","A",23,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2,"sa3008839"
"Reibyn Corona","ATL","A",23,5,1,3.6,22,1,0,0,1,2,1,45,196,39,22,18,2,29,0,2,8,2,44,"sa3009521"
"Johan Otanez","WSN","A",23,5,1,2.673266922863207,25,0,0,0,4,1,1,33.2,142,26,15,10,3,15,1,0,4,0,39,"sa3009782"
"Manuel Veloz","CHW","A",24,4,0,4.153846153846154,13,1,0,0,0,1,1,26,115,23,12,12,1,10,0,6,3,1,23,"sa3011349"
"Chris Clarke","CHC","A",27,1,0,3,2,1,0,0,0,0,0,9,38,9,3,3,0,1,0,0,0,0,11,"sa3011411"
"Noah Song","BOS","A",28,0,0,0,3,2,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,6,"sa3011695"
"Manuel Medina","BOS","A",23,1,3,4.95,10,0,0,0,1,3,0,20,87,17,16,11,1,8,0,2,1,0,31,"sa3011728"
"Nick Lockhart","TEX","A",24,0,0,0,1,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,1,"sa3011743"
"Jean Pinto","HOU","A",24,0,0,6,1,1,0,0,0,0,0,3,14,4,3,2,0,2,0,0,0,0,2,"sa3011803"
"Kai Wynyard","TEX","A",23,6,2,3.5136982629124613,21,0,0,0,1,1,1,48.2,212,44,24,19,5,22,0,3,1,1,45,"sa3015311"
"Adrian Rodriguez","TEX","A",24,1,0,6.517239236095285,7,0,0,0,1,1,0,9.2,46,12,7,7,0,5,0,0,3,0,17,"sa3015385"
"Andy Luis","WSN","A",22,0,0,2.8928581281587493,9,0,0,0,0,0,1,9.1,44,6,4,3,0,10,0,0,3,0,7,"sa3015633"
