Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Erasmo Ramirez","MIN","CPX",35,4,0.25,2,0.181818181,0.545454545,0.272727272,0,0,0.45454545,0.45454545,0.09090909,0.2,7,23,30,"10314"
"Yimi Garcia","TOR","CPX",34,1,1,0,1,0,0,0,0,0,0,1,0.35714286,3,11,14,"12095"
"Adrian Sampson","WSN","CPX",33,5,0.375,,,,,,,,,,,,,,"13339"
"Zach Eflin","BAL","CPX",31,4,0.23076923,2,0.4,0.4,0.2,0,0,0.23076923,0.53846154,0.23076923,0.04411765,28,40,68,"13774"
"Amir Garrett","TOR","CPX",33,3.1,0.44444444,1,0.272727272,0.363636363,0.363636363,0,0.5,0.72727273,0,0.27272727,0.19672131,20,41,61,"14375"
"Paul Blackburn","NYM","CPX",31,3.2,0.6,2,0.4,0.4,0.2,1,0,0.6,0.2,0.2,0.24528302,17,36,53,"14739"
"Yacksel Rios","NYM","CPX",32,1,0,2,0,1,0,0,0,0.5,0,0.5,0.125,6,10,16,"15007"
"Rob Kaminsky","STL","CPX",30,3,0.33333333,5,0,1,0,0,0,0.5,0.16666667,0.33333333,0.375,6,26,32,"15792"
"Erik Swanson","TOR","CPX",31,0,0.33333333,0,1,0,0,0,1,0.66666667,0,0.33333333,0,0,4,4,"16587"
"Ryan Burr","TOR","CPX",31,2.2,0,2,0,0.666666666,0.333333333,0,0,0,0.66666667,0.33333333,0.42857143,6,22,28,"17536"
"Cristian Javier","HOU","CPX",28,1.1,0.33333333,1,0.333333333,0.333333333,0.333333333,0,0,0.33333333,0.33333333,0.33333333,0.22222222,19,17,36,"17606"
"Connor Overton","TOR","CPX",31,7.1,0.33333333,2.25,0.315789473,0.47368421,0.210526315,0.25,0,0.54545455,0.13636364,0.31818182,0.15789474,27,68,95,"18376"
"Scott Effross","NYY","CPX",31,1,0.33333333,0,0.333333333,0,0.666666666,1,0,0.66666667,0,0.33333333,0.14285714,0,7,7,"18384"
"Hobie Harris","BOS","CPX",32,1,0,0,1,0,0,0,0,0,1,0,0.375,0,8,8,"18615"
"Keegan Akin","BAL","CPX",30,1,0.5,,,,,,,,,,,,,,"19362"
"Kodi Whitley","TBR","CPX",30,5.1,0.30769231,0.666666666,0.23076923,0.307692307,0.461538461,0.333333333,0.166666666,0.42857143,0.35714286,0.21428571,0.18987342,24,55,79,"19731"
"Alex Faedo","TBR","CPX",29,2,0.33333333,2,0,0.666666666,0.333333333,0.5,0,0.5,0,0.5,0.12,8,17,25,"19874"
"Jovani Moran","BOS","CPX",28,3,0.25,0.333333333,0,0.25,0.75,0.333333333,0,0.5,0.5,0,0.4,8,22,30,"20422"
"Nick Sandlin","TOR","CPX",28,2.1,0.4,0.5,0.25,0.25,0.5,0.5,0,0.4,0,0.6,0.44,6,19,25,"20517"
"Luis F. Castillo","BAL","CPX",30,2.2,0.66666667,4,0.166666666,0.666666666,0.166666666,0,0,0.16666667,0,0.83333333,0.175,13,27,40,"20638"
"Thomas Szapucki","DET","CPX",29,4,0.28571429,1,0.142857142,0.428571428,0.428571428,0,0,0.57142857,0.28571429,0.14285714,0.27272727,12,32,44,"21065"
"J.P. France","HOU","CPX",30,1.1,0.66666667,,,,,,,,,,,,,,"21212"
"Shane McClanahan","TBR","CPX",28,1,0,,,,,,,,,,,,,,"21483"
"Mason Thompson","WSN","CPX",27,1,0.66666667,1,0.333333333,0.333333333,0.333333333,1,0,0.66666667,0,0.33333333,0.125,3,13,16,"21850"
"Johan Oviedo","PIT","CPX",27,0.2,0.75,2,0.5,0.5,0,0,0,0.25,0.5,0.25,0.16666667,8,16,24,"22487"
"Jose Butto","NYM","CPX",27,1,0.5,1,0.5,0.5,0,0,0,1,0,0,0.25,4,8,12,"23313"
"Luis Garcia","HOU","CPX",28,4,0.33333333,3,0.428571428,0.428571428,0.142857142,1,1,0.42857143,0.28571429,0.28571429,0.28888889,10,35,45,"23735"
"Adam Kloffenstein","TOR","CPX",24,4.2,0.55555556,2.5,0.222222222,0.555555555,0.222222222,0.5,0,0.44444444,0.11111111,0.44444444,0.425,6,34,40,"24493"
"Joey Gerber","TBR","CPX",28,1,0.33333333,2,0.333333333,0.666666666,0,0,0,1,0,0,0.08333333,4,8,12,"24591"
"Zach Penrod","BOS","CPX",28,1,0,0,1,0,0,0,0,1,0,0,0.54545455,4,7,11,"25368"
"Blair Calvo","DET","CPX",29,2.2,0.33333333,5,0,0.833333333,0.166666666,0,0,0.33333333,0.5,0.16666667,0.375,9,15,24,"25416"
"Paxton Schultz","TOR","CPX",27,2,0,1,0,1,0,0,0,1,0,0,0.33333333,2,22,24,"25501"
"Adam Macko","TOR","CPX",24,17.1,0.35897436,2.428571428,0.351351351,0.459459459,0.189189189,0.285714285,0,0.35,0.225,0.425,0.24180328,68,176,244,"25590"
"Kevin Kelly","TBR","CPX",27,1,1,1,0,1,0,0,0,0,0,1,0.07407407,11,16,27,"25679"
"Easton Lucas","TOR","CPX",28,5.1,0.1,3,0,0.75,0.25,1,0,0.4,0.2,0.4,0.05555556,12,24,36,"26058"
"Amos Willingham","ATL","CPX",26,2.2,0.2,1.5,0.166666666,0.5,0.333333333,0,0.5,0.66666667,0.16666667,0.16666667,0.2195122,14,27,41,"26128"
"Alek Manoah","TOR","CPX",27,0.1,1,1,0,1,0,0,0,1,0,0,0.22727273,12,10,22,"26410"
"Kendry Rojas","TOR","CPX",22,5,0.45454545,2,0.181818181,0.545454545,0.272727272,0.333333333,0,0.18181818,0.36363636,0.45454545,0.24637681,20,49,69,"29423"
"Hayden Juenger","TOR","CPX",24,1,0.5,0,0.5,0,0.5,1,0,0,0,1,0.04545455,10,12,22,"29640"
"Tyler Samaniego","PIT","CPX",26,2.1,0.25,2,0,0.666666666,0.333333333,0,1,0.8,0.2,0,0.12,20,30,50,"30081"
"Carter Baumler","BAL","CPX",23,2.2,0.375,1,0,0.5,0.5,0.25,0,0.25,0.25,0.5,0.02702703,19,18,37,"30231"
"Shinnosuke Ogasawara","WSN","CPX",27,2,0.25,3,0,0.75,0.25,1,0,1,0,0,0.11111111,10,17,27,"35324"
"Luis Quinones","TOR","CPX",27,3.1,0.4,0.25,0.166666666,0.166666666,0.666666666,0.25,0.25,0.33333333,0.33333333,0.33333333,0.26,18,32,50,"sa1170867"
"Brody Rodning","HOU","CPX",29,1.1,0.4,1.5,0,0.6,0.4,0,0,0.6,0,0.4,0.0952381,12,9,21,"sa3004591"
"Jakob Hernandez","BAL","CPX",29,1,0.5,1,0,0.5,0.5,0,0,0,0.5,0.5,0.23809524,9,12,21,"sa3004823"
"Freddy Pacheco","DET","CPX",27,4.1,0.09090909,1,0.272727272,0.363636363,0.363636363,0,0.25,0.66666667,0.16666667,0.16666667,0.12195122,14,27,41,"sa3006164"
"Michael Flynn","TBR","CPX",28,5.2,0.0625,0.5,0,0.333333333,0.666666666,0.375,0.125,0.33333333,0.25,0.41666667,0.14285714,20,43,63,"sa3006803"
"Rafael Marcano","MIN","CPX",25,0.1,1,1,0.5,0.5,0,0,0,1,0,0,0,5,5,10,"sa3008330"
"Royber Salinas","ATL","CPX",24,3,0,2.5,0.125,0.625,0.25,0.5,0,0.71428571,0,0.28571429,0.03448276,9,20,29,"sa3009243"
