Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Keone Kela","CHW","AA",32,1,0,0,2,0,0,0,0,0,0,3,11,1,0,0,0,2,0,0,0,0,4,"14696"
"Yency Almonte","CHC","AA",31,0,0,2.5312492456289393,8,0,0,0,0,0,0,10.2,44,10,3,3,1,7,0,1,0,0,8,"15068"
"Zach Thompson","ATL","AA",31,1,0,6.3,5,1,0,0,0,0,0,10,44,10,7,7,2,4,0,0,0,0,12,"16094"
"Tejay Antone","CIN","AA",31,0,0,30,4,0,0,0,0,1,0,3,21,7,10,10,1,4,0,2,0,0,3,"16233"
"Jose Cuas","ATL","AA",31,2,1,3.2238810559003825,18,0,0,0,1,0,3,22.1,104,17,9,8,0,18,0,1,1,0,23,"17701"
"Jake Brentz","CHC","AA",30,0,1,18,7,0,0,0,0,2,0,6,38,5,13,12,0,14,0,0,3,2,6,"17783"
"Jose Quijada","LAA","AA",29,2,1,2.7341775452550507,27,0,0,0,0,0,6,26.1,105,21,10,8,2,9,0,2,0,3,39,"19200"
"Sean Poppen","LAA","AA",31,3,4,5.522727871236787,21,1,0,0,0,1,0,29.1,140,34,19,18,3,18,0,5,1,0,35,"19583"
"Kodi Whitley","TBR","AA",30,0,0,0,2,0,0,0,0,0,0,3,13,3,1,0,0,0,0,0,0,0,5,"19731"
"Jose Suarez","ATL","AA",27,1,0,4.021275779789908,3,3,0,0,0,0,0,15.2,61,12,7,7,3,3,0,0,1,0,15,"19911"
"Ian Anderson","ATL","AA",27,0,3,3.0857134449240973,3,3,0,0,0,0,0,11.2,50,9,6,4,1,6,0,1,1,0,11,"19951"
"Jesus Cruz","LAA","AA",30,0,1,4.153846153846154,11,5,0,0,0,0,1,26,124,31,14,12,1,14,0,1,0,0,23,"20042"
"Antonio Santos","CHC","AA",28,3,5,2.122270883769798,20,15,0,0,0,1,1,76.1,301,44,20,18,1,33,1,5,2,3,64,"20383"
"Jordan Holloway","LAA","AA",29,0,1,3.857142857142857,20,0,0,0,0,0,3,21,95,18,11,9,1,17,0,0,3,0,23,"20631"
"Josh Maciejewski","MIL","AA",29,2,0,4.5,10,0,0,0,0,0,1,22,93,18,11,11,2,10,0,0,0,0,26,"21310"
"Hunter Stratton","ATL","AA",28,0,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,2,"23455"
"Tommy Romero","CHC","AA",27,3,1,2,7,5,0,0,0,0,0,36,141,23,8,8,2,12,0,0,1,0,29,"23465"
"Luarbert Arias","MIA","AA",24,0,0,7.105266724268624,5,1,0,0,0,0,1,6.1,31,8,5,5,0,4,0,1,1,0,6,"23811"
"Kelvin Caceres","LAA","AA",25,0,4,5.5,30,0,0,0,0,1,1,36,179,49,30,22,2,27,0,5,7,0,42,"24681"
"Lane Ramsey","MIA","AA",28,0,1,3.0681811531714627,10,0,0,0,1,1,0,14.2,54,9,6,5,1,3,0,0,2,0,21,"25071"
"Kolton Ingram","ATL","AA",28,0,0,4.263160034561174,5,0,0,0,0,0,2,6.1,30,5,4,3,1,6,0,0,0,0,5,"26068"
"Amos Willingham","ATL","AA",26,1,1,5.076923076923077,22,3,0,0,0,1,1,39,174,42,28,22,7,12,0,1,1,1,45,"26128"
"Caleb Freeman","CHW","AA",27,0,3,3.056603223584153,14,0,0,0,2,2,0,17.2,82,14,9,6,0,14,0,0,2,0,18,"26255"
"Sam Aldegheri","LAA","AA",23,8,8,3.71688282225906,23,23,0,0,0,0,0,128.1,554,116,58,53,12,58,0,8,12,0,110,"26443"
"Wikelman Gonzalez","CHW","AA",23,0,2,4.408164123255696,4,4,0,0,0,0,0,16.1,77,13,8,8,0,14,0,3,0,0,21,"26641"
"Jose Franco","CIN","AA",24,7,2,2.761363396959877,14,12,0,0,0,0,1,58.2,247,42,20,18,4,26,0,5,2,0,66,"27014"
"Rolddy Munoz","ATL","AA",25,2,2,2.113043758630339,25,1,0,0,6,1,2,38.1,166,28,11,9,4,23,0,4,2,0,34,"27407"
"Cole Wilcox","TBR","AA",25,0,0,3.6818197778440727,5,0,0,0,1,1,1,7.1,28,5,3,3,1,3,0,0,0,0,6,"27481"
"Zach McCambley","MIA","AA",26,1,0,2.1093753143214156,11,0,0,0,0,0,2,21.1,82,13,5,5,1,7,0,0,3,0,31,"27666"
