Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Kyle Gibson","BAL","A+",37,5,9,3.6,2.5,1.8,0.26315789,0.10526316,0.15789474,0.05882353,0.6,0,0.625,1.8,5.192779302597046,-3.392779302597046,3.457933932542801,"10123"
"Andrew Kittredge","BAL","A+",35,1,18,0,2,0,0.4,0,0.4,0.4,2,0.66666667,0.5,9,-0.6072206974029539,9.607220697402955,0.47422259002923983,"12828"
"Zach Eflin","BAL","A+",31,4,9,4.5,2,0,0.26666667,0.13333333,0.13333333,0.15384615,1,0.22222222,1,0,2.892779302597046,-2.892779302597046,3.1631401244550945,"13774"
"Frankie Montas","NYM","A+",32,4.1,8.307698402183535,8.307698402183535,1,0,0.19047619,0.19047619,0,0.23529412,1.8461552004852297,0.30769231,0.5,8.307698402183535,4.315856902839661,3.9918414993438742,4.8149849401203575,"14309"
"Paul Blackburn","NYM","A+",31,5,12.6,3.6,3.5,3.6,0.33333333,0.0952381,0.23809524,0.31578947,1.6,0.4,0.96153846,5.4,6.992779302597047,-1.5927793025970463,3.0905112475156784,"14739"
"Sean Manaea","NYM","A+",33,6.2,10.799994850161147,4.04999806881043,2.66666667,1.3499993562701433,0.21052632,0.07894737,0.13157895,0.34375,2.0999989986424454,0.43478261,0.57692308,9.449995493891004,5.642778229713952,3.8072172641770523,4.990510485658081,"15873"
"JT Brubaker","NYY","A+",31,3,9,0,3,0,0.3,0,0.3,0.11111111,0.3333333333333333,0.16666667,1,0,2.3927793025970465,-2.3927793025970465,2.753260398407778,"17578"
"Beau Burrows","PIT","A+",28,4.1,12.461547603275301,4.153849201091767,3,0,0.33333333,0.11111111,0.22222222,0.125,0.9230776002426149,0.2,1,0,2.0081629022331238,-2.0081629022331238,3.755111032715563,"18873"
"Jesse Scholtens","CHW","A+",31,7,6.428571428571429,3.857142857142857,1.66666667,0,0.16129032,0.09677419,0.06451613,0.32142857,1.7142857142857142,0.39130435,0.66666667,5.142857142857143,3.2499221597399033,1.89293498311724,4.949333039990494,"19205"
"Jose Suarez","ATL","A+",27,2.2,13.499982699774025,0,4,0,0.44444444,0,0.44444444,0.11111111,0.37499951943816734,0.2,1,0,0.39278314709170736,-0.39278314709170736,1.2038645732651165,"19911"
"Zack Kelly","BOS","A+",30,2,9,0,2,0,0.28571429,0,0.28571429,0,0,0,1,0,2.892779302597046,-2.892779302597046,3.97422259002924,"20349"
"Jovani Moran","BOS","A+",28,4.2,21.214271263210254,5.785710344511887,3.66666667,0,0.47826087,0.13043478,0.34782609,0.22222222,1.4999989782067855,0.57142857,0.66666667,5.785710344511887,1.8927803243902606,3.892930020121627,2.587993392734637,"20422"
"Jake Cousins","NYY","A+",30,2.1,15.428594024847,0,4,0,0.36363636,0,0.36363636,0.36363636,1.7142882249829998,0.57142857,0.25,7.7142970124235,-0.035797147368953564,7.750094159792454,-0.035797147368953564,"21620"
"Josiah Gray","WSN","A+",27,1.1,6.750016696792419,13.500033393584838,0.5,0,0.14285714,0.28571429,-0.14285714,0,1.5000037103983153,0,1,0,8.64279228899115,-8.64279228899115,10.264961232724792,"24580"
"Kyle Bradish","BAL","A+",28,2,18,4.5,4,0,0.4,0.1,0.3,0.22222222,1.5,0.4,0.66666667,4.5,0.8927793025970461,3.607220697402954,0.8927793025970461,"24586"
"Andrew Wantz","TBR","A+",29,6,9,4.5,2,0,0.26086957,0.13043478,0.13043478,0.2,1.1666666666666667,0.28571429,0.85714286,1.5,2.8927793025970465,-1.3927793025970465,3.9742225900292403,"24933"
"Jayvien Sandridge","NYY","A+",26,2.1,11.57144551863525,0,3,0,0.25,0,0.25,0.25,1.2857161687372498,0.33333333,-0.33333333,11.57144551863525,0.8213469651225465,10.750098553512704,2.675252458754462,"25158"
