Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Tyler Matzek","NYY","AAA",34,4.2,9.642850574186479,3.8571402296745916,2.5,0,0.25,0.1,0.15,0.23529412,1.2857134098915306,0.33333333,0.85714286,1.9285701148372958,3.2817716559584267,-1.353201541121131,5.112455270870722,"10058"
"Brooks Raley","NYM","AAA",37,3.1,8.100008304127623,2.700002768042541,3,0,0.2,0.06666667,0.13333333,0.25,1.2000012302411294,0.33333333,1,0,4.396058146954529,-4.396058146954529,5.421242720674905,"10061"
"Kyle Gibson","TBR","AAA",37,24.1,11.095891860529738,2.2191783721059477,5,0,0.30927835,0.06185567,0.24742268,0.23595506,1.1095891860529739,0.3559322,0.82758621,1.8493153100882895,2.01660497620305,-0.16728966611476048,3.06987585630399,"10123"
"Shelby Miller","MIL","AAA",34,1,27,0,3,0,1,0,1,0,0,0,1,0,-2.503942775726318,2.503942775726318,-2.503942775726318,"10197"
"Erasmo Ramirez","MIN","AAA",35,17.1,8.82692469577142,2.5961543222857113,3.4,0.5192308644571423,0.21794872,0.06410256,0.15384615,0.28767123,1.500000275098411,0.36363636,0.6504065,4.67307778011428,3.149903314635587,1.523174465478693,3.2870813882853738,"10314"
"Michael Tonkin","MIN","AAA",35,28,10.928571428571429,2.25,4.85714286,2.25,0.28099174,0.05785124,0.2231405,0.24770642,1.2142857142857142,0.29411765,0.78767123,4.821428571428571,5.603200081416539,-0.7817715099879674,4.061839285918644,"10315"
"Chris Sale","ATL","AAA",36,10.2,9.281247233972778,2.5312492456289393,3.66666667,0,0.25,0.06818182,0.18181818,0.24390244,1.218749636784304,0.33333333,0.76923077,2.5312492456289393,2.2773075874893776,0.2539416581395617,3.0782319759056715,"10603"
"Chasen Shreve","ATL","AAA",34,17.2,6.113206447168306,2.5471693529867943,2.4,1.5283016117920765,0.15189873,0.06329114,0.0886076,0.28767123,1.47169784839237,0.31034483,0.52631579,5.603772576570947,5.363981416463997,0.23979116010694934,5.284173647751642,"10855"
"Vince Velasquez","CLE","AAA",33,81.2,10.4693890591853,5.510204767992263,1.9,0.8816327628787621,0.26760563,0.14084507,0.12676056,0.23509934,1.4816328376156975,0.31658291,0.78900709,3.416326956155203,4.389934886636871,-0.9736079304816676,4.873923026655959,"11189"
"Jose Urena","NYM","AAA",33,22.2,8.338237632930316,5.55882508862021,1.5,0.3970589349014436,0.20792079,0.13861386,0.06930693,0.26190476,1.5882357396057745,0.33870968,0.79787234,3.5735304141129927,4.466645731810544,-0.8931153176975517,5.174595921997097,"11589"
"Jameson Taillon","CHC","AAA",33,16.2,9.17999824905429,1.6199996910095804,5.66666667,2.159999588012774,0.22972973,0.04054054,0.18918919,0.26470588,1.2599997596741181,0.29787234,0.70652174,5.939998867035128,5.656056812286456,0.28394205474867196,4.483905728988933,"11674"
"Noah Syndergaard","CHW","AAA",32,8,2.25,1.125,2,5.625,0.05714286,0.02857143,0.02857143,0.29411765,1.375,0.18518519,0.5,10.125,11.496057224273681,-1.371057224273681,8.069815036654472,"11762"
"Yimi Garcia","TOR","AAA",34,0.2,13.49993200634393,13.49993200634393,1,0,0.25,0.25,0,0.33333333,2.999984890298651,0.5,1,0,4.996049669423007,-4.996049669423007,7.558995567662119,"12095"
"Jacob Barnes","TOR","AAA",35,25,7.2,4.32,1.66666667,1.8,0.16806723,0.10084034,0.06722689,0.3271028,1.88,0.36585366,0.575,6.84,5.936057224273682,0.9039427757263176,5.24973313331604,"12323"
"Chris Devenski","NYM","AAA",34,37.2,7.646016666646411,1.9115041666616028,4,1.6725661458289025,0.20779221,0.05194805,0.15584416,0.26712329,1.2477874421263242,0.29906542,0.77956989,3.345132291657805,4.85003934232565,-1.5049070506678452,3.885697557784854,"12763"
"John Brebbia","ATL","AAA",35,20.2,9.580643632347696,1.7419352058813993,5.5,0.4354838014703498,0.25882353,0.04705882,0.21176471,0.2345679,1.112903048202005,0.31034483,0.74074074,2.177419007351749,2.576702532280721,-0.3992835249289719,4.179924462954881,"12777"
"Burch Smith","PIT","AAA",35,20.1,11.508198520503829,5.311476240232537,2.16666667,1.7704920800775121,0.26530612,0.12244898,0.14285714,0.25882353,1.672131408962095,0.32727273,0.57823129,7.0819683203100485,5.41409031102432,1.6678780092857286,4.453310401088398,"12784"
"Mike Clevinger","CHW","AAA",34,100.2,8.31457037662434,3.2185433715965193,2.58333333,1.5198677032539119,0.21882353,0.08470588,0.13411765,0.25322997,1.3311259623269556,0.29241877,0.75757576,4.201987179584345,4.976189824174551,-0.7742026445902059,4.54604220390168,"12808"
"Andrew Kittredge","BAL","AAA",35,5,7.2,3.6,2,0,0.19047619,0.0952381,0.0952381,0.21052632,1.2,0.26666667,1,0,3.096057224273682,-3.096057224273682,4.121240746974945,"12828"
"Joe Ross","PHI","AAA",32,9,7,3,2.33333333,0,0.2,0.08571429,0.11428572,0.15625,0.8888888888888888,0.2,0.75,2,2.9405016687181265,-0.9405016687181265,3.8897456712192966,"12972"
"Andrew Chafin","DET","AAA",35,12.2,12.078944337005531,2.842104549883654,4.25,0,0.31481481,0.07407407,0.24074074,0.24489796,1.2631575777260686,0.375,0.76470588,2.1315784124127406,1.9960576007239754,0.13552081168876517,3.4798754848760654,"12988"
"Colten Brewer","NYY","AAA",32,29.2,9.7078641282988,4.550561310140062,2.13333333,0.9101122620280124,0.27118644,0.12711864,0.1440678,0.18811881,1.1460672929241638,0.24242424,0.72327044,3.943819802121387,4.372461624745101,-0.4286418226237143,4.094557351637409,"12997"
"Anthony DeSclafani","NYY","AAA",35,20,9,4.05,2.22222222,0.45,0.22222222,0.1,0.12222222,0.2962963,1.65,0.38333333,0.69620253,4.5,3.496057224273682,1.0039427757263182,4.383832508325577,"13050"
"Derek Law","WSN","AAA",34,2,4.5,4.5,1,4.5,0.09090909,0.09090909,0,0.4,2.5,0.375,0.55555556,13.5,10.496057224273681,3.003942775726319,6.55901603102684,"13133"
"Jordan Weems","ATL","AAA",32,17.2,9.169809670752459,5.0943387059735885,1.8,1.5283016117920765,0.225,0.125,0.1,0.27142857,1.6415091385914895,0.32653061,0.72580645,5.0943387059735885,5.363981416463997,-0.2696427104904089,4.607165782881943,"13190"
