Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Chris Martin","TEX","AA",39,1,9,0,1,0,0.33333333,0,0.33333333,0,0,0,1,0,1.4513768672943117,-1.4513768672943117,2.71226145029068,"11847"
"Aaron Brooks","OAK","AA",35,11,9,4.909090909090909,1.83333333,0,0.21153846,0.11538462,0.09615385,0.32608696,1.9090909090909092,0.42857143,0.71428571,4.090909090909091,3.087740503657948,1.0031685872511429,4.233999215472829,"12272"
"Danny Coulombe","TEX","AA",35,2,9,0,2,0,0.22222222,0,0.22222222,0.25,1,0.33333333,1,0,2.9513768672943117,-2.9513768672943117,3.581819158792496,"13293"
"Lance McCullers Jr.","HOU","AA",31,6.2,10.799994850161147,5.399997425080573,2,1.3499993562701433,0.26666667,0.13333333,0.13333333,0.26923077,1.6499992132190642,0.35294118,0.72916667,2.6999987125402867,4.801376223564455,-2.1013775110241686,4.553570528772516,"14120"
"J.B. Wendelken","SDP","AA",32,17,10.058823529411764,5.823529411764706,1.72727273,0.5294117647058824,0.25,0.14473684,0.10526316,0.28125,1.7058823529411764,0.38636364,0.52447552,7.411764705882353,4.098435690823724,3.3133290150586294,3.9270872592926027,"14506"
"Michael Lorenzen","KCR","AA",33,8.2,9.346150418006303,6.230766945337535,1.5,2.076922315112512,0.2195122,0.14634146,0.07317073,0.32352941,1.9615377420507056,0.39130435,0.72368421,7.269228102893791,6.797529486086692,0.47169861680709957,4.961423620793727,"14843"
"Hunter Harvey","KCR","AA",30,2,18,0,4,0,0.5,0,0.5,0.25,1,0.5,1,0,-0.5486231327056883,0.5486231327056883,0.0818191587924959,"15507"
"Cristian Javier","HOU","AA",28,3,9,6,1.5,0,0.23076923,0.15384615,0.07692308,0.18181818,1.3333333333333333,0.25,0.75,3,3.451376867294312,-0.45137686729431215,4.712261450290681,"17606"
"Josh Sborz","TEX","AA",31,2.2,10.124987024830519,6.749991349887012,1.5,0,0.27272727,0.18181818,0.09090909,0.11111111,1.124998558314502,0.16666667,0.66666667,3.374995674943506,3.4513768672943117,-0.07638119235080554,4.397039092675576,"18323"
"Ryan Hendrix","KCR","AA",30,4,18,6.75,2.66666667,2.25,0.44444444,0.16666667,0.27777778,0.21428571,1.5,0.4,0.53571429,9,5.701376867294312,3.2986231327056883,3.397040304541588,"19535"
"Kyle Wright","KCR","AA",29,10,6.3,4.5,1.4,0.9,0.15217391,0.10869565,0.04347826,0.23076923,1.4,0.25806452,0.68493151,4.5,5.451376867294312,-0.9513768672943117,5.538349908590317,"19665"
"CD Pelham","OAK","AA",30,39.1,10.754238678785251,3.4322038336548673,3.13333333,0.6864407667309734,0.2797619,0.08928571,0.19047619,0.24161074,1.2966103371585054,0.33333333,0.68897638,3.4322038336548673,3.502224331496606,-0.07002049784173892,3.6967852779488206,"19820"
"Nick Raquet","STL","AA",29,35,9.771428571428572,1.542857142857143,6.33333333,0,0.26760563,0.04225352,0.22535211,0.21804511,1,0.30526316,0.84210526,0.7714285714285715,2.051376867294312,-1.2799482958657404,3.2402109026908876,"20333"
"Clayton Kershaw","LAD","AA",37,3,12,3,4,0,0.26666667,0.06666667,0.2,0.28571429,1.6666666666666667,0.4,0.8,3,1.7847102006276454,1.2152897993723546,2.6252999226252243,"2036"
"Jose Espada","SDP","AA",28,22.1,14.910449883539268,3.2238810559003825,4.625,0.4029851319875478,0.43023256,0.09302326,0.3372093,0.15384615,0.895522515527884,0.275,0.69892473,2.4179107919252867,1.7946602135677259,0.6232505783575608,2.341721112029836,"21131"
"J.P. France","HOU","AA",30,2,13.5,4.5,3,0,0.25,0.08333333,0.16666667,0.45454545,3,0.625,0.5,13.5,1.9513768672943117,11.54862313270569,3.21226145029068,"21212"
"Daniel Lynch IV","KCR","AA",28,0.2,13.49993200634393,13.49993200634393,1,0,0.25,0.25,0,0.33333333,2.999984890298651,0.5,0,26.99986401268786,4.951369312443637,22.04849470024422,4.951369312443637,"21537"
"Cole Ragans","KCR","AA",27,3.2,14.72725900146881,2.4545431669114683,6,2.4545431669114683,0.33333333,0.05555556,0.27777778,0.41176471,2.1818161483657494,0.6,0.45454545,9.818172667645873,4.542284941477186,5.275887726168687,1.3407109934337047,"21846"
"John King","STL","AA",30,1,18,0,2,9,0.5,0,0.5,0.25,1,0,1,9,12.45137686729431,-3.451376867294311,0.7122614502906801,"22051"
"Jonathan Heasley","KCR","AA",28,12.2,6.394735237238222,1.421052274941827,4.5,2.1315784124127406,0.17307692,0.03846154,0.13461539,0.28571429,1.2631575777260686,0.2972973,0.859375,4.263156824825481,5.81979732553069,-1.5566405007052087,4.333546645473235,"22224"
"Luis Patino","SDP","AA",25,18.1,9.327274344578543,3.9272734082435967,2.375,0.4909091760304496,0.24358974,0.1025641,0.14102564,0.21428571,1.2545456720778156,0.28,0.74074074,2.9454550561826975,3.3968314032909284,-0.4513763471082308,4.2008021332004315,"22815"
"Eduarniel Nunez","SDP","AA",26,22.2,15.088233178049933,4.367646446277612,3.45454545,0.39705876784341926,0.40860215,0.11827957,0.29032258,0.20987654,1.2352939444017488,0.38095238,0.65217391,3.5735289105907735,2.260200563764054,1.3133283468267196,2.1873165113519724,"23162"
"Luis Garcia","HOU","AA",28,6.2,12.149994206431291,4.04999806881043,3,2.6999987125402867,0.28125,0.09375,0.1875,0.31034483,1.7999991416935246,0.38888889,0.65217391,6.749996781350717,6.001375651360139,0.7486211299905783,3.614438289136209,"23735"
"Tanner Andrews","MIN","AA",29,16.2,9.719998146057483,1.6199996910095804,6,0,0.24,0.04,0.2,0.29577465,1.4399997253418493,0.39622642,0.68,3.779999279022354,2.0113771419524626,1.7686221370698916,2.9948669291038397,"24698"
"Shawn Dubin","HOU","AA",29,1,18,9,2,0,0.33333333,0.16666667,0.16666667,0.4,3,0.66666667,0.66666667,9,2.4513768672943117,6.548623132705688,2.4513768672943117,"24977"
"Garrett Hill","SEA","AA",29,42.1,7.866142677384345,7.228347325163993,1.08823529,0.21259845074011743,0.18974359,0.17435897,0.01538462,0.20512821,1.5590553054275278,0.26271186,0.68965517,4.0393705640622315,4.7742116718994865,-0.734841107837255,5.718081529063687,"25097"
"Peyton Gray","TEX","AA",30,12,15.75,3,5.25,0,0.48837209,0.09302326,0.39534884,0.12820513,0.75,0.27777778,0.66666667,2.25,0.9513768672943121,1.2986231327056879,1.476745443542799,"25310"
"Matt Waldron","SDP","AA",28,6.1,8.526320069122349,4.263160034561174,2,1.4210533448537248,0.20689655,0.10344828,0.10344828,0.32,1.7368429770434415,0.38888889,0.8490566,4.263160034561174,5.50400947652747,-1.2408494419662954,4.44681256403958,"25550"
"Bryan Hoeing","SDP","AA",28,2,13.5,0,3,0,0.42857143,0,0.42857143,0.14285714,0.5,0.25,1,0,0.4513768672943117,-0.4513768672943117,1.081819158792496,"26304"
"Gavin Collyer","TEX","AA",24,45.1,12.904413212542053,6.154412455212364,2.09677419,0.5955883021173255,0.3125,0.14903846,0.16346154,0.20231214,1.4558825162867957,0.3047619,0.71428571,3.97058868078217,3.7602004313551474,0.2103882494270226,4.234960631323844,"26349"
"Cody Laweryson","MIN","AA",27,18.2,9.642855500688638,1.9285711001377275,5,0,0.26315789,0.05263158,0.21052632,0.28169014,1.285714066758485,0.39215686,0.64,2.8928566502065913,2.1120913810875566,0.7807652691190348,3.057754657289337,"26429"
"Juan Burgos","SEA","AA",25,28,9.321428571428571,2.25,4.14285714,0.32142857142857145,0.27619048,0.06666667,0.20952381,0.10204082,0.6071428571428571,0.13235294,0.83333333,0.6428571428571429,2.5942340101514545,-1.9513768672943117,3.300769694362368,"27271"
"Nick Davila","SEA","AA",26,50.2,7.105262444620389,3.907894344541214,1.81818182,0.35526312223101947,0.18348624,0.10091743,0.08256881,0.24102564,1.3618419685522412,0.29411765,0.6547619,3.5526312223101946,3.7474294691534946,-0.19479824684330005,4.279478477963487,"27741"
"Beck Way","KCR","AA",25,36.1,7.678900157529521,3.9633033071120107,1.9375,0.743119370083502,0.19018405,0.09815951,0.09202454,0.24647887,1.403669921268837,0.2962963,0.67567568,4.954129133890013,4.552294452603204,0.4018346812868092,4.797623316869326,"27877"
"Jose Corniell","TEX","AA",22,20,9,0.45,20,0,0.3030303,0.01515152,0.28787879,0.078125,0.3,0.11363636,0.71428571,0.45,1.7513768672943117,-1.3013768672943118,2.8861729919910433,"27984"
"Alimber Santa","HOU","AA",22,57,9.947368421052632,3.6315789473684212,2.73913043,0.3157894736842105,0.27876106,0.10176991,0.17699115,0.175,1.0175438596491229,0.24444444,0.85910653,1.263157894736842,3.06541195501361,-1.802254060276768,3.3613781975026717,"28846"
"Bradgley Rodriguez","SDP","AA",21,22.1,12.492539091613981,2.014925659937739,6.2,0.4029851319875478,0.34831461,0.05617978,0.29213483,0.18072289,0.895522515527884,0.2745098,0.6122449,3.2238810559003825,2.063316968226091,1.1605640876742918,2.3280902332993927,"29107"
"Yilber Diaz","ARI","AA",24,14,10.285714285714286,5.785714285714286,1.77777778,0,0.23880597,0.13432836,0.10447761,0.28070175,1.7857142857142858,0.3902439,0.61538462,6.428571428571429,3.308519724437169,3.12005170413426,4.749530676433018,"29271"
"Jackson Wolf","SDP","AA",26,25,11.16,1.08,10.33333333,1.08,0.32631579,0.03157895,0.29473684,0.18478261,0.8,0.24137931,0.69620253,3.24,2.8913768672943116,0.34862313270568857,2.5418260669708252,"29832"
"Spencer Arrighetti","HOU","AA",25,6.1,8.526320069122349,1.4210533448537248,6,1.4210533448537248,0.23076923,0.03846154,0.19230769,0.2,0.9473688965691499,0.22222222,0.65217391,2.8421066897074496,4.082956131673745,-1.2408494419662954,3.6230206372330165,"29921"
"Robby Ahlstrom","TEX","AA",26,7.2,12.913038123985737,2.347825113451952,5.5,0,0.37931034,0.06896552,0.31034483,0.18518519,0.9130430996757591,0.3125,0.85714286,1.173912556725976,1.3644212108925764,-0.19050865416660034,2.5156631788849575,"30167"
