Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Jesus Mendez","CHW","A",20,30.2,0.31764706,1.09090909,0.206896551,0.413793103,0.379310344,0.121212121,0.09090909,0.42528736,0.24137931,0.33333333,0.12810707,206,317,523,"sa3019295"
"Adrian Delgado","BAL","A",20,32,0.25,1.03030303,0.118421052,0.447368421,0.434210526,0.242424242,0.06060606,0.48780488,0.17073171,0.34146341,0.10298507,319,351,670,"sa3019379"
"Bryan Rivera","MIL","A",20,72.2,0.30319149,0.931506849,0.237837837,0.367567567,0.394594594,0.191780821,0.109589041,0.54314721,0.23350254,0.22335025,0.1359584,560,786,1346,"sa3019382"
"David Landeta","HOU","A",22,18,0.29310345,0.464285714,0.226415094,0.245283018,0.528301886,0.214285714,0,0.375,0.28571429,0.33928571,0.06857143,159,191,350,"sa3019523"
"Anthony Cruz","HOU","A",22,84,0.29596413,1.098765432,0.244444444,0.395555555,0.36,0.308641975,0.074074074,0.5173913,0.23913043,0.24347826,0.1276901,551,843,1394,"sa3019534"
"Yeri Perez","KCR","A",20,57.1,0.30555556,3.068965517,0.169014084,0.626760563,0.204225352,0.344827586,0.068965517,0.42758621,0.22758621,0.34482759,0.11929171,493,580,1073,"sa3019566"
"Geury Rodriguez","TEX","A",20,7,0.33333333,4.5,0.3125,0.5625,0.125,0,0.5,0.5,0.0625,0.4375,0.12179487,61,95,156,"sa3019581"
"Yeiber Cartaya","BAL","A",22,78.1,0.25668449,1.028985507,0.213483146,0.398876404,0.387640449,0.20289855,0.028985507,0.42021277,0.23404255,0.34574468,0.12345679,568,809,1377,"sa3019599"
"Jogly Garcia","CLE","A",21,30.2,0.31034483,1.19047619,0.148148148,0.462962962,0.388888888,0.38095238,0,0.4137931,0.17241379,0.4137931,0.15913556,175,334,509,"sa3019633"
"Anthony Garcia","ATL","A",23,3,0.125,5,0.142857142,0.714285714,0.142857142,0,0,0.5,0.125,0.375,0.17307692,21,31,52,"sa3019661"
"Oliver Carrillo","HOU","A",23,1.1,0.2,0,0,0,1,0,0,0.4,0.6,0,0,3,8,11,"sa3019662"
"Fraynel Nova","KCR","A",23,62,0.27071823,1.517857142,0.229508196,0.464480874,0.306010928,0.285714285,0.071428571,0.48108108,0.23783784,0.28108108,0.12564901,365,598,963,"sa3019696"
"Eudry Alcantara","CLE","A",20,35.2,0.34285714,0.95,0.242718446,0.368932038,0.388349514,0.225,0,0.51428571,0.19047619,0.2952381,0.12408759,309,376,685,"sa3019701"
"Jose Gutierrez","KCR","A",22,39,0.37209302,1.84375,0.2890625,0.4609375,0.25,0.15625,0,0.44186047,0.27131783,0.28682171,0.06862745,274,440,714,"sa3019742"
"Carlos Cauro","HOU","A",20,1.1,0.25,0.333333333,0,0.25,0.75,0.666666666,0,0.25,0.25,0.5,0.15384615,5,8,13,"sa3019763"
"Keduar Trujillo","HOU","A",21,3.2,0.09090909,0.222222222,0,0.181818181,0.818181818,0.111111111,0,0.54545455,0.18181818,0.27272727,0.08888889,18,27,45,"sa3019764"
"Ethan Hammerberg","CHW","A",24,3,0.5,0.666666666,0.166666666,0.333333333,0.5,0.333333333,0,0.16666667,0,0.83333333,0.10989011,44,47,91,"sa3019849"
"Jordan Sprinkle","CHW","A",24,1,0.57142857,0.75,0,0.428571428,0.571428571,0.5,0,0.14285714,0.42857143,0.42857143,0.05263158,7,12,19,"sa3019925"
"Aneudis Mejia","TEX","A",21,61.1,0.3255814,1.975609756,0.26506024,0.487951807,0.246987951,0.292682926,0.048780487,0.60693642,0.23699422,0.15606936,0.12488522,429,660,1089,"sa3019960"
"Michael Sansone","BOS","A",25,19.2,0.3,0.826086956,0.192307692,0.365384615,0.442307692,0.391304347,0.086956521,0.5,0.30769231,0.19230769,0.16078431,62,193,255,"sa3020083"
"Yoendris Gonzalez","CHC","A",22,37,0.26,0.88095238,0.21,0.37,0.42,0.238095238,0.071428571,0.53398058,0.22330097,0.24271845,0.14471545,225,390,615,"sa3020334"
"Seth Keller","ATL","A",21,35.1,0.25842697,1.21875,0.202247191,0.438202247,0.359550561,0.3125,0.09375,0.6043956,0.08791209,0.30769231,0.0966811,330,363,693,"sa3020397"
"Nolan DeVos","HOU","A",24,3,0,2,0.25,0.5,0.25,1,1,0.25,0.25,0.5,0.12244898,16,33,49,"sa3020453"
"Reese Sharp","BAL","A",24,9.2,0.28,1.125,0.32,0.36,0.32,0.25,0,0.52,0.16,0.32,0.13157895,57,95,152,"sa3020561"
"Jared Beck","BAL","A",24,17.1,0.22222222,1.5,0.264705882,0.44117647,0.294117647,0,0.2,0.43243243,0.24324324,0.32432432,0.13293051,150,181,331,"sa3020571"
"Mathew Peters","CHC","A",24,21.2,0.390625,0.965517241,0.123076923,0.43076923,0.446153846,0.310344827,0.034482758,0.32307692,0.21538462,0.46153846,0.12284483,201,263,464,"sa3020629"
"Dylan Lesko","TBR","A",21,10.1,0.32258065,1.25,0.15625,0.46875,0.375,0.416666666,0.083333333,0.40625,0.21875,0.375,0.07296137,128,105,233,"sa3020677"
"Brock Porter","TEX","A",22,67.2,0.23225806,0.782608695,0.24074074,0.333333333,0.425925925,0.260869565,0.115942028,0.37654321,0.2345679,0.38888889,0.13412564,520,658,1178,"sa3020708"
"Garrett Apker","HOU","A",25,2.1,0,0.5,0,0.333333333,0.666666666,0.5,0,0.33333333,0,0.66666667,0.15384615,24,28,52,"sa3020821"
"Victor Farias","WSN","A",22,17.1,0.26415094,1.4,0.28,0.42,0.3,0.133333333,0,0.37735849,0.1509434,0.47169811,0.04234528,147,160,307,"sa3020957"
"Luis Aguilar","HOU","A",21,18.2,0.32142857,0.9,0.333333333,0.315789473,0.350877192,0.15,0.1,0.48275862,0.24137931,0.27586207,0.11864407,109,186,295,"sa3020982"
"Luis Reyes","CHW","A",19,87,0.31854839,1.474358974,0.215447154,0.467479674,0.31707317,0.269230769,0.076923076,0.52362205,0.21259843,0.26377953,0.11913357,484,901,1385,"sa3020983"
"Rafael Gonzalez","HOU","A",20,60,0.31446541,1.387755102,0.273291925,0.422360248,0.304347826,0.265306122,0.061224489,0.41717791,0.27607362,0.30674847,0.10579577,458,629,1087,"sa3020995"
"Lewis Sifontes","ATL","A",19,9,0.39130435,1.714285714,0.173913043,0.52173913,0.304347826,0.142857142,0.142857142,0.44,0.24,0.32,0.14545455,70,95,165,"sa3021016"
"Jeremy Reyes","ATL","A",19,76.1,0.24861878,1.327586206,0.245810055,0.430167597,0.324022346,0.189655172,0.034482758,0.50273224,0.23497268,0.26229508,0.13650546,543,739,1282,"sa3021018"
"Eccel Correa","BAL","A",22,32.2,0.33684211,1.692307692,0.239130434,0.478260869,0.282608695,0.269230769,0.038461538,0.47916667,0.22916667,0.29166667,0.11731844,193,344,537,"sa3021019"
"Fabian Ysalla","CHW","A",20,7,0.22727273,0.875,0.25,0.35,0.4,0.375,0.125,0.34782609,0.26086957,0.39130435,0.08461538,55,75,130,"sa3021020"
"Jesus Gamez","TEX","A",22,19,0.23529412,1.2,0.24137931,0.413793103,0.344827586,0.3,0,0.5,0.20588235,0.29411765,0.15806452,129,181,310,"sa3021056"
"Yaikel Mijares","CLE","A",19,0,1,1,0,1,0,0,0,0,1,0,0,3,2,5,"sa3021181"
"Luis Lameda","MIL","A",19,5.2,0.3,0.333333333,0.238095238,0.19047619,0.571428571,0.5,0.083333333,0.52380952,0.23809524,0.23809524,0.03370787,36,53,89,"sa3021233"
"Thomas Ireland","TEX","A",23,60.1,0.30177515,1.976744186,0.214723926,0.521472392,0.26380368,0.232558139,0.023255813,0.50877193,0.26315789,0.22807018,0.13363029,314,584,898,"sa3021469"
"Augusto Mendieta","KCR","A",20,37.2,0.36633663,1.857142857,0.191919191,0.525252525,0.282828282,0.321428571,0,0.33333333,0.29292929,0.37373737,0.1650165,208,398,606,"sa3021473"
"Julio Rosario","KCR","A",22,49.2,0.25,0.847457627,0.198529411,0.367647058,0.433823529,0.288135593,0.118644067,0.51798561,0.27338129,0.20863309,0.1385902,317,520,837,"sa3021492"
"Angel Anazco","TEX","A",23,10,0.41935484,2.714285714,0.103448275,0.655172413,0.24137931,0.142857142,0,0.61290323,0.09677419,0.29032258,0.10909091,106,114,220,"sa3021494"
"Darwin Rodriguez","KCR","A",21,14.2,0.33333333,1.5,0.418604651,0.348837209,0.232558139,0.2,0.1,0.34883721,0.3255814,0.3255814,0.07692308,91,143,234,"sa3021497"
"Luis Beltran","BAL","A",21,22.2,0.3255814,3.125,0.195121951,0.609756097,0.195121951,0.125,0,0.51162791,0.27906977,0.20930233,0.18485523,205,244,449,"sa3021509"
"Jostin Florentino","CHC","A",20,59.2,0.2611465,1.057692307,0.286666666,0.366666666,0.346666666,0.23076923,0.019230769,0.39240506,0.19620253,0.41139241,0.10725894,323,600,923,"sa3021510"
"Jesus Flores","MIL","A",20,38.2,0.41121495,2,0.277777777,0.481481481,0.24074074,0.192307692,0.076923076,0.43119266,0.2293578,0.33944954,0.12207358,212,386,598,"sa3021519"
"Luis Arestigueta","ATL","A",19,42.2,0.30081301,1,0.220338983,0.389830508,0.389830508,0.173913043,0.04347826,0.472,0.288,0.24,0.08618504,350,439,789,"sa3021521"
"Wuilliams Rodriguez","BOS","A",19,12,0.36363636,0.85,0.195652173,0.369565217,0.434782608,0.35,0.1,0.31111111,0.26666667,0.42222222,0.09649123,84,144,228,"sa3021523"
