Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Noah Syndergaard","CHW","CPX",32,15.1,0.29787234,1.235294117,0.173913043,0.456521739,0.369565217,0.058823529,0,0.36170213,0.34042553,0.29787234,0.21568627,35,118,153,"11762"
"Blake Treinen","LAD","CPX",37,1,0,2,0,0.666666666,0.333333333,0,1,1,0,0,0,6,8,14,"12572"
"Eduardo Rodriguez","ARI","CPX",32,4.2,0,0.4,0,0.285714285,0.714285714,0,0.6,0.57142857,0.14285714,0.28571429,0.26388889,22,50,72,"13164"
"Tyler Naquin","CLE","CPX",34,14,0.19512195,0.764705882,0.210526315,0.342105263,0.447368421,0.235294117,0,0.3902439,0.14634146,0.46341463,0.12376238,96,106,202,"13359"
"Blake Snell","LAD","CPX",32,3,0.6,1.5,0,0.6,0.4,0,0,0.2,0.4,0.4,0.30952381,11,31,42,"13543"
"Ty Blach","TEX","CPX",34,5,0.33333333,8,0.111111111,0.888888888,0,0,0,0.77777778,0,0.22222222,0.16981132,13,40,53,"14361"
"J.B. Wendelken","SDP","CPX",32,5.1,0.52941176,2.666666666,0.352941176,0.470588235,0.176470588,0,0,0.23529412,0.23529412,0.52941176,0.26530612,11,38,49,"14506"
"Buck Farmer","CIN","CPX",34,8.1,0.33333333,1.333333333,0.222222222,0.444444444,0.333333333,0.555555555,0,0.37037037,0.2962963,0.33333333,0.16363636,24,86,110,"14814"
"Jon Gray","TEX","CPX",33,3,0.54545455,8,0.181818181,0.727272727,0.09090909,1,0,0.63636364,0.09090909,0.27272727,0.20512821,10,29,39,"14916"
"Trevor Gott","SEA","CPX",32,2,0.25,2,0,0.666666666,0.333333333,0,0,0.2,0.2,0.6,0.22580645,11,20,31,"15046"
"Hunter Harvey","KCR","CPX",30,1,0.33333333,2,0.333333333,0.666666666,0,0,0,0,0.33333333,0.66666667,0.2,1,9,10,"15507"
"Kendall Graveman","ARI","CPX",34,2.1,0.5,5,0.285714285,0.714285714,0,0,0,0.25,0.5,0.25,0.30769231,8,18,26,"15514"
"Spencer Turnbull","CHC","CPX",32,4,0.125,4,0.375,0.5,0.125,0,0,0.375,0.125,0.5,0.22413793,19,39,58,"16207"
"Jeff Brigham","ARI","CPX",33,1,0,1,0,0.5,0.5,1,0,0.5,0,0.5,0.06666667,9,6,15,"16631"
"Jake Brentz","CHC","CPX",30,2,0.5,3,0.333333333,0.5,0.166666666,0,0,0.16666667,0.33333333,0.5,0.2173913,8,15,23,"17783"
"Triston McKenzie","CLE","CPX",27,14.1,0.28571429,1.083333333,0.166666666,0.433333333,0.4,0.083333333,0.166666666,0.5,0.23333333,0.26666667,0.17351598,98,121,219,"18000"
"Justin Dunn","KCR","CPX",29,5.1,0.38095238,3.333333333,0.38095238,0.476190476,0.142857142,0.333333333,0.333333333,0.40909091,0.31818182,0.27272727,0.03370787,35,54,89,"19268"
"Shane Bieber","CLE","CPX",30,4.1,0.33333333,3,0.2,0.6,0.2,1,0,0.5,0,0.5,0.22666667,24,51,75,"19427"
"Andrew Vasquez","LAA","CPX",31,2.1,0,1,0,1,0,0,0,0,1,0,0.32142857,7,21,28,"19482"
"Sean Poppen","LAA","CPX",31,1,0,1,0,1,0,0,0,0,0,1,0.13636364,11,11,22,"19583"
"Patrick Murphy","TEX","CPX",30,1,0.33333333,2,0.333333333,0.666666666,0,0,0,0.33333333,0.33333333,0.33333333,0.16666667,0,6,6,"19712"
"Trevor Stephan","CLE","CPX",29,2,0.75,0.5,0.25,0.25,0.5,0,0,0.5,0.5,0,0.34615385,6,20,26,"19932"
"Zach Pop","SEA","CPX",28,2,0.2,2,0,0.666666666,0.333333333,0,0,0.2,0.4,0.4,0.34615385,6,20,26,"20185"
"Eli Morgan","CHC","CPX",29,1,0,0,1,0,0,0,0,0,1,0,0.85714286,0,7,7,"20203"
"Clayton Kershaw","LAD","CPX",37,6,0,1.2,0.153846153,0.461538461,0.384615384,0.2,0,0.53846154,0.23076923,0.23076923,0.20634921,15,48,63,"2036"
"Kyle Nelson","ARI","CPX",28,1,0,1,0,1,0,0,0,1,0,0,0.71428571,0,7,7,"20515"
"Jordan Holloway","LAA","CPX",29,1,0.5,0,0.5,0,0.5,1,0,0.5,0,0.5,0.23809524,9,12,21,"20631"
"Ryan Feltner","COL","CPX",28,1.2,0.4,4,0,0.8,0.2,0,0,0.2,0.6,0.2,0.13793103,9,20,29,"21446"
"Jackson Kowar","SEA","CPX",28,2,0.25,2.5,0,0.714285714,0.285714285,0,0,0.5,0.125,0.375,0.16,6,19,25,"21549"
"Javier Assad","CHC","CPX",27,3,0.25,0.5,0.25,0.25,0.5,0,0,0.25,0.25,0.5,0.15555556,15,30,45,"21741"
"Kyle Tyler","CHW","CPX",28,7.1,0.33333333,4,0,0.8,0.2,0,0,0.4375,0.125,0.4375,0.17307692,38,66,104,"22092"
"Hunter Greene","CIN","CPX",25,2,0,1,0,1,0,0,0,0.5,0,0.5,0.25,12,16,28,"22182"
"DL Hall","MIL","CPX",26,5,0.125,3,0,0.75,0.25,0.5,0,0.25,0.375,0.375,0.21875,21,43,64,"22207"
"Joe Perez","CHW","CPX",25,1.2,0.4,0.25,0,0.2,0.8,0.25,0,0.8,0,0.2,0.14754098,36,25,61,"22254"
"Logan Gillaspie","SDP","CPX",28,1.2,0.5,2,0.5,0.333333333,0.166666666,1,0,0.5,0.33333333,0.16666667,0,0,9,9,"22461"
"Jack O'Loughlin","COL","CPX",25,4,0.33333333,2,0.25,0.5,0.25,0.333333333,0,0.36363636,0.18181818,0.45454545,0.29166667,0,24,24,"22690"
"Keaton Winn","SFG","CPX",27,2,0.5,6,0.125,0.75,0.125,1,0,0.625,0,0.375,0.03448276,11,18,29,"23499"
"Aaron Ashby","MIL","CPX",27,1.1,0.5,4,0.166666666,0.666666666,0.166666666,0,0,0.33333333,0.33333333,0.33333333,0.09756098,20,21,41,"23550"
"Justin Martinez","ARI","CPX",23,1,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0.5,2,8,10,"24453"
"Gus Varland","CHW","CPX",28,1,1,1,0,0.5,0.5,0,0,0,0.5,0.5,0.5,4,8,12,"24737"
"Erik Sabrowski","CLE","CPX",27,1,0,0.5,0,0.333333333,0.666666666,0.5,0,0.25,0.25,0.5,0.06521739,23,23,46,"24978"
"Sam Long","KCR","CPX",29,1,0.33333333,0.5,0.25,0.25,0.5,0,0.5,0.75,0.25,0,0.16666667,6,12,18,"25379"
"Matt Waldron","SDP","CPX",28,1.2,0.5,0.5,0.25,0.25,0.5,0,0,0,0.5,0.5,0.13157895,11,27,38,"25550"
"Cole Waites","SFG","CPX",27,1,0.33333333,0.5,0,0.333333333,0.666666666,0,0,0.33333333,0.66666667,0,0,2,6,8,"25665"
"Connor Thomas","MIL","CPX",27,1,0.5,4,0.166666666,0.666666666,0.166666666,0,0,0.5,0.16666667,0.33333333,0,7,13,20,"25873"
"Austin Pope","ARI","CPX",26,7.2,0.36842105,1.285714285,0.157894736,0.47368421,0.368421052,0,0.142857142,0.5,0.2,0.3,0.13636364,26,62,88,"26136"
"Andrew Saalfrank","ARI","CPX",27,1.2,0.57142857,0.333333333,0.428571428,0.142857142,0.428571428,0,0,0.42857143,0.14285714,0.42857143,0,13,10,23,"26203"
"Drey Jameson","ARI","CPX",27,1.1,0.5,1,0.333333333,0.333333333,0.333333333,1,0,0.5,0.25,0.25,0.19354839,10,21,31,"26260"
"Bryan Hoeing","SDP","CPX",28,1.1,0.625,1.5,0.375,0.375,0.25,0,0.5,0.11111111,0.44444444,0.44444444,0.08823529,8,26,34,"26304"
"Marc Church","TEX","CPX",24,1.2,0,1,0,0.5,0.5,1,0,0.33333333,0,0.66666667,0.26315789,2,17,19,"26353"
"Jairo Iriarte","CHW","CPX",23,2,0.33333333,1,0.2,0.4,0.4,0,0,0.2,0.4,0.4,0.125,8,24,32,"26907"
