Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Brooks Raley","NYM","AA",37,2.2,0.25,3,0,0.75,0.25,0,0,0.5,0,0.5,0.32258065,9,22,31,"10061"
"Derek Law","WSN","AA",34,2.2,0.3,1.666666666,0.272727272,0.454545454,0.272727272,0.666666666,0.333333333,0.54545455,0.18181818,0.27272727,0.11111111,17,28,45,"13133"
"Adrian Sampson","WSN","AA",33,11.2,0.2962963,1.714285714,0.296296296,0.444444444,0.259259259,0.142857142,0,0.51851852,0.22222222,0.25925926,0.08024691,59,103,162,"13339"
"Marcus Stroman","NYY","AA",34,10.1,0.40625,2.666666666,0.3125,0.5,0.1875,0.166666666,0,0.5,0.09375,0.40625,0.10559006,62,99,161,"13431"
"Zach Eflin","BAL","AA",31,4,0.28571429,0.571428571,0.266666666,0.266666666,0.466666666,0.571428571,0.142857142,0.26666667,0.2,0.53333333,0.06896552,20,38,58,"13774"
"Paul Sewald","CLE","AA",35,3,0.375,0.166666666,0.222222222,0.111111111,0.666666666,0.333333333,0.166666666,0.11111111,0.33333333,0.55555556,0.25581395,10,33,43,"13892"
"Paul Blackburn","NYM","AA",31,4.1,0,1.333333333,0,0.571428571,0.428571428,0,0.333333333,0.625,0.125,0.25,0.26027397,25,48,73,"14739"
"Lucas Giolito","BOS","AA",30,7,0.43478261,1.166666666,0.458333333,0.291666666,0.25,0.5,0.166666666,0.45833333,0.16666667,0.375,0.144,44,81,125,"15474"
"Mark Leiter Jr.","NYY","AA",34,1,0,2,0,0.666666666,0.333333333,0,0,0,0.33333333,0.66666667,0.0625,8,8,16,"15551"
"Erick Mejia","WSN","AA",30,27,0.23809524,0.76,0.301587301,0.301587301,0.396825396,0.28,0.04,0.40625,0.1875,0.40625,0.09920635,204,300,504,"15817"
"Sean Manaea","NYM","AA",33,3,0.5,1.666666666,0.333333333,0.416666666,0.25,0.666666666,0,0.33333333,0.33333333,0.33333333,0.16393443,22,39,61,"15873"
"Austin Gomber","COL","AA",31,4,0.18181818,1,0.09090909,0.454545454,0.454545454,0.8,0,0.45454545,0.18181818,0.36363636,0.14634146,12,29,41,"16561"
"Reed Garrett","NYM","AA",32,1,0.5,1,0.5,0.5,0,0,0,0.5,0,0.5,0.26666667,4,11,15,"16866"
"JT Brubaker","NYY","AA",31,6.2,0.11111111,2.75,0.166666666,0.611111111,0.222222222,0,0,0.66666667,0.11111111,0.22222222,0.125,40,56,96,"17578"
"Brandon Waddell","NYM","AA",31,2.2,0,1,0,0.5,0.5,0,0,1,0,0,0.14814815,7,20,27,"18347"
"Michael Soroka","WSN","AA",27,7,0.22222222,1.666666666,0.157894736,0.526315789,0.315789473,0.166666666,0.333333333,0.45,0.25,0.3,0.08870968,51,73,124,"18383"
"Scott Effross","NYY","AA",31,3.1,0.5,4,0.166666666,0.666666666,0.166666666,0.5,0,0.33333333,0.16666667,0.5,0.08928571,13,43,56,"18384"
"Beau Burrows","PIT","AA",28,20.2,0.15217391,0.6,0.238095238,0.285714285,0.476190476,0.25,0,0.3255814,0.27906977,0.39534884,0.12063492,116,199,315,"18873"
"Shane Bieber","CLE","AA",30,4,0.4,5,0,0.833333333,0.166666666,0,1,0.33333333,0.33333333,0.33333333,0.17241379,21,37,58,"19427"
