Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Scott Alexander","SFG","AAA",35,5.1,0.44,1.571428571,0.28,0.44,0.28,0.285714285,0.142857142,0.38461538,0.30769231,0.30769231,0.10185185,39,69,108,"10591"
"Andrew Bellatti","SDP","AAA",33,4.2,0.58823529,1.6,0.235294117,0.470588235,0.294117647,0,0,0.35294118,0.47058824,0.17647059,0.05405405,49,62,111,"10657"
"Michael Mariot","SEA","AAA",36,69,0.35652174,0.594594594,0.25,0.279661016,0.470338983,0.306306306,0.099099099,0.425,0.2375,0.3375,0.08589951,459,775,1234,"10835"
"Casey Lawrence","SEA","AAA",37,100,0.28698225,1.223140495,0.224783861,0.426512968,0.34870317,0.231404958,0.132231404,0.49435028,0.24011299,0.26553672,0.07409972,480,964,1444,"11121"
"David Buchanan","TEX","AAA",36,29,0.34020619,3.333333333,0.212121212,0.606060606,0.181818181,0.277777777,0.277777777,0.62,0.19,0.19,0.08492569,177,294,471,"11176"
"Drew Pomeranz","SEA","AAA",36,9.2,0.28571429,1.5,0.25,0.45,0.3,0.333333333,0,0.38095238,0.33333333,0.28571429,0.11797753,65,113,178,"11426"
"Yolmer Sanchez","LAA","AAA",33,1.1,0.63636364,2,0.454545454,0.363636363,0.181818181,0,0,0.45454545,0.45454545,0.09090909,0.03030303,14,19,33,"11602"
"Luke Jackson","SEA","AAA",33,2.1,0.625,5,0.25,0.625,0.125,0,0,0.5,0.125,0.375,0.15555556,15,30,45,"11752"
"Hector Neris","LAA","AAA",36,4,0.33333333,0,0.285714285,0,0.714285714,0.4,0.2,0.28571429,0.14285714,0.57142857,0.16901408,24,47,71,"11804"
"Scott McGough","OAK","AAA",35,40.2,0.33043478,1.903225806,0.217391304,0.513043478,0.269565217,0.258064516,0.096774193,0.44915254,0.20338983,0.34745763,0.14664587,225,416,641,"12056"
"Aaron Brooks","OAK","AAA",35,76.1,0.29875519,2.25,0.216867469,0.542168674,0.240963855,0.216666666,0.266666666,0.46899225,0.24806202,0.28294574,0.0725429,506,776,1282,"12272"
"Blake Treinen","LAD","AAA",37,6,0,6,0.222222222,0.666666666,0.111111111,0,0,0.6,0.1,0.3,0.1369863,21,52,73,"12572"
"Adrian Houser","TEX","AAA",32,39.1,0.25742574,2.565217391,0.203883495,0.572815533,0.22330097,0.04347826,0.173913043,0.4,0.22857143,0.37142857,0.08922559,215,379,594,"12718"
"Yu Darvish","SDP","AAA",38,4,0.125,3,0.555555555,0.333333333,0.111111111,0,1,0.44444444,0.11111111,0.44444444,0.17647059,14,37,51,"13074"
"Jordan Weems","HOU","AAA",32,29,0.3164557,1.636363636,0.275,0.45,0.275,0.318181818,0.09090909,0.40740741,0.18518519,0.40740741,0.12678937,184,305,489,"13190"
"Michael Fulmer","SEA","AAA",32,12,0.24,1.428571428,0.260869565,0.434782608,0.304347826,0.285714285,0.142857142,0.5,0.23076923,0.26923077,0.1352657,72,135,207,"13218"
"Jesse Hahn","SEA","AAA",35,32.1,0.36082474,3.705882352,0.183673469,0.642857142,0.173469387,0.058823529,0.176470588,0.38383838,0.23232323,0.38383838,0.09650582,242,359,601,"13287"
"Dylan Floro","OAK","AAA",34,15.1,0.4,2.625,0.442307692,0.403846153,0.153846153,0,0.375,0.39622642,0.33962264,0.26415094,0.08461538,100,160,260,"13394"
"Matt Bowman","HOU","AAA",34,10.1,0.25925926,1.142857142,0.444444444,0.296296296,0.259259259,0.285714285,0.142857142,0.35714286,0.14285714,0.5,0.06451613,76,110,186,"13528"
"Blake Snell","LAD","AAA",32,8.2,0.26666667,2.666666666,0.266666666,0.533333333,0.2,0,0,0.46666667,0.13333333,0.4,0.23880597,56,78,134,"13543"
"Robert Stephenson","LAA","AAA",32,5,0.22222222,0.666666666,0.09090909,0.363636363,0.545454545,0.333333333,0.333333333,0.54545455,0.36363636,0.09090909,0.23880597,19,48,67,"13594"
"Carl Edwards Jr.","TEX","AAA",33,50.2,0.36690647,2.257142857,0.208333333,0.548611111,0.243055555,0.085714285,0.2,0.45578231,0.23809524,0.30612245,0.11451247,320,562,882,"13607"
"Tayler Scott","ARI","AAA",33,22.2,0.36065574,1.875,0.233333333,0.5,0.266666666,0.25,0.0625,0.3,0.33333333,0.36666667,0.1075,150,250,400,"13652"
"Jack Lopez","SEA","AAA",32,1,0.5,0,0.333333333,0,0.666666666,0,0.5,0.33333333,0.33333333,0.33333333,0.0952381,8,13,21,"13663"
"JT Chargois","TEX","AAA",34,4.2,0.46153846,0.333333333,0.25,0.1875,0.5625,0,0.555555555,0.38888889,0.5,0.11111111,0.11320755,43,63,106,"13767"
"Albert Almora Jr.","ARI","AAA",31,1,0.5,2,0.5,0.5,0,0,0,0.75,0,0.25,0,3,6,9,"14109"
"Lance McCullers Jr.","HOU","AAA",31,11,0.26923077,2.333333333,0.2,0.56,0.24,0,0,0.61538462,0.15384615,0.23076923,0.10227273,68,108,176,"14120"
"Ty Blach","TEX","AAA",34,51,0.34146341,1.790697674,0.268292682,0.469512195,0.262195121,0.116279069,0.116279069,0.49404762,0.2202381,0.28571429,0.09068323,267,538,805,"14361"
"Tyler Glasnow","LAD","AAA",31,8.2,0.5,1.571428571,0.28,0.44,0.28,0.142857142,0.142857142,0.32,0.32,0.36,0.11458333,82,110,192,"14374"
"J.B. Wendelken","SDP","AAA",32,1,0.66666667,1,0.666666666,0.333333333,0,0,0,0.33333333,0.33333333,0.33333333,0.15789474,7,12,19,"14506"
"Jose Ruiz","TEX","AAA",30,23.1,0.29508197,1.823529411,0.213114754,0.508196721,0.278688524,0.411764705,0.058823529,0.43548387,0.22580645,0.33870968,0.13368984,135,239,374,"14552"
"Buck Farmer","LAA","AAA",34,12,0.38461538,3,0.368421052,0.47368421,0.157894736,0.5,0.166666666,0.51282051,0.23076923,0.25641026,0.13106796,79,127,206,"14814"
"Joe Mantiply","ARI","AAA",34,11.1,0.3030303,2.5,0.243243243,0.54054054,0.216216216,0,0.5,0.45945946,0.35135135,0.18918919,0.12222222,60,120,180,"14857"
"Jon Gray","TEX","AAA",33,5.2,0.21428571,1,0.066666666,0.466666666,0.466666666,0.142857142,0.142857142,0.2,0.2,0.6,0.13978495,36,57,93,"14916"
"German Marquez","COL","AAA",30,7.1,0.33333333,4.5,0.421052631,0.47368421,0.105263157,0,0.5,0.57894737,0.10526316,0.31578947,0.15322581,42,82,124,"15038"
"Lou Trivino","LAD","AAA",33,1,0,0,0,0,1,0,0,0,1,0,0.05555556,8,10,18,"15043"
"Trevor Gott","SEA","AAA",32,18.2,0.36065574,1.173913043,0.21875,0.421875,0.359375,0.260869565,0.217391304,0.34920635,0.3015873,0.34920635,0.09195402,128,220,348,"15046"
"Andrew Heaney","LAD","AAA",34,10,0.25,0.875,0.25,0.35,0.4,0.125,0,0.25,0.15,0.6,0.13333333,55,95,150,"15423"
