Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Tyler Matzek","NYY","A",34,1,18,0,2,0,0.4,0,0.4,0.4,2,0.66666667,0.5,9,-0.4530699729919432,9.453069972991944,-0.4530699729919432,"10058"
"Brooks Raley","NYM","A",37,3,18,0,6,0,0.5,0,0.5,0.25,1,0.5,1,0,-0.45306997299194274,0.45306997299194274,0.2495621214310333,"10061"
"Michael Tonkin","MIN","A",35,2,13.5,0,3,0,0.375,0,0.375,0.25,1,0.4,0.5,0,0.5469300270080568,-0.5469300270080568,0.5469300270080568,"10315"
"Yimi Garcia","TOR","A",34,1,27,0,3,0,0.75,0,0.75,0.25,1,1,0,0,-2.453069972991943,2.453069972991943,-2.453069972991943,"12095"
"Burch Smith","PIT","A",35,1,18,9,2,0,0.5,0.25,0.25,0,1,0,1,0,2.546930027008057,-2.546930027008057,2.546930027008057,"12784"
"Amir Garrett","TOR","A",33,2.1,11.57144551863525,0,3,0,0.42857143,0,0.42857143,0,0,0,1,0,0.9754976895335572,-0.9754976895335572,1.8788831340068954,"14375"
"Joe Mantiply","TOR","A",34,1,0,9,0,0,0,0.25,-0.25,0,1,0,1,0,6.546930027008057,-6.546930027008057,,"14857"
"Yacksel Rios","NYM","A",32,0,0,9,0,0,0,0.33333333,-0.33333333,1,3,1,0.33333333,18,6.546930027008057,11.453069972991944,6.546930027008057,"15007"
"Tim Mayza","PIT","A",33,1.2,10.799978628200861,0,2,0,0.28571429,0,0.28571429,0.28571429,1.1999976253556512,0.4,1,0,1.1469347762967543,-1.1469347762967543,1.1469347762967543,"15042"
"Brady Feigl","MIN","A",34,2,4.5,4.5,1,4.5,0.125,0.125,0,0.14285714,1,0,1,4.5,10.546930027008056,-6.046930027008056,4.573904097825289,"15968"
"Spencer Turnbull","TOR","A",32,11.1,7.941178698028873,3.176471479211549,2.5,0.7941178698028872,0.18518519,0.07407407,0.11111111,0.28571429,1.5882357396057745,0.34210526,0.625,5.55882508862021,4.252812577943956,1.3060125106762541,4.314694287176136,"16207"
"Ryan Borucki","PIT","A",31,1,9,0,1,0,0.33333333,0,0.33333333,0,0,0,1,0,1.5469300270080568,-1.5469300270080568,1.5469300270080568,"16350"
"Erik Swanson","TOR","A",31,1.1,13.500033393584838,0,2,0,0.33333333,0,0.33333333,0.16666667,0.7500018551991576,0.25,1,0,0.5469226062114263,-0.5469226062114263,1.3373856677209792,"16587"
"Brock Stewart","MIN","A",33,1.2,26.999946570502154,0,5,0,0.83333333,0,0.83333333,0,0,0,1,0,-2.4530580997701996,2.4530580997701996,-2.4530580997701996,"16727"
"Ranger Suarez","PHI","A",29,7,14.142857142857142,1.2857142857142858,11,0,0.44,0.04,0.4,0.16666667,0.7142857142857143,0.30769231,0.8,1.2857142857142858,0.8326443127223424,0.4530699729919434,0.9832083329558374,"17277"
"Ryan Burr","TOR","A",31,2,4.5,4.5,1,0,0.1,0.1,0,0.33333333,2,0.375,0.5,9,4.046930027008057,4.953069972991943,4.573904097825289,"17536"
"Justin Lawrence","PIT","A",30,2,18,4.5,4,0,0.5,0.125,0.375,0,0.5,0,1,0,2.546930027008057,-2.546930027008057,3.073904097825289,"17639"
"Connor Overton","TOR","A",31,2,9,4.5,2,0,0.22222222,0.11111111,0.11111111,0.25,1.5,0.33333333,0.66666667,4.5,3.046930027008057,1.4530699729919432,4.100878168642521,"18376"
"Jose Urquidy","DET","A",30,5,7.2,0,4,0,0.25,0,0.25,0.125,0.4,0.16666667,0.5,1.8,1.9469300270080567,-0.14693002700805669,2.790088540315628,"18413"
"Beau Burrows","PIT","A",28,3.2,7.363629500734405,2.4545431669114683,3,2.4545431669114683,0.23076923,0.07692308,0.15384615,0.08333333,0.5454540370914374,0,1,2.4545431669114683,6.274200212465244,-3.8196570455537757,3.878509508849974,"18873"
"Jonathan Loaisiga","NYY","A",30,3.1,18.900019376297788,0,7,0,0.58333333,0,0.58333333,0.16666667,0.6000006151205647,0.4,0.5,2.700002768042541,-0.6530742788358959,3.353077046878437,-0.020704745550041537,"19753"
"Sean Guenther","DET","A",29,1,9,0,1,0,0.25,0,0.25,0.5,2,0.66666667,0.5,9,1.5469300270080568,7.453069972991943,1.5469300270080568,"20045"
"Oliver Ortega","NYM","A",28,7.2,14.086950680711713,3.521737670177928,4,0,0.36363636,0.09090909,0.27272727,0.13793103,0.9130430996757591,0.23529412,0.5,2.347825113451952,1.9817132847067553,0.36611182874519677,2.669070483374925,"21025"
"Thomas Szapucki","DET","A",29,8,9,2.25,4,0,0.27586207,0.06896552,0.20689655,0.15384615,0.75,0.22222222,1,0,2.671930027008057,-2.671930027008057,3.594134650938213,"21065"
"Dauri Moreta","PIT","A",29,2,4.5,0,1,0,0.14285714,0,0.14285714,0.28571429,1,0.33333333,1,0,2.546930027008057,-2.546930027008057,2.546930027008057,"21101"
"Chase Shugart","PIT","A",28,1,9,9,1,0,0.2,0.2,0,0.25,2,0.33333333,0.5,9,4.546930027008057,4.453069972991943,5.600878168642521,"21544"
"Colin Holderman","PIT","A",29,1,27,0,3,9,0.75,0,0.75,0.25,1,0,1,9,10.546930027008056,-1.546930027008056,-1.399121831357479,"22361"
"Johan Oviedo","PIT","A",27,3.1,18.900019376297788,10.800011072170165,1.75,0,0.4375,0.25,0.1875,0.16666667,1.8000018453616942,0.4,0.83333333,2.700002768042541,2.946929411887492,-0.2469266438449509,3.2631141785304196,"22487"
"Ricky Vanasco","DET","A",26,4,13.5,6.75,2,0,0.4,0.2,0.2,0.08333333,1,0.16666667,0.5,4.5,2.796930027008057,1.7030699729919432,2.796930027008057,"23391"
"Ryan Weathers","MIA","A",25,3,18,0,6,0,0.66666667,0,0.66666667,0,0,0,1,0,-0.45306997299194274,0.45306997299194274,0.2495621214310333,"23796"
"Adam Kloffenstein","TOR","A",24,4,11.25,2.25,5,0,0.25,0.05,0.2,0.27777778,1.5,0.38461538,0.57142857,0,2.546930027008057,-2.546930027008057,2.810417062416673,"24493"
"Drew Rom","STL","A",25,9,13,0,13,0,0.39393939,0,0.39393939,0.18181818,0.6666666666666666,0.3,0.66666667,1,0.658041138119168,0.341958861880832,1.1264625344011518,"24602"
"Jayvien Sandridge","NYY","A",26,2.2,13.499982699774025,6.749991349887012,2,0,0.36363636,0.18181818,0.18181818,0.11111111,1.124998558314502,0.2,1,0,2.796930988131722,-2.796930988131722,3.982621128008743,"25158"
"Blair Calvo","DET","A",29,12.1,9.486488931627257,3.648649589087406,2.6,0.7297299178174812,0.27083333,0.10416667,0.16666667,0.14285714,0.8918921217769215,0.17857143,0.94339623,1.4594598356349624,3.9523355369066575,-2.492875701271695,3.752833978702301,"25416"
"Declan Cronin","MIA","A",27,3,9,3,3,3,0.27272727,0.09090909,0.18181818,0.2,1,0.16666667,1,3,6.880263360341391,-3.8802633603413907,3.2495621214310333,"25645"
"Tyler Owens","DET","A",24,0.1,27.00026956469727,54.00053912939454,0.5,0,0.14285714,0.28571429,-0.14285714,0.8,18.000179709798182,1,0.33333333,108.00107825878908,15.547049833540179,92.45402842524891,18.708925825911543,"26030"
"Sawyer Gipson-Long","DET","A",27,1.1,13.500033393584838,0,2,0,0.28571429,0,0.28571429,0.42857143,2.250005565597473,0.6,1,0,0.5469226062114263,-0.5469226062114263,1.3373856677209792,"26048"
"Alek Manoah","TOR","A",27,2,9,0,2,0,0.22222222,0,0.22222222,0.33333333,1.5,0.42857143,0.66666667,4.5,1.5469300270080568,2.953069972991943,2.600878168642521,"26410"
"Clayton Beeter","NYY","A",26,1.1,27.000066787169676,0,4,0,1,0,1,0,0,0,1,0,-2.453084814585204,2.453084814585204,-2.453084814585204,"27494"
"Bailey Horn","DET","A",27,1.2,10.799978628200861,5.399989314100431,2,0,0.2,0.1,0.1,0.375,2.3999952507113025,0.5,0.2,16.199967942301292,4.746927652363708,11.453040289937583,6.011662919573067,"27753"
"Eury Perez","MIA","A",22,10,10.8,2.7,4,0.9,0.28571429,0.07142857,0.21428571,0.23076923,1.2,0.30769231,0.8490566,1.8,3.3469300270080566,-1.5469300270080566,3.627852239459753,"27768"
"Brandan Bidois","PIT","A",24,2,4.5,0,1,0,0.16666667,0,0.16666667,0,0,0,1,0,2.546930027008057,-2.546930027008057,4.654826310276985,"28052"
"Kendry Rojas","TOR","A",22,13,12.461538461538462,2.076923076923077,6,0,0.39130435,0.06521739,0.32608696,0.12195122,0.6153846153846154,0.2173913,1,0,1.9315454116234414,-1.9315454116234414,2.4990559494266145,"29423"
"Hayden Juenger","TOR","A",24,4,9,0,4,0,0.33333333,0,0.33333333,0,0,0,1,0,1.5469300270080568,-1.5469300270080568,2.073904097825289,"29640"
"Tyler Samaniego","PIT","A",26,2.2,10.124987024830519,3.374995674943506,3,3.374995674943506,0.23076923,0.07692308,0.15384615,0.5,2.6249966360671713,0.625,0.53571429,13.499982699774025,7.2969252213897295,6.203057478384295,2.8171615153192286,"30081"
"Andrew Painter","PHI","A",22,11.1,9.529414437634648,0.7941178698028872,12,1.5882357396057745,0.26666667,0.02222222,0.24444444,0.22727273,0.9705885075368622,0.26666667,0.73170732,3.9705893490144364,3.988106621342994,-0.01751727232855771,2.9029291853043357,"30091"
"Dylan Smith","DET","A",25,1,9,9,1,0,0.25,0.25,0,0,1,0,1,0,4.546930027008057,-4.546930027008057,5.600878168642521,"30145"
"Pierson Ohl","MIN","A",25,5,18,1.8,10,0,0.58823529,0.05882353,0.52941177,0.125,0.6,0.33333333,1,0,0.1469300270080569,-0.1469300270080569,0.7792989119887355,"30179"
