Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Brandison Polanco","PIT","DSL",22,2,2,4.5,12,0,0,0,1,2,0,16,69,17,10,8,2,5,1,1,0,0,14,"sa3019279"
"Jonas Uzcategui","MIA","DSL",20,0,1,12.857142857142858,6,1,0,0,0,0,1,7,41,6,11,10,1,10,0,5,5,0,10,"sa3019281"
"Elvin Valerio","DET","DSL",22,0,0,0,4,0,0,0,0,0,0,4.2,20,4,0,0,0,2,0,0,2,0,3,"sa3019282"
"Luis Victorino","TOR","DSL",22,3,1,2.625,17,2,0,0,3,0,1,24,115,29,17,7,1,15,0,2,4,0,32,"sa3019289"
"Yoan Valdez","DET","DSL",19,2,0,2.3684210526315788,13,0,0,0,1,0,0,19,72,10,7,5,1,4,0,2,2,1,14,"sa3019292"
"Erick Padilla","CLE","DSL",21,0,1,11.647058823529411,15,0,0,0,2,1,1,17,103,26,28,22,0,17,0,8,12,0,18,"sa3019392"
"Donal Montas","DET","DSL",23,3,4,7.147057821181547,15,0,0,0,2,2,0,22.2,118,31,28,18,0,14,0,5,6,1,18,"sa3019394"
"Luis Rodriguez","PIT","DSL",20,2,3,7.854546816487193,15,0,0,0,0,1,3,18.1,90,20,19,16,1,17,0,1,7,0,21,"sa3019596"
"Alfonso Perez","SFG","DSL",19,2,2,3.422534751551621,14,0,0,0,0,1,1,23.2,99,21,10,9,1,8,0,4,2,0,28,"sa3019659"
"Albert Polanco","MIA","DSL",20,6,0,4.542055427044246,12,0,0,0,0,0,0,35.2,155,30,21,18,5,15,0,4,8,0,56,"sa3019660"
"Dennys Riera","SFG","DSL",20,0,0,9,1,0,0,0,0,0,0,1,5,3,2,1,0,0,0,0,0,0,0,"sa3019675"
"Julio Valdez","CHC","DSL",20,3,1,4.021277003722191,20,0,0,0,8,1,2,31.1,138,25,15,14,0,16,0,6,5,3,27,"sa3019687"
"Elvin Jimenez","MIA","DSL",20,4,3,3.983607180174402,14,1,0,0,0,0,2,20.1,99,9,14,9,0,27,0,7,13,1,35,"sa3019756"
"Andres Ramos","DET","DSL",20,2,2,3.3749995976686957,16,0,0,0,0,0,1,26.2,125,26,14,10,2,17,0,8,3,2,24,"sa3019761"
"Juan Olmos","KCR","DSL",20,0,1,7.875,12,0,0,0,1,0,0,16,82,18,16,14,1,19,0,1,14,1,12,"sa3019778"
"Braulio Salas","MIA","DSL",20,0,0,1.6874994970859596,3,0,0,0,0,0,1,10.2,42,8,2,2,0,7,0,0,1,0,10,"sa3019820"
"Gregori Ramirez","ARI","DSL",20,2,0,0,6,0,0,0,0,0,2,11,44,3,4,0,0,6,0,2,2,1,17,"sa3020412"
"Eriberto Vasquez","CLE","DSL",21,1,2,5.547945930264869,13,0,0,0,0,2,2,24.1,120,26,25,15,0,22,0,0,8,0,25,"sa3020970"
"Carlos Hampshire","NYY","DSL",20,3,3,6,11,6,0,0,0,0,0,36,171,27,26,24,0,33,0,7,12,1,41,"sa3020971"
"Franyel Diaz","NYM","DSL",20,1,1,4.132652417762536,14,3,0,0,0,0,1,32.2,152,22,18,15,0,28,0,7,10,0,38,"sa3020976"
"Algeni Mejia","CLE","DSL",20,3,1,4.5,16,0,0,0,1,1,3,24,113,26,16,12,0,19,0,0,3,0,29,"sa3020977"
"Franderly Morel","LAD","DSL",21,3,0,3.5454545454545454,18,0,0,0,0,2,1,33,152,33,22,13,2,13,1,4,10,2,39,"sa3020980"
"Angel Cruz","LAD","DSL",20,3,1,3.7850461892035385,18,4,0,0,2,1,0,35.2,155,23,15,15,0,26,0,5,10,2,43,"sa3020988"
"Jhoan De Los Santos","DET","DSL",20,0,0,6.480002471924771,6,0,0,0,0,1,0,8.1,44,5,8,6,1,11,0,2,7,0,9,"sa3020996"
"Luis Vasquez","DET","DSL",20,3,1,3.253012795738495,19,0,0,0,1,1,3,27.2,121,22,13,10,2,14,1,4,4,5,11,"sa3021001"
"Osiris Calvo","NYM","DSL",21,5,1,2.511627906976744,11,9,0,0,0,0,0,43,172,33,15,12,2,9,0,2,2,2,45,"sa3021004"
"Luis Porfirio","MIA","DSL",19,0,0,4.183098029674204,11,4,0,0,0,0,1,23.2,109,12,12,11,0,22,0,3,7,3,27,"sa3021015"
"Lewis Sifontes","ATL","DSL",19,0,0,5.399997425080573,2,0,0,0,0,0,1,6.2,25,3,4,4,2,1,0,1,0,0,5,"sa3021016"
"Rainy Mota","PHI","DSL",19,5,0,7.156625683724084,15,0,0,0,0,0,1,27.2,131,32,25,22,1,19,0,4,8,1,26,"sa3021024"
"Junior Suarez","KCR","DSL",20,2,0,4.821430213597916,4,0,0,0,0,1,0,9.1,38,8,7,5,1,8,0,0,3,1,10,"sa3021031"
"Janero Miller","MIA","DSL",19,3,1,3.4941180390883098,11,3,0,0,0,0,0,28.1,128,21,15,11,2,19,0,2,11,0,43,"sa3021077"
"Moises Moreno","TBR","DSL",19,1,0,3.9036140093040457,17,0,0,0,1,1,3,27.2,120,25,13,12,0,17,0,1,5,0,15,"sa3021145"
"Abelardo Medrano","DET","DSL",19,2,0,11.15217622511827,15,0,0,0,0,0,0,15.1,87,14,20,19,4,26,1,5,6,2,7,"sa3021184"
"Frederic Frias","ARI","DSL",21,1,0,25.411750450274273,7,0,0,0,0,1,0,5.2,46,7,16,16,0,19,0,2,7,0,8,"sa3021480"
"Ismael Cabral","TBR","DSL",21,1,3,4.787234042553192,12,8,0,0,0,1,0,47,217,48,31,25,3,27,0,7,4,2,37,"sa3021481"
"Jordi Infante","TBR","DSL",20,4,2,3.190908648278164,17,0,0,0,2,5,2,36.2,155,24,16,13,1,22,1,5,6,0,35,"sa3021482"
"Brayan Polanco","OAK","DSL",20,0,0,5.7272727272727275,12,0,0,0,1,0,1,11,53,11,11,7,0,10,1,2,2,0,8,"sa3021496"
"Jeicol Surumay","MIN","DSL",19,2,1,6.480000988769683,12,8,0,0,0,0,1,33.1,155,30,26,24,2,21,0,8,9,1,33,"sa3021502"
"Janderson Linares","PIT","DSL",19,4,1,5.6103889155215825,14,0,0,0,1,0,2,25.2,123,23,16,16,2,20,0,7,4,0,35,"sa3021503"
"Rolando Anzola","LAA","DSL",20,2,2,4.695651687160607,19,0,0,0,7,1,0,30.2,146,23,21,16,0,27,0,6,13,1,34,"sa3021513"
"Raymond Sosa","BAL","DSL",19,3,2,6.352940285494708,15,0,0,0,2,0,0,22.2,102,20,17,16,1,19,0,1,9,0,21,"sa3021516"
"Jesus Lopez","SFG","DSL",20,0,0,4.218748742714899,4,4,0,0,0,0,0,10.2,52,7,6,5,0,10,0,5,0,1,13,"sa3021529"
"Frainer Mejias","SFG","DSL",19,5,1,4.00990038429481,17,1,0,0,0,1,1,33.2,140,24,19,15,1,17,0,3,6,0,30,"sa3021535"
"Fernando De La Rosa","MIA","DSL",19,1,1,5.39999852861717,8,0,0,0,1,0,0,11.2,55,10,8,7,0,10,0,1,7,2,11,"sa3021546"
"Pedro Belisario","TEX","DSL",21,0,0,8.816328246511391,6,5,0,0,0,0,1,16.1,88,16,20,16,1,15,0,9,5,0,18,"sa3021557"
"Frenny Grant","DET","DSL",21,3,1,3.3750003786648444,12,12,0,0,0,0,0,45.1,201,36,19,17,2,25,0,5,5,2,45,"sa3021572"
"Leonardi Almonte","COL","DSL",20,1,1,4.550561310140062,17,0,0,0,0,1,2,29.2,135,33,19,15,4,14,1,4,10,2,19,"sa3021575"
"Yohangel Moris","TBR","DSL",19,0,0,5.399997425080573,6,1,0,0,0,0,1,6.2,30,5,5,4,0,9,0,0,1,0,3,"sa3021596"
"Junior Aybar","BAL","DSL",18,0,0,0,1,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,"sa3021607"
"Hojans Hernandez","ATL","DSL",19,0,1,0,1,0,0,0,0,0,0,0.1,3,1,1,0,0,1,1,0,0,0,0,"sa3021633"
"Wagnel Luna","DET","DSL",19,0,0,0,1,0,0,0,0,0,0,0.2,3,0,0,0,0,0,0,0,0,0,1,"sa3021646"
"Starlin Savinon","TBR","DSL",20,2,2,3.0483864872067308,13,9,0,0,1,0,0,41.1,162,30,20,14,1,19,0,0,1,0,46,"sa3021735"
"Emannoel Madeira","CHC","DSL",18,0,2,9.9,12,10,0,0,0,0,0,30,160,38,35,33,3,29,0,7,8,0,22,"sa3021737"
"Rafael Leon","CIN","DSL",19,0,0,3.8571402296745916,5,4,0,0,0,0,0,4.2,24,4,2,2,0,5,0,1,2,0,5,"sa3021745"
"Enmanuel Talavera","CIN","DSL",19,0,1,3,6,6,0,0,0,0,0,24,96,21,8,8,2,9,0,0,0,3,26,"sa3021746"
"Yansel Marine","ATL","DSL",20,1,2,4.153846153846154,10,0,0,0,2,1,0,26,114,26,14,12,0,9,0,1,2,0,19,"sa3021750"
"Luis Garcia","TEX","DSL",21,3,2,4.989129917608145,16,0,0,0,0,0,1,30.2,149,19,23,17,1,34,0,1,19,1,66,"sa3021753"
"Eddy Peralta","TEX","DSL",22,4,4,6.680413422010508,11,0,0,0,1,3,0,32.1,159,34,28,24,0,19,0,20,6,2,35,"sa3021757"
"Freilyn Guzman","OAK","DSL",19,1,4,9.28125138301423,13,3,0,0,0,2,2,21.1,108,27,27,22,0,15,0,6,3,0,11,"sa3021760"
"Keywill Cedeno","COL","DSL",20,4,3,2.531250377185699,16,0,0,0,3,4,0,21.1,91,18,10,6,1,7,1,3,6,0,29,"sa3021763"
"Rafael Suero","BAL","DSL",19,1,1,6.680413422010508,17,1,0,0,0,1,1,32.1,154,37,30,24,1,23,0,3,3,0,27,"sa3021774"
"Lenin Mendez","MIL","DSL",20,3,3,8.366196059348407,17,0,0,0,2,1,0,23.2,120,29,24,22,2,21,0,4,11,1,17,"sa3021777"
"Keuri Almonte","PIT","DSL",19,0,0,2.5961543222857113,6,6,0,0,0,0,0,17.1,74,8,7,5,2,15,0,2,7,0,32,"sa3021779"
"Saul Sanchez","MIL","DSL",18,2,3,5.955881517651289,17,0,0,0,1,0,1,22.2,100,29,16,15,2,5,0,2,0,0,22,"sa3021786"
"Derek Arellan","MIA","DSL",19,2,1,7.3125,12,0,0,0,1,2,0,16,85,19,15,13,1,18,0,4,5,0,19,"sa3021793"
"Luis Sotillo","NYM","DSL",20,0,2,6.821051946835573,12,11,0,0,0,0,0,31.2,151,24,27,24,2,28,0,3,7,1,22,"sa3021804"
"Daiher Hernandez","CLE","DSL",19,0,3,6.7499991953373915,12,11,0,0,0,0,0,42.2,198,40,35,32,2,33,0,7,12,2,33,"sa3021811"
"Odarlin Cruz","COL","DSL",20,4,6,4.602273226030656,23,0,0,0,4,5,0,29.1,134,34,27,15,2,8,0,4,1,1,38,"sa3021814"
"Yoralbert Cadiz","NYM","DSL",20,3,1,5.275862068965517,18,1,0,0,2,0,2,29,137,23,20,17,0,25,0,11,5,4,25,"sa3021822"
"Ericksson De Los Santos","DET","DSL",19,3,1,5.558822749807869,16,1,0,0,0,0,1,22.2,111,14,16,14,0,29,0,9,15,0,31,"sa3021823"
"Irvin Gonzalez","CIN","DSL",19,3,1,5.04,16,0,0,0,3,1,0,25,114,25,16,14,1,11,0,4,4,0,28,"sa3021995"
"Jarol Baez","STL","DSL",19,2,0,5.161763981964451,14,2,0,0,1,1,1,22.2,114,17,15,13,0,29,0,1,10,0,28,"sa3022010"
"Javier Abreu","CLE","DSL",19,5,2,5.2682932956385375,17,0,0,0,1,4,1,27.1,126,38,22,16,0,12,0,2,2,1,15,"sa3022014"
"Gabriel Colmenarez","MIL","DSL",19,1,1,2.142857142857143,5,5,0,0,0,0,0,21,86,13,10,5,0,6,0,1,1,0,23,"sa3022020"
"Linbel Jimenez","MIL","DSL",20,1,0,5.0943387059735885,13,0,0,0,0,1,1,17.2,87,10,12,10,0,20,0,5,16,1,21,"sa3022024"
"Randry De Leon","SFG","DSL",19,3,0,3.65625,17,6,0,0,3,1,0,32,141,18,14,13,0,28,0,2,8,1,46,"sa3022025"
"Johander Rubio","TEX","DSL",18,1,2,3.956896031228949,11,11,0,0,0,0,0,38.2,164,29,22,17,1,23,0,3,4,0,42,"sa3022027"
"Bayant Melo","MIA","DSL",20,1,4,5.259739608301484,11,4,0,0,0,0,0,25.2,136,20,23,15,0,35,0,8,10,1,34,"sa3022028"
"Carlos Gonzalez","KCR","DSL",19,3,2,4.784810704196339,12,1,0,0,2,1,0,26.1,113,35,18,14,3,6,0,1,5,1,18,"sa3022036"
"Brailyn Paulino","STL","DSL",19,0,0,7,6,0,0,0,0,1,0,9,44,8,8,7,0,5,0,3,7,0,9,"sa3022038"
"Johan Zapata","MIL","DSL",19,0,1,10.79999705723434,9,0,0,0,1,0,0,11.2,68,18,16,14,1,8,0,6,4,1,11,"sa3022039"
"Johan Minaya","SDP","DSL",20,7,1,4.132652417762536,16,0,0,0,1,2,0,32.2,143,24,18,15,1,23,0,1,9,1,35,"sa3022041"
"Kevin Tejada","COL","DSL",20,2,0,3.15584376498089,17,0,0,0,0,1,0,25.2,105,23,11,9,3,12,0,1,4,0,21,"sa3022046"
"Saul Siri","CHC","DSL",20,1,2,9.911393601549559,11,2,0,0,0,0,1,26.1,143,28,34,29,1,29,0,4,12,0,29,"sa3022047"
"Derek Cueto","MIA","DSL",19,4,1,3.789473684210526,12,0,0,0,0,2,0,38,155,27,21,16,3,19,1,5,3,3,35,"sa3022058"
"Marvin Rojas","KCR","DSL",21,0,1,36,1,0,0,0,0,0,0,0,4,0,4,4,0,2,0,2,1,2,0,"sa3022114"
"Eliezer Pena","COL","DSL",19,0,3,3.796874717110789,11,6,0,0,0,0,0,42.2,181,27,21,18,1,22,0,7,6,0,54,"sa3022119"
"Brayan Narvaez","SFG","DSL",20,1,0,2.4893617021276597,11,11,0,0,0,0,0,47,186,33,15,13,1,12,0,3,4,0,40,"sa3022133"
"Deibi Rodriguez","DET","DSL",19,3,3,8.678571428571429,18,0,0,0,2,0,0,28,145,46,31,27,4,16,0,3,8,0,23,"sa3022137"
"Elier Morillo","MIA","DSL",19,2,1,3.2282605349229176,11,8,0,0,1,0,0,30.2,132,22,12,11,0,16,0,9,8,0,54,"sa3022138"
"Yohanfer Santana","MIA","DSL",19,0,2,4.655170882925203,5,5,0,0,0,0,0,9.2,43,8,7,5,0,6,0,2,3,0,8,"sa3022143"
"Gabriel Castro","TOR","DSL",20,1,2,18,4,2,0,0,0,0,0,3,25,6,8,6,0,8,0,1,2,0,1,"sa3022171"
"Pedro Peralta","PHI","DSL",18,0,6,4.963235850977712,12,12,0,0,0,0,0,45.1,202,34,29,25,1,34,0,6,12,2,37,"sa3022182"
"Harrison Ruiz","CLE","DSL",21,0,5,8.274194566566045,12,12,0,0,0,0,0,41.1,196,56,39,38,0,18,0,5,4,0,31,"sa3022193"
"Jose Perez","BAL","DSL",20,0,0,0,1,0,0,0,0,0,0,1.1,6,2,0,0,0,1,0,0,0,0,0,"sa3022198"
"Angel Pena","WSN","DSL",20,0,1,7.5,12,0,0,0,1,2,0,18,86,25,16,15,1,10,0,2,4,0,8,"sa3022201"
"Moises Amezquita","KCR","DSL",20,5,1,2.6341466478192688,12,0,0,0,3,1,0,27.1,113,18,11,8,1,16,0,3,6,0,29,"sa3022203"
"Leudy Tirado","LAA","DSL",19,3,1,4.5,14,0,0,0,0,1,3,22,114,20,15,11,1,25,1,7,6,1,24,"sa3022241"
"Neurelin Montero","TEX","DSL",19,0,0,19.285742531058748,2,0,0,0,0,0,0,2.1,14,5,5,5,2,1,0,1,0,0,0,"sa3022257"
"Eduardo Robles","PHI","DSL",20,0,6,6.35294036186406,11,10,0,0,0,0,0,39.2,188,47,36,28,2,19,0,2,20,0,45,"sa3022261"
"Jose Sanchez","WSN","DSL",19,3,2,7.641508058960382,13,0,0,0,1,0,0,17.2,87,21,17,15,5,9,0,1,3,0,17,"sa3022270"
"Julio Gutierrez","KCR","DSL",20,0,0,1.1020403752870906,7,5,0,0,0,0,0,16.1,69,13,4,2,0,9,0,2,3,2,15,"sa3022280"
"Edgar Mota","KCR","DSL",19,1,0,0,2,0,0,0,0,0,0,1.2,7,0,0,0,0,2,0,0,0,0,0,"sa3022292"
"Leonardo Rossell","DET","DSL",20,0,0,7.902437186255761,11,0,0,0,0,1,0,13.2,68,18,17,12,2,11,0,1,6,0,13,"sa3022317"
"Richard Jimenez","MIA","DSL",20,1,0,6,7,0,0,0,0,0,0,12,55,11,9,8,1,8,0,2,2,0,10,"sa3022335"
"Guanchi Martinez","STL","DSL",18,0,1,6,2,0,0,0,0,0,0,3,15,2,2,2,1,4,0,2,0,0,1,"sa3022359"
"Nicola Prodanovic","CIN","DSL",21,0,0,14.487801508135561,14,0,0,0,1,0,0,13.2,93,13,26,22,0,33,0,8,18,1,11,"sa3022371"
"Alexander Rivero","LAD","DSL",19,1,0,11.475002735853847,11,0,0,0,0,1,0,13.1,81,10,21,17,0,25,0,8,9,1,9,"sa3022378"
"Bryan Landaez","CHC","DSL",20,1,1,3.3333333333333335,17,0,0,0,2,1,0,27,121,15,13,10,0,23,0,6,9,1,30,"sa3022421"
"Enderson Jean","PHI","DSL",20,4,1,5.625,15,0,0,0,1,2,0,24,111,19,15,15,3,19,0,2,4,0,28,"sa3022478"
"Jordi Romero","KCR","DSL",22,0,0,12.103444295605529,7,0,0,0,1,0,0,9.2,49,10,13,13,0,9,0,1,7,0,13,"sa3022959"
"Samuel Carmona","KCR","DSL",20,2,1,4.808219806229553,11,2,0,0,1,2,0,24.1,110,20,20,13,1,16,0,3,4,1,12,"sa3023050"
"Roman Camacho","LAD","DSL",20,4,1,8.576471586574025,19,0,0,0,1,1,1,28.1,140,24,30,27,0,27,1,7,13,0,27,"sa3023108"
"Yobany Reyes","LAD","DSL",20,0,0,10.5,4,0,0,0,0,0,1,6,31,11,7,7,0,3,0,0,0,0,8,"sa3023215"
"Jamdrick Cornelia","NYM","DSL",19,3,0,2.7551016118416904,18,1,0,0,4,0,0,32.2,142,27,15,10,3,16,0,1,2,3,31,"sa3023255"
"Luis Custodio","SFG","DSL",20,2,1,7.941178698028873,12,0,0,0,0,1,2,11.1,65,13,12,10,1,20,0,2,7,0,4,"sa3023256"
"Frailin Florian","TBR","DSL",20,1,1,7.071428571428571,12,1,0,0,0,0,0,14,75,16,12,11,0,17,0,0,14,0,22,"sa3023683"
"Greider Colina","WSN","DSL",20,0,0,12.857142857142858,8,0,0,0,0,0,0,7,37,9,11,10,1,6,0,0,7,0,7,"sa3023685"
"Dilan Fernandez","SFG","DSL",20,2,1,3.239999604492236,11,10,0,0,0,0,0,41.2,169,35,18,15,2,13,0,1,4,2,32,"sa3023688"
"Yolvin Mesa","TBR","DSL",19,5,2,3.857142857142857,19,0,0,0,8,1,0,28,124,26,14,12,1,17,1,0,7,0,36,"sa3023690"
"Efrailin Ramos","TBR","DSL",19,1,0,2.5796180851073136,12,7,0,0,0,0,1,52.1,207,37,16,15,1,15,0,2,2,1,54,"sa3023691"
"Alejandro De La Cruz","MIA","DSL",18,1,2,14.040005355837003,8,0,0,0,0,0,0,8.1,53,9,17,13,1,14,0,4,10,0,7,"sa3023692"
"Estarlin Francisco","MIA","DSL",18,2,0,8.437497485429798,7,0,0,0,0,0,2,10.2,56,9,12,10,1,15,0,2,5,1,8,"sa3023693"
"Angel Herrera","PIT","DSL",17,1,0,1.5576925933714267,7,5,0,0,0,0,0,17.1,71,8,4,3,0,15,0,0,5,1,15,"sa3023694"
"Eliezer Orbe","SEA","DSL",19,0,0,6.967744079018894,9,0,0,0,0,0,0,10.1,54,11,8,8,2,12,0,1,4,0,8,"sa3023695"
"Frank Chessman","TBR","DSL",18,2,1,6.932431539015958,14,4,0,0,0,0,1,24.2,124,25,20,19,2,30,0,2,15,0,22,"sa3023697"
"Mathias Sato","SEA","DSL",18,2,1,6.136362785150315,12,8,0,0,0,0,0,36.2,167,30,27,25,3,27,0,4,3,0,39,"sa3023699"
"Dariel Morillo","BOS","DSL",18,1,2,4.602273226030656,13,8,0,0,0,0,0,29.1,142,25,16,15,0,27,1,4,2,0,27,"sa3023700"
"Miguel Balza","HOU","DSL",21,2,1,4.640625691507115,7,5,0,0,0,0,0,21.1,84,13,12,11,1,10,0,1,5,1,27,"sa3023701"
"Dulger Nino","CIN","DSL",20,2,1,6.113206447168306,15,0,0,0,2,0,1,17.2,85,14,13,12,1,16,0,1,3,0,19,"sa3023702"
"Ronald Tejada","NYY","DSL",18,2,3,7.087499155104261,19,0,0,0,1,2,0,26.2,130,23,31,21,2,25,0,2,12,0,41,"sa3023705"
"Jaset Martinez","CIN","DSL",18,0,1,6.750016696792419,2,0,0,0,0,0,0,1.1,6,2,2,1,0,0,0,0,1,0,0,"sa3023735"
"Rafi Montesino","BOS","DSL",18,0,0,67.49966003171964,3,0,0,0,0,1,0,0.2,10,2,5,5,0,4,0,0,0,0,1,"sa3023748"
"Josue Brito","BOS","DSL",18,0,0,0,5,0,0,0,1,0,0,3.2,18,3,0,0,0,2,0,2,1,0,3,"sa3023763"
"Givian Sirvania","BOS","DSL",17,0,0,0,2,0,0,0,0,0,0,1.2,9,0,0,0,0,4,0,0,1,0,1,"sa3023765"
"Fidel Pinango","NYM","DSL",17,0,0,0,1,0,0,0,1,0,0,0.1,4,0,0,0,0,2,0,0,0,0,1,"sa3023767"
"Alejandro Castellano","HOU","DSL",18,0,0,13.49993200634393,1,0,0,0,0,0,0,0.2,5,2,1,1,0,1,0,0,0,0,0,"sa3023788"
"Edwin Darville","BOS","DSL",18,1,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,"sa3023790"
"Steven Santos","TEX","DSL",17,0,0,0,1,0,0,0,0,0,0,1.2,4,0,0,0,0,0,0,0,0,0,0,"sa3023791"
"Junior Tavera","NYY","DSL",18,2,1,6.935780787446019,12,11,0,0,0,0,0,36.1,181,43,33,28,2,28,0,5,12,2,38,"sa3023813"
"Jose Meza","SFG","DSL",19,3,0,4.550561310140062,16,0,0,0,1,0,0,29.2,133,30,15,15,2,15,0,0,8,1,27,"sa3023816"
"Branneli Franco","STL","DSL",18,0,0,3.3061230924417715,10,2,0,0,0,1,0,16.1,70,12,8,6,0,5,0,5,3,0,16,"sa3023818"
"Joel Cruz","LAD","DSL",21,0,4,3.9130434782608696,13,11,1,0,0,0,1,46,198,48,33,20,3,15,0,4,6,0,46,"sa3023819"
"Alberto Chala","CHC","DSL",21,1,2,9.257144118328656,18,0,0,0,1,3,0,23.1,127,31,28,24,1,27,0,1,8,0,20,"sa3023824"
"Elquis Perez","ARI","DSL",18,0,0,12.656246228144697,10,0,0,0,0,1,1,10.2,68,15,15,15,1,22,0,1,11,0,10,"sa3023825"
"Charlie Zink","BOS","DSL",19,1,3,26.999987125402868,7,2,0,0,0,1,0,6.2,54,6,23,20,0,19,0,9,10,1,6,"sa3023827"
"Fabian Soto","LAA","DSL",19,0,1,18,2,2,0,0,0,0,0,2,13,3,4,4,0,4,0,1,1,0,4,"sa3023829"
