Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Noah Syndergaard","CHW","CPX",32,1,0,2.9347832171363866,4,4,0,0,0,0,0,15.1,60,14,6,5,0,1,0,0,1,0,12,"11762"
"Blake Treinen","LAD","CPX",37,0,0,9,1,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,1,"12572"
"Eduardo Rodriguez","ARI","CPX",32,0,1,5.785710344511887,1,1,0,0,0,0,0,4.2,18,3,4,3,3,1,0,0,0,1,9,"13164"
"Tyler Naquin","CLE","CPX",34,2,0,5.142857142857143,13,0,0,0,0,0,1,14,60,8,8,8,0,11,0,0,2,5,8,"13359"
"Blake Snell","LAD","CPX",32,0,1,3,1,1,0,0,0,0,0,3,12,3,1,1,0,0,0,0,1,0,7,"13543"
"Ty Blach","TEX","CPX",34,0,0,0,1,1,0,0,0,0,0,5,17,3,0,0,0,0,0,0,0,0,8,"14361"
"J.B. Wendelken","SDP","CPX",32,0,0,8.437505029144901,4,2,0,0,0,0,0,5.1,24,9,5,5,0,1,0,1,1,0,5,"14506"
"Buck Farmer","CIN","CPX",34,1,0,4.320001647949847,6,0,0,0,0,0,0,8.1,34,9,4,4,0,0,0,0,0,0,7,"14814"
"Jon Gray","TEX","CPX",33,0,0,3,1,1,0,0,0,0,0,3,13,6,1,1,0,0,0,0,0,0,2,"14916"
"Trevor Gott","SEA","CPX",32,1,0,0,2,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,1,0,3,"15046"
"Hunter Harvey","KCR","CPX",30,0,0,0,1,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,"15507"
"Kendall Graveman","ARI","CPX",34,0,0,0,2,2,0,0,0,0,0,2.1,11,4,0,0,0,1,0,0,0,0,2,"15514"
"Spencer Turnbull","CHC","CPX",32,0,0,2.25,1,1,0,0,0,0,0,4,15,1,1,1,0,2,0,0,0,0,5,"16207"
"Jeff Brigham","ARI","CPX",33,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,"16631"
"Jake Brentz","CHC","CPX",30,0,0,4.5,2,0,0,0,0,0,1,2,10,3,1,1,0,0,0,2,0,0,2,"17783"
"Triston McKenzie","CLE","CPX",27,0,2,6.9069782760483225,8,5,0,0,0,0,1,14.1,65,10,12,11,2,14,0,1,2,0,20,"18000"
"Justin Dunn","KCR","CPX",29,0,3,20.25001206994776,3,3,0,0,0,0,0,5.1,30,9,12,12,1,4,0,2,0,0,2,"19268"
"Shane Bieber","CLE","CPX",30,0,0,0,2,2,0,0,0,0,0,4.1,17,2,0,0,0,1,0,0,0,0,10,"19427"
"Andrew Vasquez","LAA","CPX",31,1,0,0,2,0,0,0,0,0,0,2.1,8,0,0,0,0,1,0,0,0,0,6,"19482"
"Sean Poppen","LAA","CPX",31,0,0,0,1,0,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,3,"19583"
