Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Fernando Vasquez","SFG","DSL",23,7.2,0.27777778,1,0.222222222,0.388888888,0.388888888,0.428571428,0,0.42105263,0.15789474,0.42105263,0.22222222,27,54,81,"sa3015475"
"Fidel Montero","CHW","DSL",21,28.2,0.38157895,1.5625,0.254545454,0.454545454,0.29090909,0.125,0,0.53448276,0.25862069,0.20689655,0.15659341,144,220,364,"sa3015856"
"Jose G. Gonzalez","SFG","DSL",23,31.2,0.20930233,1.592592592,0.102564102,0.551282051,0.346153846,0.185185185,0.074074074,0.47435897,0.20512821,0.32051282,0.12093023,193,237,430,"sa3016249"
"Gerardo Hernandez","CHW","DSL",21,9.2,0.26666667,1,0.272727272,0.363636363,0.363636363,0.25,0.125,0.39130435,0.2173913,0.39130435,0.03921569,46,56,102,"sa3016253"
"Wilson Betemit Jr.","KCR","DSL",21,26,0.33333333,0.555555555,0.186046511,0.290697674,0.523255813,0.288888888,0.044444444,0.5326087,0.26086957,0.20652174,0.12997347,157,220,377,"sa3016512"
"Wilfredo Cordero","TOR","DSL",22,11.1,0.1,8,0.052631578,0.842105263,0.105263157,0,0,0.3,0.2,0.5,0.1124031,140,118,258,"sa3016529"
"Jose T. Perez","SFG","DSL",21,3,0.5,0.5,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25,0.28571429,12,30,42,"sa3017966"
"Brayan Cabello","SFG","DSL",21,28.1,0.30681818,2.523809523,0.119047619,0.63095238,0.25,0.238095238,0.095238095,0.50588235,0.12941176,0.36470588,0.11801242,117,205,322,"sa3018304"
"Erinson Reyes","DET","DSL",23,5,0.22222222,0.333333333,0.2,0.2,0.6,0.166666666,0.166666666,0.6,0,0.4,0.13253012,43,40,83,"sa3018369"
"Andy Encarnacion","ARI","DSL",20,1,0,0,0,0,1,1,0,0,1,0,0.13333333,5,10,15,"sa3018498"
"Agustin Acosta","LAD","DSL",20,0.1,0,0,0,0,1,1,0,1,0,0,0,14,5,19,"sa3018627"
"Joldelanio De Los Santos","LAD","DSL",21,18.1,0.29787234,2.2,0.288888888,0.488888888,0.222222222,0.1,0,0.44680851,0.31914894,0.23404255,0.1369863,116,176,292,"sa3018804"
"David Rodriguez","KCR","DSL",21,14,0.32352941,1.875,0.148148148,0.555555555,0.296296296,0.25,0,0.51851852,0.25925926,0.22222222,0.18181818,44,88,132,"sa3018810"
"Ervin Torres","COL","DSL",20,8,0.22727273,2.166666666,0.173913043,0.565217391,0.260869565,0,0.166666666,0.52173913,0.30434783,0.17391304,0.13636364,25,63,88,"sa3018827"
"Alvaro Gamez","TBR","DSL",20,21.1,0.25454545,0.545454545,0.32,0.24,0.44,0.181818181,0.136363636,0.29090909,0.27272727,0.43636364,0.14880952,151,185,336,"sa3018854"
"Yuliangel De La Cruz","LAD","DSL",20,26.1,0.24637681,1.52173913,0.134328358,0.522388059,0.343283582,0.260869565,0,0.57142857,0.2,0.22857143,0.14198783,244,249,493,"sa3018858"
"Ronal Herrera","BAL","DSL",22,8.2,0.25,1.142857142,0.210526315,0.421052631,0.368421052,0.142857142,0,0.75,0,0.25,0.28205128,20,58,78,"sa3018862"
"Franklyn Moreta","MIA","DSL",21,33,0.36619718,0.961538461,0.260869565,0.36231884,0.376811594,0.076923076,0.038461538,0.38888889,0.31944444,0.29166667,0.18913481,202,295,497,"sa3018888"
"Rodarni Salvador","CLE","DSL",20,1.1,1,2,0.4,0.4,0.2,0,1,0.6,0,0.4,0.13513514,19,18,37,"sa3018889"
"Eris Albino","NYM","DSL",21,12,0.28571429,1.888888888,0.212121212,0.515151515,0.272727272,0.222222222,0,0.48571429,0.25714286,0.25714286,0.14634146,68,96,164,"sa3018894"
"Yan Mago","ARI","DSL",21,19.1,0.32758621,0.84,0.233333333,0.35,0.416666666,0.2,0.12,0.40983607,0.26229508,0.32786885,0.0877193,200,199,399,"sa3019047"
"Emmanuel Martinez","TEX","DSL",21,36.1,0.33333333,0.823529411,0.173333333,0.373333333,0.453333333,0.352941176,0.058823529,0.425,0.275,0.3,0.12859304,317,344,661,"sa3019055"
"Ramon Sanchez","MIA","DSL",23,16,0.31428571,1,0.2,0.4,0.4,0.333333333,0,0.33333333,0.42424242,0.24242424,0.19758065,103,145,248,"sa3019132"
"Dermis Ordonez","PIT","DSL",20,8,0.42105263,1.333333333,0.222222222,0.444444444,0.333333333,0.166666666,0,0.52631579,0.31578947,0.15789474,0.15028902,82,91,173,"sa3019145"
"Elias Moscoso","BAL","DSL",20,10.1,0.36666667,0.421052631,0.1,0.266666666,0.633333333,0.368421052,0.052631578,0.4516129,0.29032258,0.25806452,0.1027027,75,110,185,"sa3019159"
"Cristian Rueda","MIA","DSL",20,6,0.4,4,0.210526315,0.631578947,0.157894736,0.666666666,0,0.5,0.2,0.3,0.09821429,55,57,112,"sa3019172"
"Chariel Radney","TBR","DSL",20,11.2,0.35,0.5625,0.193548387,0.29032258,0.516129032,0.3125,0.0625,0.32352941,0.38235294,0.29411765,0.1344086,84,102,186,"sa3019183"
"Cesar Rojas","TBR","DSL",23,4,0.14285714,0.666666666,0.285714285,0.285714285,0.428571428,0,0,0.14285714,0.42857143,0.42857143,0.19148936,14,33,47,"sa3019244"
"Hader Blanco","PIT","DSL",20,27.1,0.23880597,0.695652173,0.25,0.307692307,0.442307692,0.217391304,0.04347826,0.44444444,0.2962963,0.25925926,0.12166172,155,182,337,"sa3019266"
"Brandison Polanco","PIT","DSL",22,16,0.31914894,0.75,0.186046511,0.348837209,0.465116279,0.15,0.1,0.57777778,0.15555556,0.26666667,0.16071429,52,116,168,"sa3019279"
"Jonas Uzcategui","MIA","DSL",20,7,0.33333333,1.333333333,0.125,0.5,0.375,0.333333333,0.166666666,0.4375,0.25,0.3125,0.1746988,88,78,166,"sa3019281"
"Elvin Valerio","DET","DSL",22,4.2,0.26666667,0.25,0.333333333,0.133333333,0.533333333,0.25,0,0.46666667,0.33333333,0.2,0.1125,30,50,80,"sa3019282"
"Luis Victorino","TOR","DSL",22,24,0.43076923,1.086956521,0.157894736,0.438596491,0.403508771,0.173913043,0.04347826,0.41935484,0.25806452,0.32258065,0.14917127,128,234,362,"sa3019289"
"Yoan Valdez","DET","DSL",19,19,0.17647059,1.388888888,0.085106382,0.531914893,0.382978723,0.388888888,0.055555555,0.55102041,0.10204082,0.34693878,0.13754647,92,177,269,"sa3019292"
"Erick Padilla","CLE","DSL",21,17,0.43333333,3,0.265306122,0.551020408,0.183673469,0,0,0.43396226,0.22641509,0.33962264,0.08333333,157,191,348,"sa3019392"
"Donal Montas","DET","DSL",23,22.2,0.38271605,2,0.2,0.533333333,0.266666666,0.4,0,0.4691358,0.22222222,0.30864198,0.11519608,163,245,408,"sa3019394"
"Luis Rodriguez","PIT","DSL",20,18.1,0.38,1.428571428,0.209302325,0.465116279,0.325581395,0.214285714,0.071428571,0.57777778,0.11111111,0.31111111,0.1462585,124,170,294,"sa3019596"
"Alfonso Perez","SFG","DSL",19,23.2,0.34482759,1.35,0.175438596,0.47368421,0.350877192,0.2,0.05,0.57627119,0.22033898,0.20338983,0.0859375,153,231,384,"sa3019659"
"Albert Polanco","MIA","DSL",20,35.2,0.33333333,0.676470588,0.219178082,0.315068493,0.465753424,0.235294117,0.147058823,0.52777778,0.22222222,0.25,0.24666667,152,298,450,"sa3019660"
"Dennys Riera","SFG","DSL",20,1,0.6,0.333333333,0.2,0.2,0.6,0,0,0.4,0.4,0.2,0.09090909,2,9,11,"sa3019675"
"Julio Valdez","CHC","DSL",20,31.1,0.28089888,1.8,0.176470588,0.529411764,0.294117647,0.32,0,0.41573034,0.2247191,0.35955056,0.17530864,151,254,405,"sa3019687"
"Elvin Jimenez","MIA","DSL",20,20.1,0.3,1,0.130434782,0.434782608,0.434782608,0.5,0,0.33333333,0.29166667,0.375,0.16504854,205,207,412,"sa3019756"
"Andres Ramos","DET","DSL",20,26.2,0.32432432,1.166666666,0.097222222,0.486111111,0.416666666,0.3,0.066666666,0.54794521,0.20547945,0.24657534,0.08009153,191,246,437,"sa3019761"
"Juan Olmos","KCR","DSL",20,16,0.34693878,1.928571428,0.163265306,0.551020408,0.285714285,0.214285714,0.071428571,0.4,0.12,0.48,0.1026616,141,122,263,"sa3019778"
"Braulio Salas","MIA","DSL",20,10.2,0.32,0.875,0.0625,0.4375,0.5,0.25,0,0.4375,0.25,0.3125,0.16666667,35,61,96,"sa3019820"
"Gregori Ramirez","ARI","DSL",20,11,0.15789474,0.545454545,0,0.352941176,0.647058823,0.363636363,0,0.31578947,0.21052632,0.47368421,0.29496403,47,92,139,"sa3020412"
"Eriberto Vasquez","CLE","DSL",21,24.1,0.35616438,1.363636363,0.147540983,0.491803278,0.360655737,0.181818181,0,0.47619048,0.26984127,0.25396825,0.10275689,165,234,399,"sa3020970"
"Carlos Hampshire","NYY","DSL",20,36,0.3,1.884615384,0.15730337,0.550561797,0.292134831,0.384615384,0,0.55555556,0.2,0.24444444,0.12923077,305,345,650,"sa3020971"
"Franyel Diaz","NYM","DSL",20,32.2,0.27848101,2.4375,0.20289855,0.565217391,0.231884057,0.125,0,0.48571429,0.18571429,0.32857143,0.16033755,208,266,474,"sa3020976"
"Algeni Mejia","CLE","DSL",20,24,0.4,0.875,0.181818181,0.381818181,0.436363636,0.458333333,0,0.37931034,0.18965517,0.43103448,0.16315789,144,236,380,"sa3020977"
"Franderly Morel","LAD","DSL",21,33,0.32978723,1.083333333,0.147727272,0.443181818,0.409090909,0.277777777,0.055555555,0.58241758,0.20879121,0.20879121,0.14955357,156,292,448,"sa3020980"
"Angel Cruz","LAD","DSL",20,35.2,0.28395062,2.166666666,0.161764705,0.573529411,0.264705882,0.222222222,0,0.46478873,0.18309859,0.35211268,0.13304721,190,276,466,"sa3020988"
"Jhoan De Los Santos","DET","DSL",20,8.1,0.19047619,1,0.142857142,0.428571428,0.428571428,0.111111111,0.111111111,0.5,0.18181818,0.31818182,0.11627907,96,76,172,"sa3020996"
"Luis Vasquez","DET","DSL",20,27.2,0.22222222,1.233333333,0.202380952,0.44047619,0.357142857,0.333333333,0.066666666,0.51724138,0.26436782,0.2183908,0.07073955,123,188,311,"sa3021001"
"Osiris Calvo","NYM","DSL",21,43,0.27192982,0.836734693,0.189189189,0.369369369,0.441441441,0.306122448,0.040816326,0.41880342,0.25641026,0.32478632,0.2064632,153,404,557,"sa3021004"
