Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Jose Quintana","MIL","A+",36,4,0.42857143,4.5,0.214285714,0.642857142,0.142857142,0,0,0.35714286,0.07142857,0.57142857,0.07042254,26,45,71,"11423"
"Tyler Naquin","CLE","A+",34,16.2,0.22916667,1.352941176,0.14893617,0.489361702,0.361702127,0.294117647,0,0.5,0.22916667,0.27083333,0.08459215,149,182,331,"13359"
"Paul Sewald","DET","A+",35,2,0.33333333,0.5,0,0.333333333,0.666666666,0.5,0,0,0,1,0.19354839,9,22,31,"13892"
"Yency Almonte","CHC","A+",31,8.2,0.17647059,2.4,0,0.705882352,0.294117647,0.6,0.2,0.72222222,0,0.27777778,0.11764706,47,72,119,"15068"
"Brandon Woodruff","MIL","A+",32,16.2,0.29166667,1.461538461,0.333333333,0.395833333,0.270833333,0.307692307,0,0.29166667,0.1875,0.52083333,0.11574074,71,145,216,"16162"
"Tejay Antone","CIN","A+",31,6.1,0.3125,6.5,0.117647058,0.764705882,0.117647058,0,0.5,0.76470588,0.17647059,0.05882353,0.16037736,39,67,106,"16233"
"John Means","CLE","A+",32,6.1,0.21428571,1.166666666,0.071428571,0.5,0.428571428,0.333333333,0,0.57142857,0.07142857,0.35714286,0.16853933,25,64,89,"16269"
"Nestor Cortes","MIL","A+",30,4,0.23076923,0.5,0.307692307,0.23076923,0.461538461,0.166666666,0,0.30769231,0.30769231,0.38461538,0.05555556,18,36,54,"17874"
"Shane Bieber","CLE","A+",30,3,0.28571429,0.5,0.142857142,0.285714285,0.571428571,0.25,0,0.28571429,0.57142857,0.14285714,0.18604651,13,30,43,"19427"
"Alex Lange","DET","A+",29,2,0.4,2,0.4,0.4,0.2,1,0,1,0,0,0.33333333,11,22,33,"19883"
"Sean Guenther","DET","A+",29,2,0.42857143,2.5,0.125,0.625,0.25,0,0.5,0.625,0.125,0.25,0.21875,7,25,32,"20045"
"Eli Morgan","CHC","A+",29,2,0,4,0,0.8,0.2,0,0,0.6,0,0.4,0.03846154,8,18,26,"20203"
"Jordan Balazovic","DET","A+",26,4,0.22222222,3.5,0.1,0.7,0.2,0,0.5,0.3,0.1,0.6,0.1509434,16,37,53,"21866"
"Luinder Avila","KCR","A+",23,6,0.4,1.5,0.5,0.3,0.2,0,0,0.4,0.2,0.4,0.22222222,34,56,90,"24452"
"Blair Calvo","DET","A+",29,5.1,0.38888889,2.5,0.222222222,0.555555555,0.222222222,0.5,0.25,0.36842105,0.26315789,0.36842105,0.09,32,68,100,"25416"
"Sawyer Gipson-Long","DET","A+",27,5.2,0.33333333,2.666666666,0.266666666,0.533333333,0.2,0.333333333,0,0.46666667,0.13333333,0.4,0.17948718,28,50,78,"26048"
"Beau Brieske","DET","A+",27,1,0,0,0,0,1,1,0,0,0,1,0.1875,7,9,16,"26079"
"Caleb Kilian","CHC","A+",28,3,0.2,0.5,0.1,0.3,0.6,0,0.166666666,0.18181818,0.18181818,0.63636364,0.10810811,11,26,37,"26213"
"Connor Phillips","CIN","A+",24,3.2,0.375,3,0.428571428,0.428571428,0.142857142,1,0,0.5,0.375,0.125,0.23728814,23,36,59,"27649"
"Robert Gasser","MIL","A+",26,5,0.27272727,1.5,0.09090909,0.545454545,0.363636363,0,0,0.54545455,0.18181818,0.27272727,0.18518519,15,39,54,"29812"
"Jack Neely","CHC","A+",25,3,0.28571429,0.75,0.125,0.375,0.5,0,0.25,0.625,0.25,0.125,0.16666667,15,33,48,"30106"
"Dylan Smith","DET","A+",25,6.1,0.33333333,2.5,0.066666666,0.666666666,0.266666666,0.25,0,0.26666667,0.06666667,0.66666667,0.18085106,34,60,94,"30145"
"William Kempner","MIA","A+",24,26.2,0.3220339,2,0.25,0.5,0.25,0.214285714,0,0.37288136,0.15254237,0.47457627,0.13053097,168,284,452,"31615"
"Brian Fitzpatrick","MIL","A+",25,4.2,0.33333333,1.333333333,0.363636363,0.363636363,0.272727272,0.333333333,0,0.33333333,0.16666667,0.5,0.17910448,24,43,67,"31624"
"Rhett Lowder","CIN","A+",23,3,0.5,1.333333333,0.222222222,0.444444444,0.333333333,0,0,0.7,0.1,0.2,0.17460317,18,45,63,"33876"
"Chase Burns","CIN","A+",22,11.2,0.16666667,2.2,0.2,0.55,0.25,0.2,0.4,0.5,0.25,0.25,0.21893491,55,114,169,"35333"
"Gage Jump","OAK","A+",22,31,0.29411765,1,0.323529411,0.338235294,0.338235294,0.217391304,0.04347826,0.34782609,0.20289855,0.44927536,0.16017316,143,319,462,"35418"
"Alex Cobb","DET","A+",37,10.2,0.23809524,2.166666666,0.095238095,0.619047619,0.285714285,0,0.166666666,0.40909091,0.22727273,0.36363636,0.16184971,66,107,173,"6562"
"Wade Miley","CIN","A+",38,5.2,0.5,2.4,0.227272727,0.545454545,0.227272727,0.2,0.8,0.63636364,0.13636364,0.22727273,0.14285714,35,70,105,"8779"
"Matt Stil","DET","A+",24,10,0.34375,1.083333333,0.242424242,0.393939393,0.363636363,0.416666666,0.083333333,0.24242424,0.36363636,0.39393939,0.11170213,77,111,188,"sa1170297"
"Marco Jimenez","DET","A+",25,60,0.19444444,1.825,0.231292517,0.496598639,0.272108843,0.25,0.125,0.44966443,0.20134228,0.34899329,0.14775414,307,539,846,"sa3002926"
"Robinson Ortiz","LAD","A+",25,21.2,0.35849057,1.5,0.181818181,0.49090909,0.327272727,0.222222222,0.166666666,0.44642857,0.21428571,0.33928571,0.11793612,153,254,407,"sa3004006"
"Marlin Willis","KCR","A+",27,13.1,0.16216216,0.823529411,0.162162162,0.378378378,0.459459459,0.294117647,0,0.43243243,0.21621622,0.35135135,0.10614525,58,121,179,"sa3005116"
"Gabriel Yanez","MIN","A+",25,35.1,0.33333333,2.304347826,0.24,0.53,0.23,0.391304347,0.086956521,0.55882353,0.1372549,0.30392157,0.1141925,217,396,613,"sa3005332"
"Dionys Rodriguez","STL","A+",24,35,0.33333333,0.569230769,0.184,0.296,0.52,0.276923076,0.03076923,0.41085271,0.28682171,0.30232558,0.09713376,249,379,628,"sa3005877"
"Freddy Pacheco","DET","A+",27,29.2,0.20833333,0.512820512,0.202702702,0.27027027,0.527027027,0.282051282,0.076923076,0.44,0.21333333,0.34666667,0.1252302,237,306,543,"sa3006164"
"Inohan Paniagua","STL","A+",25,1.2,0.42857143,0,0.285714285,0,0.714285714,0.4,0,0.28571429,0.28571429,0.42857143,0.03921569,31,20,51,"sa3006417"
"Eiker Huizi","SDP","A+",24,37.1,0.34579439,1.774193548,0.218181818,0.5,0.281818181,0.129032258,0.096774193,0.38181818,0.22727273,0.39090909,0.10644678,268,399,667,"sa3007842"
"Samuel Perez","MIN","A+",25,44,0.29230769,1.021276595,0.2578125,0.375,0.3671875,0.234042553,0,0.484375,0.2578125,0.2578125,0.13134328,250,420,670,"sa3008176"
"Kohl Franklin","CHC","A+",25,2,0.5,0.333333333,0.428571428,0.142857142,0.428571428,0,0,0.125,0.75,0.125,0.0862069,25,33,58,"sa3008335"
"Steven Perez","CLE","A+",24,20,0.20454545,0.761904761,0.177777777,0.355555555,0.466666666,0.19047619,0.047619047,0.42222222,0.24444444,0.33333333,0.15686275,112,194,306,"sa3008362"
"Gustavo Rodriguez","OAK","A+",24,6,0.07142857,1.8,0,0.642857142,0.357142857,0.2,0,0.5,0.07142857,0.42857143,0.13157895,27,49,76,"sa3008438"
"Irvin Machuca","CIN","A+",25,29.2,0.38235294,1.260869565,0.246376811,0.420289855,0.333333333,0.434782608,0.086956521,0.45714286,0.2,0.34285714,0.15272727,211,339,550,"sa3008641"
"Carlo Reyes","CHC","A+",26,3.2,0.46666667,0.833333333,0.3125,0.3125,0.375,0.166666666,0.166666666,0.6875,0.1875,0.125,0.09090909,29,48,77,"sa3008713"
"Benjamin Arias","STL","A+",23,56.1,0.24390244,0.697368421,0.19375,0.33125,0.475,0.276315789,0.039473684,0.46385542,0.27710843,0.25903614,0.11282051,370,605,975,"sa3008724"
"Victor Duarte","SDP","A+",24,1,0.5,0,0.285714285,0,0.714285714,0.4,0.2,0.42857143,0.14285714,0.42857143,0,12,17,29,"sa3008904"
