Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Fernando Vasquez","SFG","DSL",23,7.2,9.391300453807808,2.347825113451952,4,0,0.28571429,0.07142857,0.21428571,0.19230769,0.9130430996757591,0.27777778,1,0,2.7286886606412497,-2.7286886606412497,3.3532902735648147,"sa3015475"
"Fidel Montero","CHW","DSL",21,28.2,10.674417420939799,4.709301803355793,2.26666667,0,0.265625,0.1171875,0.1484375,0.26363636,1.5348835507233696,0.38157895,0.59574468,4.3953483497987405,3.5446639070258072,0.8506844427729332,3.9264802913672043,"sa3015856"
"Jose G. Gonzalez","SFG","DSL",23,31.2,6.252630951265942,5.9684204534811265,1.04761905,0.5684209955696311,0.1641791,0.15671642,0.00746269,0.18181818,1.2947367121308264,0.20930233,0.60679612,5.11578896012668,5.738298932601228,-0.622509972474548,5.500521155652163,"sa3016249"
"Gerardo Hernandez","CHW","DSL",21,9.2,4.655170882925203,2.793102529755122,1.66666667,0.9310341765850407,0.12820513,0.07692308,0.05128205,0.25,1.2413789021133876,0.26666667,0.8490566,1.8620683531700815,5.274414848005722,-3.4123464948356403,4.495729116055663,"sa3016253"
"Wilson Betemit Jr.","KCR","DSL",21,26,5.884615384615385,6.230769230769231,0.94444444,0.6923076923076923,0.13076923,0.13846154,-0.00769231,0.29357798,1.9230769230769231,0.33333333,0.59760956,6.230769230769231,6.14842056127695,0.08234866949228081,6.332418615170397,"sa3016512"
"Wilfredo Cordero","TOR","DSL",22,11.1,12.705885916846196,17.47059313566352,0.72727273,0,0.26666667,0.36666667,-0.1,0.05555556,2.1176476528076993,0.1,0.65384615,6.352942958423098,7.562448700571833,-1.2095057421487354,7.683170104634176,"sa3016529"
"Jose T. Perez","SFG","DSL",21,3,18,0,6,0,0.6,0,0.6,0.2,0.6666666666666666,0.5,1,0,0.03303594589233416,-0.03303594589233416,0.4890944555401804,"sa3017966"
"Brayan Cabello","SFG","DSL",21,28.1,5.717647700326325,2.541176755700589,2.25,0.6352941889251472,0.15254237,0.06779661,0.08474576,0.26851852,1.305882499457247,0.30681818,0.69060773,3.811765133550883,4.738918378031387,-0.9271532444805035,4.328301027981613,"sa3018304"
"Erinson Reyes","DET","DSL",23,5,7.2,10.8,0.66666667,1.8,0.2,0.3,-0.1,0.21428571,1.8,0.22222222,0.65789474,5.4,8.633035945892335,-3.2330359458923343,6.8539412632584575,"sa3018369"
"Andy Encarnacion","ARI","DSL",20,1,18,0,2,0,0.66666667,0,0.66666667,0,0,0,1,0,0.03303594589233416,-0.03303594589233416,0.7171237103641035,"sa3018498"
"Agustin Acosta","LAD","DSL",20,0.1,0,54.00053912939454,0,0,0,0.5,-0.5,0,6.00005990326606,0,1,0,31.033305510589603,-31.033305510589603,33.0855892935506,"sa3018627"
"Joldelanio De Los Santos","LAD","DSL",21,18.1,11.290911048700341,4.418182584274047,2.55555556,0,0.2875,0.1125,0.175,0.2,1.2545456720778156,0.29787234,0.625,0.9818183520608992,3.1603085218382017,-2.1784901697773025,3.5334473671596998,"sa3018804"
"David Rodriguez","KCR","DSL",21,14,10.928571428571429,1.2857142857142858,8.5,0,0.30909091,0.03636364,0.27272727,0.21568627,0.9285714285714286,0.32352941,0.93333333,0.6428571428571429,2.461607374463763,-1.8187502316066202,2.852514668447631,"sa3018810"
"Ervin Torres","COL","DSL",20,8,6.75,1.125,6,1.125,0.2,0.03333333,0.16666667,0.20689655,0.875,0.22727273,0.71428571,3.375,4.533035945892334,-1.1580359458923342,3.421101769246161,"sa3018827"
