Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Tyler Matzek","NYY","AAA",34,4.2,0.33333333,0.6,0.333333333,0.25,0.416666666,0.2,0,0.08333333,0.16666667,0.75,0.15384615,25,53,78,"10058"
"Brooks Raley","NYM","AAA",37,3.1,0.33333333,2.5,0.222222222,0.555555555,0.222222222,0.5,0,0.55555556,0.22222222,0.22222222,0.0754717,20,33,53,"10061"
"Kyle Gibson","TBR","AAA",37,24.1,0.3559322,1.666666666,0.322033898,0.423728813,0.254237288,0.266666666,0,0.42372881,0.27118644,0.30508475,0.11968085,131,245,376,"10123"
"Shelby Miller","MIL","AAA",34,1,0,0,0,0,0,0,0,,,,0.23529412,7,10,17,"10197"
"Erasmo Ramirez","MIN","AAA",35,17.1,0.36363636,3.444444444,0.259259259,0.574074074,0.166666666,0.222222222,0.111111111,0.53571429,0.16071429,0.30357143,0.07829181,102,179,281,"10314"
"Michael Tonkin","MIN","AAA",35,28,0.29411765,1,0.243243243,0.378378378,0.378378378,0.107142857,0.25,0.49333333,0.29333333,0.21333333,0.12219959,181,310,491,"10315"
"Chris Sale","ATL","AAA",36,10.2,0.33333333,3.2,0.3,0.533333333,0.166666666,0.2,0,0.43333333,0.2,0.36666667,0.13872832,60,113,173,"10603"
"Chasen Shreve","ATL","AAA",34,17.2,0.31034483,1,0.24137931,0.379310344,0.379310344,0.272727272,0.136363636,0.45901639,0.31147541,0.2295082,0.10367893,110,189,299,"10855"
"Vince Velasquez","CLE","AAA",33,81.2,0.31658291,0.809523809,0.25490196,0.333333333,0.411764705,0.226190476,0.095238095,0.45410628,0.23671498,0.30917874,0.10497981,591,895,1486,"11189"
"Jose Urena","NYM","AAA",33,22.2,0.33870968,1.705882352,0.269841269,0.46031746,0.269841269,0.294117647,0.058823529,0.47619048,0.23809524,0.28571429,0.1125,151,249,400,"11589"
