Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Erick Mejia","WSN","A",30,12,12.75,3,4.25,1.5,0.33333333,0.07843137,0.25490196,0.17021277,1,0.21428571,0.65217391,4.5,3.9044535477956144,0.5955464522043856,2.4059627504398433,"15817"
"Joan Adon","WSN","A",26,0,0,36,0,0,0,1,-1,0,4,0,0,36,15.57112021446228,20.42887978553772,15.57112021446228,"22925"
"Cody Bolton","HOU","A",27,3,3,0,1,3,0.07692308,0,0.07692308,0.46153846,2,0.45454545,0.86956522,6,7.237786881128947,-1.2377868811289474,3.706264590968689,"23265"
"Luis Garcia","HOU","A",28,2,9,0,2,0,0.33333333,0,0.33333333,0,0,0,1,0,1.5711202144622805,-1.5711202144622805,2.372931257635355,"23735"
"Chase Solesky","WSN","A",27,3,3,0,1,0,0.1,0,0.1,0.1,0.3333333333333333,0.11111111,1,0,2.9044535477956144,-2.9044535477956144,4.508075634141764,"25480"
"Cade Cavalli","WSN","A",26,4,6.75,4.5,1.5,0,0.2,0.13333333,0.06666667,0.07692308,0.75,0.1,1,0,3.5711202144622805,-3.5711202144622805,3.771572975255549,"27473"
"Zach Brzykcy","WSN","A",25,2,18,0,4,0,0.57142857,0,0.57142857,0.14285714,0.5,0.33333333,1,0,-0.42887978553771955,0.42887978553771955,-0.027974263951182188,"27783"
"Jake Bennett","WSN","A",24,6,10.5,0,7,0,0.31818182,0,0.31818182,0.22727273,0.8333333333333334,0.33333333,0.8,1.5,1.2377868811289474,0.2622131188710526,1.638692402715485,"31959"
"Jorge Juan","ATL","A",26,1,18,0,2,0,0.5,0,0.5,0.25,1,0.5,1,0,-0.42887978553771955,0.42887978553771955,-0.42887978553771955,"sa3005826"
"Wardquelin Vasquez","CHW","A",23,16,9,7.3125,1.23076923,1.125,0.21052632,0.17105263,0.03947368,0.24193548,1.75,0.29545455,0.72519084,4.5,5.8211202144622805,-1.3211202144622805,4.947818067437038,"sa3006502"
"Dionmy Salon","KCR","A",23,1,18,0,2,0,0.66666667,0,0.66666667,0,0,0,1,0,-0.42887978553771955,0.42887978553771955,-0.42887978553771955,"sa3008839"
