Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Tyler Matzek","NYY","A",34,1,0.66666667,2,0.333333333,0.666666666,0,0,0,0.33333333,0.33333333,0.33333333,0.11764706,6,11,17,"10058"
"Brooks Raley","NYM","A",37,3,0.5,1,0.333333333,0.333333333,0.333333333,0,0,0.83333333,0,0.16666667,0.175,8,32,40,"10061"
"Michael Tonkin","MIN","A",35,2,0.4,2,0.5,0.5,0,0,0,0.4,0,0.6,0.25,5,19,24,"10315"
"Yimi Garcia","TOR","A",34,1,1,0,1,0,0,0,0,1,0,0,0.11111111,6,12,18,"12095"
"Burch Smith","PIT","A",35,1,0,1,0,1,0,0,0,0,0,1,0.26315789,7,12,19,"12784"
"Amir Garrett","TOR","A",33,2.1,0,1,0,0.5,0.5,0,0,0,0.5,0.5,0.16129032,10,21,31,"14375"
"Joe Mantiply","TOR","A",34,1,0,,,,,,,,,,,,,,"14857"
"Yacksel Rios","NYM","A",32,0,1,2,0,1,0,0,0,0.5,0.5,0,0,7,8,15,"15007"
"Tim Mayza","PIT","A",33,1.2,0.4,4,0.2,0.8,0,0,0,0,0,1,0.21428571,7,21,28,"15042"
"Brady Feigl","MIN","A",34,2,0,3,0.333333333,0.5,0.166666666,0,1,0.33333333,0.33333333,0.33333333,0.03125,14,18,32,"15968"
"Spencer Turnbull","TOR","A",32,11.1,0.34210526,1.307692307,0.189189189,0.459459459,0.351351351,0.153846153,0.076923076,0.35,0.3,0.35,0.140625,68,124,192,"16207"
"Ryan Borucki","PIT","A",31,1,0,2,0,1,0,0,0,0.5,0,0.5,0,4,6,10,"16350"
"Erik Swanson","TOR","A",31,1.1,0.25,1,0.333333333,0.333333333,0.333333333,0,0,0.25,0,0.75,0.16666667,6,18,24,"16587"
"Brock Stewart","MIN","A",33,1.2,0,0,0,0,0,0,0,0,0,1,0.36666667,11,19,30,"16727"
"Ranger Suarez","PHI","A",29,7,0.30769231,9,0.23076923,0.692307692,0.076923076,0,0,0.46153846,0.07692308,0.46153846,0.1954023,24,63,87,"17277"
"Ryan Burr","TOR","A",31,2,0.375,5,0.25,0.625,0.125,0,0,0.75,0.125,0.125,0.08823529,11,23,34,"17536"
"Justin Lawrence","PIT","A",30,2,0,1,0,0.5,0.5,0,0,0,1,0,0.23333333,11,19,30,"17639"
"Connor Overton","TOR","A",31,2,0.33333333,0.5,0.4,0.2,0.4,0,0,0.6,0.2,0.2,0.12903226,13,18,31,"18376"
"Jose Urquidy","DET","A",30,5,0.16666667,1.25,0.25,0.416666666,0.333333333,0.5,0,0.5,0.16666667,0.33333333,0.14545455,14,41,55,"18413"
"Beau Burrows","PIT","A",28,3.2,0,0.75,0.125,0.375,0.5,0.25,0.25,0.44444444,0.22222222,0.33333333,0.09433962,22,31,53,"18873"
"Jonathan Loaisiga","NYY","A",30,3.1,0.4,1.5,0,0.6,0.4,0.5,0,0.6,0.2,0.2,0.36363636,11,33,44,"19753"
"Sean Guenther","DET","A",29,1,0.66666667,3,0,1,0,0,0,0.33333333,0.33333333,0.33333333,0.1875,3,13,16,"20045"
"Oliver Ortega","NYM","A",28,7.2,0.23529412,1.6,0.071428571,0.571428571,0.357142857,0.2,0,0.23529412,0.29411765,0.47058824,0.12686567,57,77,134,"21025"
"Thomas Szapucki","DET","A",29,8,0.22222222,1.142857142,0.117647058,0.470588235,0.411764705,0.285714285,0,0.52631579,0.21052632,0.26315789,0.15306122,33,65,98,"21065"
"Dauri Moreta","PIT","A",29,2,0.33333333,4,0.333333333,0.666666666,0,0,0,0.66666667,0.33333333,0,0.15384615,9,17,26,"21101"
"Chase Shugart","PIT","A",28,1,0.33333333,1,0.333333333,0.333333333,0.333333333,0,0,0.33333333,0.66666667,0,0.04545455,8,14,22,"21544"
"Colin Holderman","PIT","A",29,1,0,0,0,0,1,0,1,1,0,0,0.22222222,7,11,18,"22361"
"Johan Oviedo","PIT","A",27,3.1,0.4,1,0.6,0.2,0.2,0,0,0.4,0.2,0.4,0.2027027,26,48,74,"22487"
"Ricky Vanasco","DET","A",26,4,0.16666667,6,0,1,0,0,0,0.5,0.33333333,0.16666667,0.1147541,27,34,61,"23391"
"Ryan Weathers","MIA","A",25,3,0,0.5,0,0.333333333,0.666666666,0.5,0,0,0.33333333,0.66666667,0.28571429,10,25,35,"23796"
"Adam Kloffenstein","TOR","A",24,4,0.38461538,11,0,0.916666666,0.083333333,0,0,0.69230769,0.07692308,0.23076923,0.17808219,26,47,73,"24493"
"Drew Rom","STL","A",25,9,0.3,2.75,0.210526315,0.578947368,0.210526315,0.25,0,0.25,0.25,0.5,0.11009174,25,84,109,"24602"
"Jayvien Sandridge","NYY","A",26,2.2,0.2,0.333333333,0.2,0.2,0.6,0,0,0.8,0,0.2,0.1372549,24,27,51,"25158"
"Blair Calvo","DET","A",29,12.1,0.17857143,1.4,0.172413793,0.48275862,0.344827586,0.2,0.1,0.37931034,0.31034483,0.31034483,0.10928962,60,123,183,"25416"
"Declan Cronin","MIA","A",27,3,0.16666667,2.5,0,0.714285714,0.285714285,0.5,0.5,0.57142857,0.42857143,0,0.07692308,14,25,39,"25645"
"Tyler Owens","DET","A",24,0.1,1,1,0.5,0.25,0.25,0,0,0,0.75,0.25,0.0952381,10,11,21,"26030"
"Sawyer Gipson-Long","DET","A",27,1.1,0.6,2,0.4,0.4,0.2,0,0,0.4,0,0.6,0.06451613,10,21,31,"26048"
"Alek Manoah","TOR","A",27,2,0.42857143,1.5,0.285714285,0.428571428,0.285714285,1,0,0.42857143,0.14285714,0.42857143,0.14285714,12,16,28,"26410"
"Clayton Beeter","NYY","A",26,1.1,0,0,0,0,0,0,0,,,,0.35,6,14,20,"27494"
"Bailey Horn","DET","A",27,1.2,0.5,0.5,0.5,0.166666666,0.333333333,0.5,0,0.33333333,0.16666667,0.5,0.05405405,11,26,37,"27753"
"Eury Perez","MIA","A",22,10,0.30769231,0.4,0.222222222,0.222222222,0.555555555,0.4,0.066666666,0.51851852,0.14814815,0.33333333,0.18518519,57,105,162,"27768"
"Brandan Bidois","PIT","A",24,2,0,0,0.2,0,0.8,0.25,0,0,0.4,0.6,0.25,7,13,20,"28052"
"Kendry Rojas","TOR","A",22,13,0.2173913,1.571428571,0.181818181,0.5,0.318181818,0.142857142,0,0.43478261,0.08695652,0.47826087,0.18918919,61,124,185,"29423"
"Hayden Juenger","TOR","A",24,4,0,2.5,0.125,0.625,0.25,0.5,0,0.5,0,0.5,0.05405405,10,27,37,"29640"
"Tyler Samaniego","PIT","A",26,2.2,0.625,6,0.222222222,0.666666666,0.111111111,0,1,0.11111111,0.44444444,0.44444444,0.13333333,16,29,45,"30081"
"Andrew Painter","PHI","A",22,11.1,0.26666667,1,0.1875,0.40625,0.40625,0.153846153,0.153846153,0.46875,0.34375,0.1875,0.14619883,52,119,171,"30091"
"Dylan Smith","DET","A",25,1,0,0,0.5,0,0.5,1,0,0,0.5,0.5,0.1875,5,11,16,"30145"
"Pierson Ohl","MIN","A",25,5,0.33333333,0.666666666,0.166666666,0.333333333,0.5,0.333333333,0,0.33333333,0.33333333,0.33333333,0.28767123,27,46,73,"30179"
"Trey Yesavage","TOR","A",21,33.1,0.26666667,1.318181818,0.15,0.483333333,0.366666666,0.545454545,0.136363636,0.47619048,0.25396825,0.26984127,0.21516393,155,333,488,"35456"
"Jake Gilbert","CIN","A",28,11,0.32142857,1.272727272,0.107142857,0.5,0.392857142,0.09090909,0.09090909,0.34482759,0.27586207,0.37931034,0.16477273,68,108,176,"sa1172846"
"Dalvin Rosario","CIN","A",25,4.2,0.14285714,1.333333333,0,0.571428571,0.428571428,0,0.333333333,0.5,0.125,0.375,0.1097561,40,42,82,"sa3005144"
"Angel Cuenca","STL","A",23,36,0.32692308,0.860465116,0.245283018,0.349056603,0.405660377,0.325581395,0.069767441,0.48598131,0.24299065,0.27102804,0.08668731,283,363,646,"sa3006414"
"Alfred Vega","NYM","A",24,16,0.17647059,1.083333333,0.193548387,0.419354838,0.387096774,0.5,0,0.45454545,0.21212121,0.33333333,0.11904762,120,174,294,"sa3006495"
"Irvin Machuca","CIN","A",25,12.1,0.04761905,0.777777777,0.2,0.35,0.45,0.111111111,0,0.47619048,0.14285714,0.38095238,0.14054054,68,117,185,"sa3008641"
"Antonio Gomez","NYY","A",23,2.2,0.6,5,0.4,0.5,0.1,0,0,0.2,0,0.8,0.08219178,31,42,73,"sa3008746"
"Edinson Batista","TOR","A",23,3.2,0.7,2,0.4,0.4,0.2,0,0,0.7,0.2,0.1,0.14606742,37,52,89,"sa3009266"
"Gabriel Barbosa","PHI","A",23,40,0.31707317,0.924528301,0.163934426,0.401639344,0.434426229,0.283018867,0.075471698,0.50387597,0.24031008,0.25581395,0.13888889,237,447,684,"sa3009593"
"Travis Kuhn","DET","A",27,3,0.28571429,1.333333333,0,0.571428571,0.428571428,0,0,0.42857143,0.28571429,0.28571429,0.08064516,27,35,62,"sa3009928"
"Randy Labaut","PIT","A",28,1,0,3,0,1,0,0,0,0.66666667,0,0.33333333,0,3,7,10,"sa3010615"
"Julio Bonilla","MIN","A",24,10,0.33333333,0.9,0.321428571,0.321428571,0.357142857,0.2,0.1,0.5,0.25,0.25,0.1656051,62,95,157,"sa3011372"
"Yosber Sanchez","DET","A",24,4,0.11111111,2,0,0.666666666,0.333333333,0,0,0.44444444,0.11111111,0.44444444,0.08474576,22,37,59,"sa3011636"
"Matt Allan","NYM","A",24,15,0.27777778,1.181818181,0.351351351,0.351351351,0.297297297,0.181818181,0.09090909,0.37837838,0.32432432,0.2972973,0.11538462,107,153,260,"sa3011740"
"Brennan Malone","PIT","A",24,28.1,0.30379747,1,0.292682926,0.353658536,0.353658536,0.137931034,0.103448275,0.47560976,0.2804878,0.24390244,0.0926276,229,300,529,"sa3011741"
"Woo-Suk Go","MIA","A",26,5,0.41176471,1.142857142,0.117647058,0.470588235,0.411764705,0.285714285,0,0.35294118,0.47058824,0.17647059,0.14285714,58,61,119,"sa3012630"
"Justin Lange","NYY","A",23,5.2,0.36842105,1,0.428571428,0.285714285,0.285714285,0.166666666,0.333333333,0.80952381,0.14285714,0.04761905,0.08035714,54,58,112,"sa3014517"
"Ian Bedell","STL","A",25,5.2,0.25,2,0.307692307,0.461538461,0.23076923,0,0.333333333,0.76923077,0,0.23076923,0.12631579,36,59,95,"sa3014538"
"Robert Dominguez","NYM","A",23,1,0.25,3,0.25,0.75,0,0,0,1,0,0,0.03846154,17,9,26,"sa3014694"
"Tink Hence","STL","A",22,6,0.33333333,2.333333333,0.166666666,0.583333333,0.25,0.333333333,0,0.25,0.25,0.5,0.10185185,47,61,108,"sa3014709"
"Edwin Nunez","STL","A",23,4.2,0.375,2.666666666,0.3125,0.5,0.1875,0,0,0.375,0.3125,0.3125,0.11111111,35,55,90,"sa3014813"
"Carson Coleman","NYY","A",27,3,0,0,0.4,0,0.6,0.333333333,0,0,0.33333333,0.66666667,0.125,13,27,40,"sa3014857"
"Erubiel Armenta","PHI","A",25,4,0.5,1,0.5,0.5,0,0,0,1,0,0,0.21686747,37,46,83,"sa3015125"
"Franklin Sanchez","MIA","A",24,13.2,0.19047619,0.888888888,0.19047619,0.38095238,0.428571428,0.555555555,0,0.23809524,0.33333333,0.42857143,0.15546218,98,140,238,"sa3015157"
"Wilmer Flores","DET","A",24,4,0.125,1.666666666,0.111111111,0.555555555,0.333333333,0,0.333333333,0.44444444,0.33333333,0.22222222,0.046875,28,36,64,"sa3015223"
"Ignacio Briceno","DET","A",24,50,0.30666667,1.365853658,0.316901408,0.394366197,0.288732394,0.121951219,0,0.37583893,0.24161074,0.38255034,0.08121212,304,521,825,"sa3015459"
"Johan Simon","TOR","A",23,40.1,0.34745763,3.944444444,0.219298245,0.622807017,0.157894736,0.222222222,0.055555555,0.44444444,0.25641026,0.2991453,0.15014577,247,439,686,"sa3015481"
"Jose Garces","PIT","A",21,49.2,0.23846154,1.186046511,0.229508196,0.418032786,0.352459016,0.395348837,0.069767441,0.49206349,0.26984127,0.23809524,0.11464968,304,481,785,"sa3015490"
"Jesus Clode","PIT","A",23,22.1,0.2295082,1.047619047,0.245614035,0.385964912,0.368421052,0.238095238,0.238095238,0.44067797,0.28813559,0.27118644,0.13738019,113,200,313,"sa3015491"
"Danyony Pulido","PHI","A",22,30.2,0.18461538,1.526315789,0.261538461,0.446153846,0.292307692,0.368421052,0,0.46153846,0.21538462,0.32307692,0.15606936,214,305,519,"sa3015502"
"Carlos Marcano","DET","A",21,12,0.35135135,1.307692307,0.23076923,0.435897435,0.333333333,0.153846153,0.153846153,0.46153846,0.20512821,0.33333333,0.10194175,71,135,206,"sa3015509"
"Iverson Espinoza","CIN","A",22,0.2,0.33333333,2,0,0.666666666,0.333333333,1,0,0,0.33333333,0.66666667,0.125,3,5,8,"sa3015528"
"Miguel Briceno","MIN","A",21,1,0.6,4,0,0.8,0.2,1,0,0.4,0.6,0,0.14285714,8,13,21,"sa3015566"
"Jeral Toledo","PIT","A",22,1.1,0.4,1.5,0,0.6,0.4,0.5,0,0.8,0.2,0,0,18,14,32,"sa3015590"
"Cristian Santana","DET","A",21,1,0.5,1,0.75,0.25,0,0,0,1,0,0,0.04347826,10,13,23,"sa3015697"
"Manuel Beltre","TOR","A",21,0.1,0.5,0,0.5,0,0.5,0,0,0,1,0,0,2,3,5,"sa3015710"
"Antoni Cuello","STL","A",22,2.2,0.375,6,0.125,0.75,0.125,1,0,0.375,0.125,0.5,0.06976744,14,29,43,"sa3015947"
"Franck De La Rosa","PIT","A",25,2,0.25,2,0.25,0.5,0.25,0,0,0.25,0,0.75,0.09677419,14,17,31,"sa3015964"
"Ronny Chalas","DET","A",22,54.2,0.24342105,0.746478873,0.194805194,0.344155844,0.461038961,0.253521126,0.042253521,0.43870968,0.27096774,0.29032258,0.12009238,308,558,866,"sa3015970"
"Layonel Ovalles","NYM","A",22,24,0.18965517,1.3,0.178571428,0.464285714,0.357142857,0.2,0.05,0.51666667,0.23333333,0.25,0.11684783,147,221,368,"sa3015993"
"Bruno Lopez","STL","A",23,6,0.11111111,0,0,0,1,0.3,0.1,0,0.5,0.5,0.16049383,25,56,81,"sa3015999"
